"지역별","시점","성별",고용률
"충북","2013.05","계",61.8
"충북","2013.06","계",62.7
"충북","2013.07","계",62.3
"충북","2013.08","계",61.2
"충북","2013.09","계",61.5
"충북","2013.10","계",62.4
"충북","2013.11","계",62.1
"충북","2013.12","계",57.9
"충북","2014.01","계",56.6
"충북","2014.02","계",58.5
"충북","2014.03","계",59.8
"충북","2014.04","계",62.7
"충북","2014.05","계",63.9
"충북","2014.06","계",64.2
"충북","2014.07","계",64.4
"충북","2014.08","계",63.7
"충북","2014.09","계",64.0
"충북","2014.10","계",63.9
"충북","2014.11","계",63.4
"충북","2014.12","계",58.7
"충북","2015.01","계",57.0
"충북","2015.02","계",58.8
"충북","2015.03","계",60.5
"충북","2015.04","계",62.8
"충북","2015.05","계",63.4
"충북","2015.06","계",63.8
"충북","2015.07","계",63.8
"충북","2015.08","계",63.7
"충북","2015.09","계",64.3
"충북","2015.10","계",64.6
"충북","2015.11","계",64.2
"충북","2015.12","계",61.6
"충북","2016.01","계",58.2
"충북","2016.02","계",58.8
"충북","2016.03","계",61.6
"충북","2016.04","계",62.1
"충북","2016.05","계",63.1
"충북","2016.06","계",63.2
"충북","2016.07","계",63.3
"충북","2016.08","계",63.1
"충북","2016.09","계",62.9
"충북","2016.10","계",63.1
"충북","2016.11","계",63.2
"충북","2016.12","계",61.1
"충북","2017.01","계",58.3
"충북","2017.02","계",58.2
"충북","2017.03","계",61.2
"충북","2017.04","계",63.2
"충북","2017.05","계",64.2
"충북","2017.06","계",64.0
"충북","2017.07","계",63.6
"충북","2017.08","계",63.7
"충북","2017.09","계",65.3
"충북","2017.10","계",64.6
"충북","2017.11","계",63.6
"충북","2017.12","계",61.0
"충북","2018.01","계",59.5
"충북","2018.02","계",59.3
"충북","2018.03","계",62.1
"충북","2018.04","계",64.3
"충북","2018.05","계",64.4
"충북","2018.06","계",65.8
"충북","2018.07","계",65.1
"충북","2018.08","계",64.6
"충북","2018.09","계",64.2
"충북","2018.10","계",64.2
"충북","2018.11","계",64.5
"충북","2018.12","계",61.4
"충북","2019.01","계",60.1
"충북","2019.02","계",60.7
"충북","2019.03","계",62.3
"충북","2019.04","계",63.2
"충북","2019.05","계",64.3
"충북","2019.06","계",63.6
"충북","2019.07","계",63.7
"충북","2019.08","계",63.9
"충북","2019.09","계",63.8
"충북","2019.10","계",64.1
"충북","2019.11","계",63.3
"충북","2019.12","계",61.5
"충북","2020.01","계",61.0
"충북","2020.02","계",61.7
"충북","2020.03","계",62.8
"충북","2020.04","계",63.1
"충북","2020.05","계",64.5
"충북","2020.06","계",64.7
"충북","2020.07","계",64.5
"충북","2020.08","계",63.7
"충북","2020.09","계",63.7
"충북","2020.10","계",63.1
"충북","2020.11","계",63.8
"충북","2020.12","계",61.6
"충북","2021.01","계",58.8
"충북","2021.02","계",60.9
"충북","2021.03","계",62.6
"충북","2021.04","계",63.4
"충북","2021.05","계",64.4
"충북","2021.06","계",64.4
"충북","2021.07","계",63.9
"충북","2021.08","계",64.5
"충북","2021.09","계",64.2
"충북","2021.10","계",64.9
"충북","2021.11","계",64.6
"충북","2021.12","계",63.5
"충북","2022.01","계",61.8
"충북","2022.02","계",62.7
"충북","2022.03","계",64.5
"충북","2022.04","계",65.2
"충북","2022.05","계",66.1
"충북","2022.06","계",66.5
"충북","2022.07","계",65.8
"충북","2022.08","계",65.9
"충북","2022.09","계",65.4
"충북","2022.10","계",65.9
"충북","2022.11","계",65.7
"충북","2022.12","계",63.3
"충북","2023.01","계",61.1
"충북","2023.02","계",63.2
"충북","2023.03","계",66.0
"충북","2023.04","계",66.2
"충북","2023.05","계",66.6
"충북","2023.06","계",66.5
"충북","2023.07","계",66.1
"충북","2023.08","계",66.3
"충북","2023.09","계",66.4
"충북","2023.10","계",66.4
"충북","2023.11","계",65.8
"충북","2023.12","계",64.6
"충북","2024.01","계",63.0
"충북","2024.02","계",63.7
"충북","2024.03","계",65.3
"충북","2024.04","계",67.2
"충북","2024.05","계",67.2
"충북","2024.06","계",67.6
"충북","2024.07","계",66.9
"충북","2024.08","계",66.7
"충남","2012.01","계",55.8
"충남","2012.02","계",56.1
"충남","2012.03","계",60.3
"충남","2012.04","계",63.2
"충남","2012.05","계",64.2
"충남","2012.06","계",63.7
"충남","2012.07","계",63.9
"충남","2012.08","계",62.7
"충남","2012.09","계",63.1
"충남","2012.10","계",63.5
"충남","2012.11","계",62.5
"충남","2012.12","계",58.7
"충남","2013.01","계",56.7
"충남","2013.02","계",56.5
"충남","2013.03","계",61.6
"충남","2013.04","계",64.2
"충남","2013.05","계",65.1
"충남","2013.06","계",65.1
"충남","2013.07","계",65.3
"충남","2013.08","계",64.4
"충남","2013.09","계",64.6
"충남","2013.10","계",64.1
"충남","2013.11","계",63.9
"충남","2013.12","계",60.2
"충남","2014.01","계",58.4
"충남","2014.02","계",58.5
"충남","2014.03","계",61.9
"충남","2014.04","계",63.5
"충남","2014.05","계",63.6
"충남","2014.06","계",64.3
"충남","2014.07","계",64.6
"충남","2014.08","계",63.3
"충남","2014.09","계",64.2
"충남","2014.10","계",63.8
"충남","2014.11","계",63.5
"충남","2014.12","계",58.8
"충남","2015.01","계",58.1
"충남","2015.02","계",59.2
"충남","2015.03","계",61.2
"충남","2015.04","계",63.1
"충남","2015.05","계",64.2
"충남","2015.06","계",64.3
"충남","2015.07","계",63.9
"충남","2015.08","계",62.9
"충남","2015.09","계",63.7
"충남","2015.10","계",63.8
"충남","2015.11","계",62.6
"충남","2015.12","계",60.0
"충남","2016.01","계",57.7
"충남","2016.02","계",57.6
"충남","2016.03","계",59.7
"충남","2016.04","계",61.9
"충남","2016.05","계",63.0
"충남","2016.06","계",63.1
"충남","2016.07","계",63.3
"충남","2016.08","계",63.1
"충남","2016.09","계",63.8
"충남","2016.10","계",63.5
"충남","2016.11","계",63.3
"충남","2016.12","계",60.4
"충남","2017.01","계",57.8
"충남","2017.02","계",57.2
"충남","2017.03","계",60.2
"충남","2017.04","계",63.0
"충남","2017.05","계",63.6
"충남","2017.06","계",64.2
"충남","2017.07","계",63.8
"충남","2017.08","계",63.7
"충남","2017.09","계",64.4
"충남","2017.10","계",64.1
"충남","2017.11","계",63.9
"충남","2017.12","계",61.5
"충남","2018.01","계",59.5
"충남","2018.02","계",58.9
"충남","2018.03","계",61.2
"충남","2018.04","계",63.9
"충남","2018.05","계",64.9
"충남","2018.06","계",64.6
"충남","2018.07","계",65.8
"충남","2018.08","계",65.5
"충남","2018.09","계",65.9
"충남","2018.10","계",65.4
"충남","2018.11","계",65.5
"충남","2018.12","계",61.4
"충남","2019.01","계",60.8
"충남","2019.02","계",61.0
"충남","2019.03","계",63.7
"충남","2019.04","계",64.5
"충남","2019.05","계",65.1
"충남","2019.06","계",64.7
"충남","2019.07","계",64.5
"충남","2019.08","계",64.0
"충남","2019.09","계",64.2
"충남","2019.10","계",65.2
"충남","2019.11","계",64.2
"충남","2019.12","계",61.9
"충남","2020.01","계",59.1
"충남","2020.02","계",59.4
"충남","2020.03","계",60.9
"충남","2020.04","계",62.3
"충남","2020.05","계",63.2
"충남","2020.06","계",64.0
"충남","2020.07","계",64.2
"충남","2020.08","계",64.0
"충남","2020.09","계",63.9
"충남","2020.10","계",64.7
"충남","2020.11","계",63.2
"충남","2020.12","계",60.0
"충남","2021.01","계",56.7
"충남","2021.02","계",58.7
"충남","2021.03","계",61.6
"충남","2021.04","계",63.6
"충남","2021.05","계",64.7
"충남","2021.06","계",64.7
"충남","2021.07","계",65.0
"충남","2021.08","계",64.9
"충남","2021.09","계",65.2
"충남","2021.10","계",65.4
"충남","2021.11","계",64.3
"충남","2021.12","계",61.6
"충남","2022.01","계",59.2
"충남","2022.02","계",59.4
"충남","2022.03","계",62.9
"충남","2022.04","계",64.1
"충남","2022.05","계",65.5
"충남","2022.06","계",65.6
"충남","2022.07","계",66.2
"충남","2022.08","계",66.4
"충남","2022.09","계",66.5
"충남","2022.10","계",67.1
"충남","2022.11","계",66.2
"충남","2022.12","계",61.9
"충남","2023.01","계",60.0
"충남","2023.02","계",60.6
"충남","2023.03","계",63.7
"충남","2023.04","계",65.3
"충남","2023.05","계",66.6
"충남","2023.06","계",67.5
"충남","2023.07","계",66.2
"충남","2023.08","계",66.3
"충남","2023.09","계",66.4
"충남","2023.10","계",66.3
"충남","2023.11","계",66.4
"충남","2023.12","계",62.2
"충남","2024.01","계",59.4
"충남","2024.02","계",60.4
"충남","2024.03","계",63.5
"충남","2024.04","계",65.8
"충남","2024.05","계",66.2
"충남","2024.06","계",66.6
"충남","2024.07","계",65.7
"충남","2024.08","계",66.2
"전북","2012.01","계",52.9
"전북","2012.02","계",53.2
"전북","2012.03","계",55.9
"전북","2012.04","계",57.9
"전북","2012.05","계",59.6
"전북","2012.06","계",59.5
"전북","2012.07","계",59.0
"전북","2012.08","계",59.1
"전북","2012.09","계",59.8
"전북","2012.10","계",59.4
"전북","2012.11","계",58.5
"전북","2012.12","계",55.8
"전북","2013.01","계",54.5
"전북","2013.02","계",54.7
"전북","2013.03","계",56.7
"전북","2013.04","계",58.9
"전북","2013.05","계",61.0
"전북","2013.06","계",60.4
"전북","2013.07","계",60.9
"전북","2013.08","계",59.8
"전북","2013.09","계",60.1
"전북","2013.10","계",60.2
"전북","2013.11","계",59.6
"전북","2013.12","계",56.1
"전북","2014.01","계",54.6
"전북","2014.02","계",54.5
"전북","2014.03","계",56.3
"전북","2014.04","계",58.8
"전북","2014.05","계",60.1
"전북","2014.06","계",59.8
"전북","2014.07","계",59.3
"전북","2014.08","계",59.3
"전북","2014.09","계",59.6
"전북","2014.10","계",60.5
"전북","2014.11","계",60.1
"전북","2014.12","계",56.5
"전북","2015.01","계",55.6
"전북","2015.02","계",56.2
"전북","2015.03","계",57.7
"전북","2015.04","계",59.6
"전북","2015.05","계",60.9
"전북","2015.06","계",60.4
"전북","2015.07","계",60.5
"전북","2015.08","계",60.4
"전북","2015.09","계",60.9
"전북","2015.10","계",60.6
"전북","2015.11","계",59.9
"전북","2015.12","계",57.2
"전북","2016.01","계",56.0
"전북","2016.02","계",56.5
"전북","2016.03","계",58.9
"전북","2016.04","계",60.5
"전북","2016.05","계",61.1
"전북","2016.06","계",61.4
"전북","2016.07","계",61.3
"전북","2016.08","계",61.8
"전북","2016.09","계",61.8
"전북","2016.10","계",61.5
"전북","2016.11","계",60.5
"전북","2016.12","계",58.0
"전북","2017.01","계",56.6
"전북","2017.02","계",55.9
"전북","2017.03","계",58.2
"전북","2017.04","계",59.6
"전북","2017.05","계",60.1
"전북","2017.06","계",59.5
"전북","2017.07","계",59.4
"전북","2017.08","계",58.8
"전북","2017.09","계",59.7
"전북","2017.10","계",59.5
"전북","2017.11","계",59.4
"전북","2017.12","계",56.6
"전북","2018.01","계",55.4
"전북","2018.02","계",56.1
"전북","2018.03","계",57.4
"전북","2018.04","계",58.7
"전북","2018.05","계",59.3
"전북","2018.06","계",59.2
"전북","2018.07","계",59.1
"전북","2018.08","계",58.4
"전북","2018.09","계",59.3
"전북","2018.10","계",59.5
"전북","2018.11","계",59.3
"전북","2018.12","계",57.9
"전북","2019.01","계",57.1
"전북","2019.02","계",57.6
"전북","2019.03","계",58.2
"전북","2019.04","계",59.6
"전북","2019.05","계",60.3
"전북","2019.06","계",60.4
"전북","2019.07","계",60.2
"전북","2019.08","계",59.3
"전북","2019.09","계",59.8
"전북","2019.10","계",59.8
"전북","2019.11","계",60.4
"전북","2019.12","계",59.4
"전북","2020.01","계",58.2
"전북","2020.02","계",58.0
"전북","2020.03","계",58.2
"전북","2020.04","계",58.7
"전북","2020.05","계",59.8
"전북","2020.06","계",60.7
"전북","2020.07","계",60.9
"전북","2020.08","계",60.6
"전북","2020.09","계",61.2
"전북","2020.10","계",61.6
"전북","2020.11","계",62.2
"전북","2020.12","계",59.1
"전북","2021.01","계",57.4
"전북","2021.02","계",59.7
"전북","2021.03","계",60.9
"전북","2021.04","계",61.0
"전북","2021.05","계",61.8
"전북","2021.06","계",62.8
"전북","2021.07","계",62.4
"전북","2021.08","계",62.3
"전북","2021.09","계",62.4
"전북","2021.10","계",62.5
"전북","2021.11","계",62.3
"전북","2021.12","계",59.4
"전북","2022.01","계",59.3
"전북","2022.02","계",60.0
"전북","2022.03","계",60.8
"전북","2022.04","계",62.7
"전북","2022.05","계",63.6
"전북","2022.06","계",63.6
"전북","2022.07","계",64.5
"전북","2022.08","계",63.2
"전북","2022.09","계",63.3
"전북","2022.10","계",63.3
"전북","2022.11","계",63.1
"전북","2022.12","계",59.0
"전북","2023.01","계",59.7
"전북","2023.02","계",61.9
"전북","2023.03","계",62.3
"전북","2023.04","계",63.1
"전북","2023.05","계",64.2
"전북","2023.06","계",63.9
"전북","2023.07","계",64.4
"전북","2023.08","계",64.6
"전북","2023.09","계",64.6
"전북","2023.10","계",64.3
"전북","2023.11","계",64.6
"전북","2023.12","계",61.5
"전북","2024.01","계",61.2
"전북","2024.02","계",62.6
"전북","2024.03","계",64.0
"전북","2024.04","계",64.4
"전북","2024.05","계",65.2
"전북","2024.06","계",64.9
"전북","2024.07","계",65.1
"전북","2024.08","계",64.7
"전남","2012.01","계",60.3
"전남","2012.02","계",60.9
"전남","2012.03","계",62.3
"전남","2012.04","계",63.6
"전남","2012.05","계",64.7
"전남","2012.06","계",64.9
"전남","2012.07","계",64.0
"전남","2012.08","계",63.5
"전남","2012.09","계",64.2
"전남","2012.10","계",63.9
"전남","2012.11","계",64.0
"전남","2012.12","계",62.1
"전남","2013.01","계",60.6
"전남","2013.02","계",60.4
"전남","2013.03","계",61.3
"전남","2013.04","계",63.3
"전남","2013.05","계",64.0
"전남","2013.06","계",64.0
"전남","2013.07","계",63.5
"전남","2013.08","계",63.0
"전남","2013.09","계",63.4
"전남","2013.10","계",63.9
"전남","2013.11","계",62.7
"전남","2013.12","계",61.4
"전남","2014.01","계",59.5
"전남","2014.02","계",59.7
"전남","2014.03","계",61.0
"전남","2014.04","계",63.1
"전남","2014.05","계",64.1
"전남","2014.06","계",62.9
"전남","2014.07","계",62.2
"전남","2014.08","계",61.9
"전남","2014.09","계",62.8
"전남","2014.10","계",63.8
"전남","2014.11","계",63.4
"전남","2014.12","계",61.5
"전남","2015.01","계",60.4
"전남","2015.02","계",60.4
"전남","2015.03","계",61.6
"전남","2015.04","계",62.7
"전남","2015.05","계",63.6
"전남","2015.06","계",64.5
"전남","2015.07","계",63.9
"전남","2015.08","계",63.2
"전남","2015.09","계",63.6
"전남","2015.10","계",63.9
"전남","2015.11","계",63.8
"전남","2015.12","계",62.2
"전남","2016.01","계",59.0
"전남","2016.02","계",59.0
"전남","2016.03","계",61.6
"전남","2016.04","계",63.1
"전남","2016.05","계",63.4
"전남","2016.06","계",63.6
"전남","2016.07","계",63.9
"전남","2016.08","계",64.5
"전남","2016.09","계",64.4
"전남","2016.10","계",64.2
"전남","2016.11","계",64.1
"전남","2016.12","계",61.2
"전남","2017.01","계",58.7
"전남","2017.02","계",59.7
"전남","2017.03","계",61.1
"전남","2017.04","계",62.1
"전남","2017.05","계",63.0
"전남","2017.06","계",63.1
"전남","2017.07","계",62.5
"전남","2017.08","계",62.6
"전남","2017.09","계",63.5
"전남","2017.10","계",63.6
"전남","2017.11","계",63.5
"전남","2017.12","계",61.8
"전남","2018.01","계",60.2
"전남","2018.02","계",59.7
"전남","2018.03","계",61.1
"전남","2018.04","계",62.9
"전남","2018.05","계",63.2
"전남","2018.06","계",62.9
"전남","2018.07","계",62.7
"전남","2018.08","계",62.5
"전남","2018.09","계",63.3
"전남","2018.10","계",63.8
"전남","2018.11","계",63.7
"전남","2018.12","계",63.1
"전남","2019.01","계",61.2
"전남","2019.02","계",61.6
"전남","2019.03","계",62.9
"전남","2019.04","계",63.0
"전남","2019.05","계",63.5
"전남","2019.06","계",63.5
"전남","2019.07","계",63.0
"전남","2019.08","계",63.7
"전남","2019.09","계",65.0
"전남","2019.10","계",65.2
"전남","2019.11","계",64.8
"전남","2019.12","계",63.6
"전남","2020.01","계",62.4
"전남","2020.02","계",63.3
"전남","2020.03","계",62.8
"전남","2020.04","계",62.9
"전남","2020.05","계",64.3
"전남","2020.06","계",65.0
"전남","2020.07","계",64.5
"전남","2020.08","계",64.5
"전남","2020.09","계",64.5
"전남","2020.10","계",64.9
"전남","2020.11","계",64.7
"전남","2020.12","계",62.6
"전남","2021.01","계",60.4
"전남","2021.02","계",62.5
"전남","2021.03","계",63.6
"전남","2021.04","계",64.4
"전남","2021.05","계",65.7
"전남","2021.06","계",65.8
"전남","2021.07","계",65.1
"전남","2021.08","계",65.6
"전남","2021.09","계",66.3
"전남","2021.10","계",66.7
"전남","2021.11","계",66.1
"전남","2021.12","계",63.2
"전남","2022.01","계",63.3
"전남","2022.02","계",64.6
"전남","2022.03","계",65.2
"전남","2022.04","계",66.4
"전남","2022.05","계",67.9
"전남","2022.06","계",66.9
"전남","2022.07","계",66.3
"전남","2022.08","계",67.0
"전남","2022.09","계",67.6
"전남","2022.10","계",67.3
"전남","2022.11","계",67.9
"전남","2022.12","계",65.0
"전남","2023.01","계",64.2
"전남","2023.02","계",65.8
"전남","2023.03","계",67.4
"전남","2023.04","계",67.9
"전남","2023.05","계",68.7
"전남","2023.06","계",68.3
"전남","2023.07","계",67.6
"전남","2023.08","계",67.1
"전남","2023.09","계",67.0
"전남","2023.10","계",66.9
"전남","2023.11","계",66.8
"전남","2023.12","계",64.8
"전남","2024.01","계",63.8
"전남","2024.02","계",65.1
"전남","2024.03","계",66.5
"전남","2024.04","계",66.8
"전남","2024.05","계",67.1
"전남","2024.06","계",66.6
"전남","2024.07","계",66.7
"전남","2024.08","계",66.6
"경북","2012.01","계",58.0
"경북","2012.02","계",58.4
"경북","2012.03","계",61.3
"경북","2012.04","계",62.9
"경북","2012.05","계",64.0
"경북","2012.06","계",63.9
"경북","2012.07","계",63.8
"경북","2012.08","계",63.3
"경북","2012.09","계",63.6
"경북","2012.10","계",63.8
"경북","2012.11","계",63.7
"경북","2012.12","계",59.8
"경북","2013.01","계",57.4
"경북","2013.02","계",58.0
"경북","2013.03","계",60.7
"경북","2013.04","계",63.0
"경북","2013.05","계",64.5
"경북","2013.06","계",64.0
"경북","2013.07","계",63.3
"경북","2013.08","계",63.4
"경북","2013.09","계",63.5
"경북","2013.10","계",63.7
"경북","2013.11","계",63.6
"경북","2013.12","계",59.8
"경북","2014.01","계",59.9
"경북","2014.02","계",60.3
"경북","2014.03","계",62.7
"경북","2014.04","계",64.2
"경북","2014.05","계",64.6
"경북","2014.06","계",64.6
"경북","2014.07","계",64.7
"경북","2014.08","계",64.3
"경북","2014.09","계",64.1
"경북","2014.10","계",64.4
"경북","2014.11","계",63.8
"경북","2014.12","계",60.9
"경북","2015.01","계",59.2
"경북","2015.02","계",59.4
"경북","2015.03","계",61.6
"경북","2015.04","계",63.1
"경북","2015.05","계",63.9
"경북","2015.06","계",63.4
"경북","2015.07","계",63.4
"경북","2015.08","계",62.9
"경북","2015.09","계",62.9
"경북","2015.10","계",63.8
"경북","2015.11","계",63.5
"경북","2015.12","계",61.2
"경북","2016.01","계",60.1
"경북","2016.02","계",60.2
"경북","2016.03","계",61.6
"경북","2016.04","계",62.4
"경북","2016.05","계",63.4
"경북","2016.06","계",63.9
"경북","2016.07","계",63.1
"경북","2016.08","계",63.2
"경북","2016.09","계",62.7
"경북","2016.10","계",63.5
"경북","2016.11","계",63.3
"경북","2016.12","계",61.4
"경북","2017.01","계",60.0
"경북","2017.02","계",60.6
"경북","2017.03","계",61.9
"경북","2017.04","계",62.4
"경북","2017.05","계",63.8
"경북","2017.06","계",64.0
"경북","2017.07","계",63.4
"경북","2017.08","계",63.0
"경북","2017.09","계",63.3
"경북","2017.10","계",63.4
"경북","2017.11","계",62.9
"경북","2017.12","계",60.8
"경북","2018.01","계",59.3
"경북","2018.02","계",58.7
"경북","2018.03","계",60.6
"경북","2018.04","계",62.1
"경북","2018.05","계",62.3
"경북","2018.06","계",62.4
"경북","2018.07","계",62.2
"경북","2018.08","계",62.2
"경북","2018.09","계",62.5
"경북","2018.10","계",63.1
"경북","2018.11","계",63.2
"경북","2018.12","계",60.5
"경북","2019.01","계",58.8
"경북","2019.02","계",59.8
"경북","2019.03","계",61.0
"경북","2019.04","계",61.4
"경북","2019.05","계",62.0
"경북","2019.06","계",62.4
"경북","2019.07","계",62.4
"경북","2019.08","계",62.5
"경북","2019.09","계",62.4
"경북","2019.10","계",62.8
"경북","2019.11","계",63.5
"경북","2019.12","계",61.1
"경북","2020.01","계",60.0
"경북","2020.02","계",60.6
"경북","2020.03","계",60.0
"경북","2020.04","계",60.1
"경북","2020.05","계",61.2
"경북","2020.06","계",61.3
"경북","2020.07","계",62.3
"경북","2020.08","계",62.1
"경북","2020.09","계",62.0
"경북","2020.10","계",62.0
"경북","2020.11","계",62.3
"경북","2020.12","계",59.7
"경북","2021.01","계",57.5
"경북","2021.02","계",58.4
"경북","2021.03","계",59.7
"경북","2021.04","계",60.9
"경북","2021.05","계",61.5
"경북","2021.06","계",61.6
"경북","2021.07","계",62.3
"경북","2021.08","계",62.0
"경북","2021.09","계",62.7
"경북","2021.10","계",62.8
"경북","2021.11","계",62.2
"경북","2021.12","계",60.5
"경북","2022.01","계",59.1
"경북","2022.02","계",60.3
"경북","2022.03","계",62.3
"경북","2022.04","계",63.3
"경북","2022.05","계",64.7
"경북","2022.06","계",64.4
"경북","2022.07","계",63.9
"경북","2022.08","계",64.0
"경북","2022.09","계",63.4
"경북","2022.10","계",64.2
"경북","2022.11","계",63.8
"경북","2022.12","계",60.9
"경북","2023.01","계",59.7
"경북","2023.02","계",61.6
"경북","2023.03","계",63.1
"경북","2023.04","계",64.4
"경북","2023.05","계",65.0
"경북","2023.06","계",64.6
"경북","2023.07","계",64.0
"경북","2023.08","계",63.6
"경북","2023.09","계",64.4
"경북","2023.10","계",64.9
"경북","2023.11","계",64.5
"경북","2023.12","계",61.8
"경북","2024.01","계",61.2
"경북","2024.02","계",62.3
"경북","2024.03","계",63.2
"경북","2024.04","계",64.4
"경북","2024.05","계",65.3
"경북","2024.06","계",65.3
"경북","2024.07","계",64.9
"경북","2024.08","계",64.6
"경남","2012.01","계",58.9
"경남","2012.02","계",59.1
"경남","2012.03","계",59.8
"경남","2012.04","계",61.2
"경남","2012.05","계",61.5
"경남","2012.06","계",61.2
"경남","2012.07","계",60.4
"경남","2012.08","계",60.5
"경남","2012.09","계",60.2
"경남","2012.10","계",60.5
"경남","2012.11","계",60.6
"경남","2012.12","계",58.3
"경남","2013.01","계",57.8
"경남","2013.02","계",58.4
"경남","2013.03","계",59.7
"경남","2013.04","계",60.6
"경남","2013.05","계",61.2
"경남","2013.06","계",61.8
"경남","2013.07","계",61.4
"경남","2013.08","계",60.4
"경남","2013.09","계",60.8
"경남","2013.10","계",61.0
"경남","2013.11","계",61.4
"경남","2013.12","계",59.7
"경남","2014.01","계",59.9
"경남","2014.02","계",60.0
"경남","2014.03","계",60.2
"경남","2014.04","계",60.8
"경남","2014.05","계",61.0
"경남","2014.06","계",60.4
"경남","2014.07","계",60.3
"경남","2014.08","계",60.2
"경남","2014.09","계",60.3
"경남","2014.10","계",59.8
"경남","2014.11","계",60.5
"경남","2014.12","계",58.9
"경남","2015.01","계",58.3
"경남","2015.02","계",58.5
"경남","2015.03","계",59.2
"경남","2015.04","계",60.5
"경남","2015.05","계",61.3
"경남","2015.06","계",61.2
"경남","2015.07","계",61.5
"경남","2015.08","계",61.1
"경남","2015.09","계",61.7
"경남","2015.10","계",61.7
"경남","2015.11","계",61.3
"경남","2015.12","계",60.6
"경남","2016.01","계",59.0
"경남","2016.02","계",59.8
"경남","2016.03","계",59.8
"경남","2016.04","계",60.5
"경남","2016.05","계",60.5
"경남","2016.06","계",60.9
"경남","2016.07","계",61.0
"경남","2016.08","계",60.8
"경남","2016.09","계",61.2
"경남","2016.10","계",61.3
"경남","2016.11","계",61.4
"경남","2016.12","계",60.9
"경남","2017.01","계",59.5
"경남","2017.02","계",59.7
"경남","2017.03","계",60.4
"경남","2017.04","계",61.6
"경남","2017.05","계",61.5
"경남","2017.06","계",61.2
"경남","2017.07","계",61.1
"경남","2017.08","계",60.9
"경남","2017.09","계",61.3
"경남","2017.10","계",61.5
"경남","2017.11","계",61.1
"경남","2017.12","계",60.8
"경남","2018.01","계",59.5
"경남","2018.02","계",59.5
"경남","2018.03","계",60.3
"경남","2018.04","계",61.0
"경남","2018.05","계",62.3
"경남","2018.06","계",62.8
"경남","2018.07","계",62.6
"경남","2018.08","계",61.4
"경남","2018.09","계",62.4
"경남","2018.10","계",61.9
"경남","2018.11","계",61.9
"경남","2018.12","계",61.0
"경남","2019.01","계",60.1
"경남","2019.02","계",60.3
"경남","2019.03","계",61.3
"경남","2019.04","계",61.0
"경남","2019.05","계",61.6
"경남","2019.06","계",61.5
"경남","2019.07","계",61.4
"경남","2019.08","계",61.5
"경남","2019.09","계",61.4
"경남","2019.10","계",61.9
"경남","2019.11","계",62.0
"경남","2019.12","계",61.3
"경남","2020.01","계",60.8
"경남","2020.02","계",60.7
"경남","2020.03","계",60.2
"경남","2020.04","계",60.0
"경남","2020.05","계",60.4
"경남","2020.06","계",61.1
"경남","2020.07","계",61.1
"경남","2020.08","계",61.1
"경남","2020.09","계",60.6
"경남","2020.10","계",60.8
"경남","2020.11","계",61.2
"경남","2020.12","계",59.0
"경남","2021.01","계",57.9
"경남","2021.02","계",58.8
"경남","2021.03","계",60.0
"경남","2021.04","계",61.2
"경남","2021.05","계",61.9
"경남","2021.06","계",62.1
"경남","2021.07","계",61.8
"경남","2021.08","계",61.4
"경남","2021.09","계",61.7
"경남","2021.10","계",61.5
"경남","2021.11","계",61.1
"경남","2021.12","계",58.6
"경남","2022.01","계",58.7
"경남","2022.02","계",59.9
"경남","2022.03","계",61.3
"경남","2022.04","계",61.8
"경남","2022.05","계",62.0
"경남","2022.06","계",61.9
"경남","2022.07","계",61.5
"경남","2022.08","계",61.1
"경남","2022.09","계",61.1
"경남","2022.10","계",61.4
"경남","2022.11","계",61.8
"경남","2022.12","계",60.2
"경남","2023.01","계",59.0
"경남","2023.02","계",60.0
"경남","2023.03","계",61.8
"경남","2023.04","계",62.7
"경남","2023.05","계",63.2
"경남","2023.06","계",63.5
"경남","2023.07","계",62.7
"경남","2023.08","계",62.2
"경남","2023.09","계",62.3
"경남","2023.10","계",62.9
"경남","2023.11","계",62.5
"경남","2023.12","계",61.2
"경남","2024.01","계",60.6
"경남","2024.02","계",61.4
"경남","2024.03","계",62.4
"경남","2024.04","계",62.7
"경남","2024.05","계",63.2
"경남","2024.06","계",63.1
"경남","2024.07","계",62.0
"경남","2024.08","계",62.1
"제주","2012.01","계",66.5
"제주","2012.02","계",65.6
"제주","2012.03","계",66.1
"제주","2012.04","계",65.2
"제주","2012.05","계",66.9
"제주","2012.06","계",67.1
"제주","2012.07","계",66.5
"제주","2012.08","계",65.7
"제주","2012.09","계",66.4
"제주","2012.10","계",68.1
"제주","2012.11","계",68.2
"제주","2012.12","계",67.8
"제주","2013.01","계",66.2
"제주","2013.02","계",64.3
"제주","2013.03","계",64.7
"제주","2013.04","계",66.2
"제주","2013.05","계",67.6
"제주","2013.06","계",67.0
"제주","2013.07","계",66.6
"제주","2013.08","계",65.4
"제주","2013.09","계",66.5
"제주","2013.10","계",67.3
"제주","2013.11","계",67.1
"제주","2013.12","계",68.2
"제주","2014.01","계",67.5
"제주","2014.02","계",66.9
"제주","2014.03","계",67.6
"제주","2014.04","계",67.3
"제주","2014.05","계",67.2
"제주","2014.06","계",66.4
"제주","2014.07","계",66.7
"제주","2014.08","계",66.1
"제주","2014.09","계",67.2
"제주","2014.10","계",68.1
"제주","2014.11","계",68.1
"제주","2014.12","계",67.9
