시점,수술인원,지역별
2006.01,39240,강원
2006.02,39376,강원
2006.03,39513,강원
2006.04,39649,강원
2006.05,39786,강원
2006.06,39922,강원
2006.07,40058,강원
2006.08,40195,강원
2006.09,40331,강원
2006.10,40468,강원
2006.11,40604,강원
2006.12,40741,강원
2007.01,40877,강원
2007.02,40857,강원
2007.03,40836,강원
2007.04,40816,강원
2007.05,40795,강원
2007.06,40775,강원
2007.07,40754,강원
2007.08,40734,강원
2007.09,40714,강원
2007.10,40693,강원
2007.11,40673,강원
2007.12,40652,강원
2008.01,40632,강원
2008.02,40894,강원
2008.03,41156,강원
2008.04,41418,강원
2008.05,41681,강원
2008.06,41943,강원
2008.07,42205,강원
2008.08,42467,강원
2008.09,42729,강원
2008.10,42992,강원
2008.11,43254,강원
2008.12,43516,강원
2009.01,43778,강원
2009.02,43771,강원
2009.03,43763,강원
2009.04,43756,강원
2009.05,43749,강원
2009.06,43741,강원
2009.07,43734,강원
2009.08,43727,강원
2009.09,43719,강원
2009.10,43712,강원
2009.11,43705,강원
2009.12,43697,강원
2010.01,43690,강원
2010.02,43579,강원
2010.03,43468,강원
2010.04,43356,강원
2010.05,43245,강원
2010.06,43134,강원
2010.07,43023,강원
2010.08,42912,강원
2010.09,42801,강원
2010.10,42690,강원
2010.11,42578,강원
2010.12,42467,강원
2011.01,42356,강원
2011.02,42752,강원
2011.03,43149,강원
2011.04,43545,강원
2011.05,43941,강원
2011.06,44338,강원
2011.07,44734,강원
2011.08,45130,강원
2011.09,45527,강원
2011.10,45923,강원
2011.11,46319,강원
2011.12,46716,강원
2012.01,47112,강원
2012.02,47100,강원
2012.03,47088,강원
2012.04,47075,강원
2012.05,47063,강원
2012.06,47051,강원
2012.07,47038,강원
2012.08,47026,강원
2012.09,47014,강원
2012.10,47002,강원
2012.11,46990,강원
2012.12,46977,강원
2013.01,46965,강원
2013.02,46982,강원
2013.03,46999,강원
2013.04,47016,강원
2013.05,47033,강원
2013.06,47050,강원
2013.07,47068,강원
2013.08,47085,강원
2013.09,47102,강원
2013.10,47119,강원
2013.11,47136,강원
2013.12,47153,강원
2014.01,47170,강원
2014.02,47165,강원
2014.03,47160,강원
2014.04,47154,강원
2014.05,47149,강원
2014.06,47144,강원
2014.07,47138,강원
2014.08,47133,강원
2014.09,47128,강원
2014.10,47123,강원
2014.11,47118,강원
2014.12,47112,강원
2015.01,47107,강원
2015.02,47243,강원
2015.03,47379,강원
2015.04,47516,강원
2015.05,47652,강원
2015.06,47788,강원
2015.07,47924,강원
2015.08,48060,강원
2015.09,48196,강원
2015.10,48332,강원
2015.11,48469,강원
2015.12,48605,강원
2016.01,48741,강원
2016.02,48708,강원
2016.03,48674,강원
2016.04,48641,강원
2016.05,48608,강원
2016.06,48575,강원
2016.07,48542,강원
2016.08,48508,강원
2016.09,48475,강원
2016.10,48442,강원
2016.11,48408,강원
2016.12,48375,강원
2017.01,48342,강원
2017.02,48395,강원
2017.03,48448,강원
2017.04,48500,강원
2017.05,48553,강원
2017.06,48606,강원
2017.07,48659,강원
2017.08,48712,강원
2017.09,48765,강원
2017.10,48818,강원
2017.11,48870,강원
2017.12,48923,강원
2018.01,48976,강원
2018.02,49231,강원
2018.03,49486,강원
2018.04,49741,강원
2018.05,49996,강원
2018.06,50251,강원
2018.07,50506,강원
2018.08,50760,강원
2018.09,51015,강원
2018.10,51270,강원
2018.11,51525,강원
2018.12,51780,강원
2019.01,52035,강원
2019.02,51756,강원
2019.03,51477,강원
2019.04,51198,강원
2019.05,50919,강원
2019.06,50640,강원
2019.07,50361,강원
2019.08,50082,강원
2019.09,49803,강원
2019.10,49524,강원
2019.11,49245,강원
2019.12,48966,강원
2020.01,48687,강원
2020.02,48944,강원
2020.03,49200,강원
2020.04,49457,강원
2020.05,49714,강원
2020.06,49970,강원
2020.07,50227,강원
2020.08,50484,강원
2020.09,50740,강원
2020.10,50997,강원
2020.11,51254,강원
2020.12,51510,강원
2021.01,51767,강원
2021.02,51837,강원
2021.03,51908,강원
2021.04,51978,강원
2021.05,52049,강원
2021.06,52119,강원
2021.07,52190,강원
2021.08,52260,강원
2021.09,52330,강원
2021.10,52401,강원
2021.11,52471,강원
2021.12,52542,강원
2022.01,52612,강원
2006.01,265775,경기
2006.02,268370,경기
2006.03,270965,경기
2006.04,273560,경기
2006.05,276155,경기
2006.06,278750,경기
2006.07,281345,경기
2006.08,283940,경기
2006.09,286535,경기
2006.10,289130,경기
2006.11,291725,경기
2006.12,294320,경기
2007.01,296915,경기
2007.02,297795,경기
2007.03,298675,경기
2007.04,299556,경기
2007.05,300436,경기
2007.06,301316,경기
2007.07,302196,경기
2007.08,303076,경기
2007.09,303956,경기
2007.10,304836,경기
2007.11,305717,경기
2007.12,306597,경기
2008.01,307477,경기
2008.02,309952,경기
2008.03,312427,경기
2008.04,314902,경기
2008.05,317377,경기
2008.06,319852,경기
2008.07,322326,경기
2008.08,324801,경기
2008.09,327276,경기
2008.10,329751,경기
2008.11,332226,경기
2008.12,334701,경기
2009.01,337176,경기
2009.02,337975,경기
2009.03,338774,경기
2009.04,339573,경기
2009.05,340372,경기
2009.06,341171,경기
2009.07,341970,경기
2009.08,342769,경기
2009.09,343568,경기
2009.10,344367,경기
2009.11,345166,경기
2009.12,345965,경기
2010.01,346764,경기
2010.02,346041,경기
2010.03,345319,경기
2010.04,344596,경기
2010.05,343874,경기
2010.06,343151,경기
2010.07,342428,경기
2010.08,341706,경기
2010.09,340983,경기
2010.10,340261,경기
2010.11,339538,경기
2010.12,338816,경기
2011.01,338093,경기
2011.02,337681,경기
2011.03,337270,경기
2011.04,336858,경기
2011.05,336446,경기
2011.06,336034,경기
2011.07,335622,경기
2011.08,335211,경기
2011.09,334799,경기
2011.10,334387,경기
2011.11,333976,경기
2011.12,333564,경기
2012.01,333152,경기
2012.02,332790,경기
2012.03,332427,경기
2012.04,332065,경기
2012.05,331703,경기
2012.06,331340,경기
2012.07,330978,경기
2012.08,330616,경기
2012.09,330253,경기
2012.10,329891,경기
2012.11,329529,경기
2012.12,329166,경기
2013.01,328804,경기
2013.02,328893,경기
2013.03,328982,경기
2013.04,329070,경기
2013.05,329159,경기
2013.06,329248,경기
2013.07,329336,경기
2013.08,329425,경기
2013.09,329514,경기
2013.10,329603,경기
2013.11,329692,경기
2013.12,329780,경기
2014.01,329869,경기
2014.02,329862,경기
2014.03,329856,경기
2014.04,329849,경기
2014.05,329842,경기
2014.06,329835,경기
2014.07,329828,경기
2014.08,329822,경기
2014.09,329815,경기
2014.10,329808,경기
2014.11,329802,경기
2014.12,329795,경기
2015.01,329788,경기
2015.02,331057,경기
2015.03,332326,경기
2015.04,333594,경기
2015.05,334863,경기
2015.06,336132,경기
2015.07,337401,경기
2015.08,338670,경기
2015.09,339939,경기
2015.10,341208,경기
2015.11,342476,경기
2015.12,343745,경기
2016.01,345014,경기
2016.02,345713,경기
2016.03,346412,경기
2016.04,347111,경기
2016.05,347810,경기
2016.06,348509,경기
2016.07,349208,경기
2016.08,349907,경기
2016.09,350606,경기
2016.10,351305,경기
2016.11,352004,경기
2016.12,352703,경기
2017.01,353402,경기
2017.02,354540,경기
2017.03,355678,경기
2017.04,356816,경기
2017.05,357954,경기
2017.06,359092,경기
2017.07,360230,경기
2017.08,361367,경기
2017.09,362505,경기
2017.10,363643,경기
2017.11,364781,경기
2017.12,365919,경기
2018.01,367057,경기
2018.02,369202,경기
2018.03,371346,경기
2018.04,373491,경기
2018.05,375636,경기
2018.06,377780,경기
2018.07,379925,경기
2018.08,382070,경기
2018.09,384214,경기
2018.10,386359,경기
2018.11,388504,경기
2018.12,390648,경기
2019.01,392793,경기
2019.02,392190,경기
2019.03,391587,경기
2019.04,390984,경기
2019.05,390381,경기
2019.06,389778,경기
2019.07,389174,경기
2019.08,388571,경기
2019.09,387968,경기
2019.10,387365,경기
2019.11,386762,경기
2019.12,386159,경기
2020.01,385556,경기
2020.02,387523,경기
2020.03,389489,경기
2020.04,391456,경기
2020.05,393423,경기
2020.06,395389,경기
2020.07,397356,경기
2020.08,399323,경기
2020.09,401289,경기
2020.10,403256,경기
2020.11,405223,경기
2020.12,407189,경기
2021.01,409156,경기
2021.02,409401,경기
2021.03,409646,경기
2021.04,409891,경기
2021.05,410136,경기
2021.06,410381,경기
2021.07,410626,경기
2021.08,410870,경기
2021.09,411115,경기
2021.10,411360,경기
2021.11,411605,경기
2021.12,411850,경기
2022.01,412095,경기
2006.01,85572,경남
2006.02,86041,경남
2006.03,86509,경남
2006.04,86978,경남
2006.05,87446,경남
2006.06,87915,경남
2006.07,88384,경남
2006.08,88852,경남
2006.09,89321,경남
2006.10,89789,경남
2006.11,90258,경남
2006.12,90726,경남
2007.01,91195,경남
2007.02,91140,경남
2007.03,91086,경남
2007.04,91031,경남
2007.05,90977,경남
2007.06,90922,경남
2007.07,90868,경남
2007.08,90813,경남
2007.09,90758,경남
2007.10,90704,경남
2007.11,90649,경남
2007.12,90595,경남
2008.01,90540,경남
2008.02,91400,경남
2008.03,92260,경남
2008.04,93121,경남
2008.05,93981,경남
2008.06,94841,경남
2008.07,95702,경남
2008.08,96562,경남
2008.09,97422,경남
2008.10,98282,경남
2008.11,99142,경남
2008.12,100003,경남
2009.01,100863,경남
2009.02,100931,경남
2009.03,100998,경남
2009.04,101066,경남
2009.05,101134,경남
2009.06,101202,경남
2009.07,101270,경남
2009.08,101337,경남
2009.09,101405,경남
2009.10,101473,경남
2009.11,101540,경남
2009.12,101608,경남
2010.01,101676,경남
2010.02,101511,경남
2010.03,101345,경남
2010.04,101180,경남
2010.05,101015,경남
2010.06,100849,경남
2010.07,100684,경남
2010.08,100519,경남
2010.09,100353,경남
2010.10,100188,경남
2010.11,100023,경남
2010.12,99857,경남
2011.01,99692,경남
2011.02,100507,경남
2011.03,101322,경남
2011.04,102138,경남
2011.05,102953,경남
2011.06,103768,경남
2011.07,104583,경남
2011.08,105398,경남
2011.09,106213,경남
2011.10,107028,경남
2011.11,107844,경남
2011.12,108659,경남
2012.01,109474,경남
2012.02,109370,경남
2012.03,109266,경남
2012.04,109161,경남
2012.05,109057,경남
2012.06,108953,경남
2012.07,108848,경남
2012.08,108744,경남
2012.09,108640,경남
2012.10,108536,경남
2012.11,108432,경남
2012.12,108327,경남
2013.01,108223,경남
2013.02,108234,경남
2013.03,108245,경남
2013.04,108256,경남
2013.05,108268,경남
2013.06,108279,경남
2013.07,108290,경남
2013.08,108301,경남
2013.09,108312,경남
2013.10,108324,경남
2013.11,108335,경남
2013.12,108346,경남
2014.01,108357,경남
2014.02,108449,경남
2014.03,108541,경남
2014.04,108633,경남
2014.05,108725,경남
2014.06,108817,경남
2014.07,108908,경남
2014.08,109000,경남
2014.09,109092,경남
2014.10,109184,경남
2014.11,109276,경남
2014.12,109368,경남
2015.01,109460,경남
2015.02,109526,경남
2015.03,109592,경남
2015.04,109658,경남
2015.05,109724,경남
2015.06,109790,경남
2015.07,109856,경남
2015.08,109923,경남
2015.09,109989,경남
2015.10,110055,경남
2015.11,110121,경남
2015.12,110187,경남
2016.01,110253,경남
2016.02,110284,경남
2016.03,110314,경남
2016.04,110345,경남
2016.05,110376,경남
2016.06,110407,경남
2016.07,110438,경남
2016.08,110468,경남
2016.09,110499,경남
2016.10,110530,경남
2016.11,110560,경남
2016.12,110591,경남
2017.01,110622,경남
2017.02,110555,경남
2017.03,110487,경남
2017.04,110420,경남
2017.05,110353,경남
2017.06,110285,경남
2017.07,110218,경남
2017.08,110151,경남
2017.09,110083,경남
2017.10,110016,경남
2017.11,109949,경남
2017.12,109881,경남
2018.01,109814,경남
2018.02,110101,경남
2018.03,110388,경남
2018.04,110676,경남
2018.05,110963,경남
2018.06,111250,경남
2018.07,111537,경남
2018.08,111824,경남
2018.09,112111,경남
2018.10,112398,경남
2018.11,112686,경남
2018.12,112973,경남
2019.01,113260,경남
2019.02,112960,경남
2019.03,112660,경남
2019.04,112359,경남
2019.05,112059,경남
2019.06,111759,경남
2019.07,111458,경남
2019.08,111158,경남
2019.09,110858,경남
2019.10,110558,경남
2019.11,110258,경남
2019.12,109957,경남
2020.01,109657,경남
2020.02,110193,경남
2020.03,110728,경남
2020.04,111264,경남
2020.05,111800,경남
2020.06,112335,경남
2020.07,112871,경남
2020.08,113407,경남
2020.09,113942,경남
2020.10,114478,경남
2020.11,115014,경남
2020.12,115549,경남
2021.01,116085,경남
2021.02,115901,경남
2021.03,115717,경남
2021.04,115534,경남
2021.05,115350,경남
2021.06,115166,경남
2021.07,114982,경남
2021.08,114798,경남
2021.09,114614,경남
2021.10,114430,경남
2021.11,114247,경남
2021.12,114063,경남
2022.01,113879,경남
2006.01,69241,경북
2006.02,69351,경북
2006.03,69461,경북
2006.04,69571,경북
2006.05,69681,경북
2006.06,69791,경북
2006.07,69900,경북
2006.08,70010,경북
2006.09,70120,경북
2006.10,70230,경북
2006.11,70340,경북
2006.12,70450,경북
2007.01,70560,경북
2007.02,70419,경북
2007.03,70278,경북
2007.04,70137,경북
2007.05,69996,경북
2007.06,69855,경북
2007.07,69714,경북
2007.08,69574,경북
2007.09,69433,경북
2007.10,69292,경북
2007.11,69151,경북
2007.12,69010,경북
2008.01,68869,경북
2008.02,69421,경북
2008.03,69972,경북
2008.04,70524,경북
2008.05,71076,경북
2008.06,71628,경북
2008.07,72180,경북
2008.08,72731,경북
2008.09,73283,경북
2008.10,73835,경북
2008.11,74386,경북
2008.12,74938,경북
2009.01,75490,경북
2009.02,75606,경북
2009.03,75722,경북
2009.04,75839,경북
2009.05,75955,경북
2009.06,76071,경북
2009.07,76188,경북
2009.08,76304,경북
2009.09,76420,경북
2009.10,76536,경북
2009.11,76652,경북
2009.12,76769,경북
2010.01,76885,경북
2010.02,76881,경북
2010.03,76876,경북
2010.04,76872,경북
2010.05,76867,경북
2010.06,76863,경북
2010.07,76858,경북
2010.08,76854,경북
2010.09,76850,경북
2010.10,76845,경북
2010.11,76841,경북
2010.12,76836,경북
2011.01,76832,경북
2011.02,77725,경북
2011.03,78618,경북
2011.04,79512,경북
2011.05,80405,경북
2011.06,81298,경북
2011.07,82192,경북
2011.08,83085,경북
2011.09,83978,경북
2011.10,84871,경북
2011.11,85764,경북
2011.12,86658,경북
2012.01,87551,경북
2012.02,87543,경북
2012.03,87535,경북
2012.04,87528,경북
2012.05,87520,경북
2012.06,87512,경북
2012.07,87504,경북
2012.08,87496,경북
2012.09,87488,경북
2012.10,87480,경북
2012.11,87473,경북
2012.12,87465,경북
2013.01,87457,경북
2013.02,87386,경북
2013.03,87314,경북
2013.04,87243,경북
2013.05,87171,경북
2013.06,87100,경북
2013.07,87028,경북
2013.08,86957,경북
2013.09,86886,경북
2013.10,86814,경북
2013.11,86743,경북
2013.12,86671,경북
2014.01,86600,경북
2014.02,86654,경북
2014.03,86709,경북
2014.04,86763,경북
2014.05,86818,경북
2014.06,86872,경북
2014.07,86926,경북
2014.08,86981,경북
2014.09,87035,경북
2014.10,87090,경북
2014.11,87144,경북
2014.12,87199,경북
2015.01,87253,경북
2015.02,87418,경북
2015.03,87584,경북
2015.04,87750,경북
2015.05,87915,경북
2015.06,88080,경북
2015.07,88246,경북
2015.08,88412,경북
2015.09,88577,경북
2015.10,88742,경북
2015.11,88908,경북
2015.12,89074,경북
2016.01,89239,경북
2016.02,89301,경북
2016.03,89363,경북
2016.04,89425,경북
2016.05,89487,경북
2016.06,89549,경북
2016.07,89610,경북
2016.08,89672,경북
2016.09,89734,경북
2016.10,89796,경북
2016.11,89858,경북
2016.12,89920,경북
2017.01,89982,경북
2017.02,90004,경북
2017.03,90026,경북
2017.04,90048,경북
2017.05,90070,경북
2017.06,90092,경북
2017.07,90114,경북
2017.08,90136,경북
2017.09,90158,경북
2017.10,90180,경북
2017.11,90202,경북
2017.12,90224,경북
2018.01,90246,경북
2018.02,90505,경북
2018.03,90765,경북
2018.04,91024,경북
2018.05,91284,경북
2018.06,91543,경북
2018.07,91802,경북
2018.08,92062,경북
2018.09,92321,경북
2018.10,92581,경북
2018.11,92840,경북
2018.12,93100,경북
2019.01,93359,경북
2019.02,92704,경북
2019.03,92048,경북
2019.04,91392,경북
2019.05,90737,경북
2019.06,90082,경북
2019.07,89426,경북
2019.08,88770,경북
2019.09,88115,경북
2019.10,87460,경북
2019.11,86804,경북
2019.12,86148,경북
2020.01,85493,경북
2020.02,86049,경북
2020.03,86604,경북
2020.04,87160,경북
2020.05,87716,경북
2020.06,88272,경북
2020.07,88828,경북
2020.08,89383,경북
2020.09,89939,경북
2020.10,90495,경북
2020.11,91050,경북
2020.12,91606,경북
2021.01,92162,경북
2021.02,92067,경북
2021.03,91972,경북
2021.04,91877,경북
2021.05,91782,경북
2021.06,91687,경북
2021.07,91592,경북
2021.08,91498,경북
2021.09,91403,경북
2021.10,91308,경북
2021.11,91213,경북
2021.12,91118,경북
2022.01,91023,경북
2006.01,34139,광주
2006.02,34271,광주
2006.03,34404,광주
2006.04,34536,광주
2006.05,34668,광주
2006.06,34800,광주
2006.07,34932,광주
2006.08,35065,광주
2006.09,35197,광주
2006.10,35329,광주
2006.11,35462,광주
2006.12,35594,광주
2007.01,35726,광주
2007.02,35822,광주
2007.03,35918,광주
2007.04,36014,광주
2007.05,36110,광주
2007.06,36206,광주
2007.07,36302,광주
2007.08,36397,광주
2007.09,36493,광주
2007.10,36589,광주
2007.11,36685,광주
2007.12,36781,광주
2008.01,36877,광주
2008.02,37185,광주
2008.03,37494,광주
2008.04,37802,광주
2008.05,38110,광주
2008.06,38418,광주
2008.07,38726,광주
2008.08,39035,광주
2008.09,39343,광주
2008.10,39651,광주
2008.11,39960,광주
2008.12,40268,광주
2009.01,40576,광주
2009.02,40628,광주
2009.03,40680,광주
2009.04,40731,광주
2009.05,40783,광주
2009.06,40835,광주
2009.07,40886,광주
2009.08,40938,광주
2009.09,40990,광주
2009.10,41042,광주
2009.11,41094,광주
2009.12,41145,광주
2010.01,41197,광주
2010.02,41141,광주
2010.03,41086,광주
2010.04,41030,광주
2010.05,40974,광주
2010.06,40919,광주
2010.07,40863,광주
2010.08,40807,광주
2010.09,40752,광주
2010.10,40696,광주
2010.11,40640,광주
2010.12,40585,광주
2011.01,40529,광주
2011.02,40746,광주
2011.03,40964,광주
2011.04,41182,광주
2011.05,41399,광주
2011.06,41616,광주
2011.07,41834,광주
2011.08,42052,광주
2011.09,42269,광주
2011.10,42486,광주
2011.11,42704,광주
2011.12,42922,광주
2012.01,43139,광주
2012.02,43051,광주
2012.03,42963,광주
2012.04,42875,광주
2012.05,42787,광주
2012.06,42699,광주
2012.07,42611,광주
2012.08,42523,광주
2012.09,42435,광주
2012.10,42347,광주
2012.11,42259,광주
2012.12,42171,광주
2013.01,42083,광주
2013.02,42077,광주
2013.03,42071,광주
2013.04,42066,광주
2013.05,42060,광주
2013.06,42054,광주
2013.07,42048,광주
2013.08,42042,광주
2013.09,42036,광주
2013.10,42030,광주
2013.11,42025,광주
2013.12,42019,광주
2014.01,42013,광주
2014.02,41980,광주
2014.03,41946,광주
2014.04,41913,광주
2014.05,41880,광주
2014.06,41847,광주
2014.07,41814,광주
2014.08,41780,광주
2014.09,41747,광주
2014.10,41714,광주
2014.11,41680,광주
2014.12,41647,광주
2015.01,41614,광주
2015.02,41579,광주
2015.03,41544,광주
2015.04,41510,광주
2015.05,41475,광주
2015.06,41440,광주
2015.07,41405,광주
2015.08,41370,광주
2015.09,41335,광주
2015.10,41300,광주
2015.11,41266,광주
2015.12,41231,광주
2016.01,41196,광주
2016.02,41205,광주
2016.03,41214,광주
2016.04,41223,광주
2016.05,41232,광주
2016.06,41241,광주
2016.07,41250,광주
2016.08,41260,광주
2016.09,41269,광주
2016.10,41278,광주
2016.11,41287,광주
2016.12,41296,광주
2017.01,41305,광주
2017.02,41300,광주
2017.03,41296,광주
2017.04,41292,광주
2017.05,41287,광주
2017.06,41282,광주
2017.07,41278,광주
2017.08,41274,광주
2017.09,41269,광주
2017.10,41264,광주
2017.11,41260,광주
2017.12,41256,광주
2018.01,41251,광주
2018.02,41412,광주
2018.03,41574,광주
2018.04,41736,광주
2018.05,41897,광주
2018.06,42058,광주
2018.07,42220,광주
2018.08,42382,광주
2018.09,42543,광주
2018.10,42704,광주
2018.11,42866,광주
2018.12,43028,광주
2019.01,43189,광주
2019.02,43063,광주
2019.03,42937,광주
2019.04,42811,광주
2019.05,42685,광주
2019.06,42559,광주
2019.07,42432,광주
2019.08,42306,광주
2019.09,42180,광주
2019.10,42054,광주
2019.11,41928,광주
2019.12,41802,광주
2020.01,41676,광주
2020.02,41865,광주
2020.03,42055,광주
2020.04,42244,광주
2020.05,42434,광주
2020.06,42623,광주
2020.07,42812,광주
2020.08,43002,광주
2020.09,43191,광주
2020.10,43381,광주
2020.11,43570,광주
2020.12,43760,광주
2021.01,43949,광주
2021.02,43919,광주
2021.03,43889,광주
2021.04,43860,광주
2021.05,43830,광주
2021.06,43800,광주
2021.07,43770,광주
2021.08,43740,광주
2021.09,43710,광주
2021.10,43680,광주
2021.11,43651,광주
2021.12,43621,광주
2022.01,43591,광주
2006.01,59194,대구
2006.02,59370,대구
2006.03,59546,대구
2006.04,59721,대구
2006.05,59897,대구
2006.06,60073,대구
2006.07,60248,대구
2006.08,60424,대구
2006.09,60600,대구
2006.10,60776,대구
2006.11,60952,대구
2006.12,61127,대구
2007.01,61303,대구
2007.02,61396,대구
2007.03,61490,대구
2007.04,61583,대구
2007.05,61677,대구
2007.06,61770,대구
2007.07,61864,대구
2007.08,61957,대구
2007.09,62050,대구
2007.10,62144,대구
2007.11,62237,대구
2007.12,62331,대구
2008.01,62424,대구
2008.02,63007,대구
2008.03,63590,대구
2008.04,64174,대구
2008.05,64757,대구
2008.06,65340,대구
2008.07,65924,대구
2008.08,66507,대구
2008.09,67090,대구
2008.10,67673,대구
2008.11,68256,대구
2008.12,68840,대구
2009.01,69423,대구
2009.02,69432,대구
2009.03,69441,대구
2009.04,69450,대구
2009.05,69459,대구
2009.06,69468,대구
2009.07,69478,대구
2009.08,69487,대구
2009.09,69496,대구
2009.10,69505,대구
2009.11,69514,대구
2009.12,69523,대구
2010.01,69532,대구
2010.02,69218,대구
2010.03,68905,대구
2010.04,68591,대구
2010.05,68278,대구
2010.06,67964,대구
2010.07,67650,대구
2010.08,67337,대구
2010.09,67023,대구
2010.10,66710,대구
2010.11,66396,대구
2010.12,66083,대구
2011.01,65769,대구
2011.02,66111,대구
2011.03,66453,대구
2011.04,66796,대구
2011.05,67138,대구
2011.06,67480,대구
2011.07,67822,대구
2011.08,68164,대구
2011.09,68506,대구
2011.10,68848,대구
2011.11,69191,대구
2011.12,69533,대구
2012.01,69875,대구
2012.02,69808,대구
2012.03,69741,대구
2012.04,69674,대구
2012.05,69608,대구
2012.06,69541,대구
2012.07,69474,대구
2012.08,69407,대구
2012.09,69340,대구
2012.10,69274,대구
2012.11,69207,대구
2012.12,69140,대구
2013.01,69073,대구
2013.02,69037,대구
2013.03,69002,대구
2013.04,68966,대구
2013.05,68930,대구
2013.06,68894,대구
2013.07,68858,대구
2013.08,68823,대구
2013.09,68787,대구
2013.10,68751,대구
2013.11,68716,대구
2013.12,68680,대구
2014.01,68644,대구
2014.02,68624,대구
2014.03,68604,대구
2014.04,68584,대구
2014.05,68563,대구
2014.06,68543,대구
2014.07,68523,대구
2014.08,68503,대구
2014.09,68483,대구
2014.10,68462,대구
2014.11,68442,대구
2014.12,68422,대구
2015.01,68402,대구
2015.02,68506,대구
2015.03,68610,대구
2015.04,68714,대구
2015.05,68818,대구
2015.06,68922,대구
2015.07,69026,대구
2015.08,69129,대구
2015.09,69233,대구
2015.10,69337,대구
2015.11,69441,대구
2015.12,69545,대구
2016.01,69649,대구
2016.02,69672,대구
2016.03,69694,대구
2016.04,69717,대구
2016.05,69739,대구
2016.06,69762,대구
2016.07,69784,대구
2016.08,69807,대구
2016.09,69830,대구
2016.10,69852,대구
2016.11,69875,대구
2016.12,69897,대구
2017.01,69920,대구
2017.02,70095,대구
2017.03,70270,대구
2017.04,70445,대구
2017.05,70620,대구
2017.06,70795,대구
2017.07,70970,대구
2017.08,71146,대구
2017.09,71321,대구
2017.10,71496,대구
2017.11,71671,대구
2017.12,71846,대구
2018.01,72021,대구
2018.02,72315,대구
2018.03,72609,대구
2018.04,72903,대구
2018.05,73197,대구
2018.06,73491,대구
2018.07,73784,대구
2018.08,74078,대구
2018.09,74372,대구
2018.10,74666,대구
2018.11,74960,대구
2018.12,75254,대구
2019.01,75548,대구
2019.02,75155,대구
2019.03,74762,대구
2019.04,74368,대구
2019.05,73975,대구
2019.06,73582,대구
2019.07,73189,대구
2019.08,72796,대구
2019.09,72403,대구
2019.10,72010,대구
2019.11,71616,대구
2019.12,71223,대구
2020.01,70830,대구
2020.02,71242,대구
2020.03,71654,대구
2020.04,72066,대구
2020.05,72477,대구
2020.06,72889,대구
2020.07,73301,대구
2020.08,73713,대구
2020.09,74125,대구
2020.10,74536,대구
2020.11,74948,대구
2020.12,75360,대구
2021.01,75772,대구
2021.02,75666,대구
2021.03,75561,대구
2021.04,75456,대구
2021.05,75350,대구
2021.06,75244,대구
2021.07,75139,대구
2021.08,75034,대구
2021.09,74928,대구
2021.10,74822,대구
2021.11,74717,대구
2021.12,74612,대구
2022.01,74506,대구
2006.01,35062,대전
2006.02,35273,대전
2006.03,35485,대전
2006.04,35696,대전
2006.05,35908,대전
2006.06,36119,대전
2006.07,36330,대전
2006.08,36542,대전
2006.09,36753,대전
2006.10,36965,대전
2006.11,37176,대전
2006.12,37388,대전
2007.01,37599,대전
2007.02,37707,대전
2007.03,37815,대전
2007.04,37924,대전
2007.05,38032,대전
2007.06,38140,대전
2007.07,38248,대전
2007.08,38356,대전
2007.09,38464,대전
2007.10,38572,대전
2007.11,38681,대전
2007.12,38789,대전
2008.01,38897,대전
2008.02,39070,대전
2008.03,39244,대전
2008.04,39417,대전
2008.05,39590,대전
2008.06,39764,대전
2008.07,39937,대전
2008.08,40110,대전
2008.09,40284,대전
2008.10,40457,대전
2008.11,40630,대전
2008.12,40804,대전
2009.01,40977,대전
2009.02,41116,대전
2009.03,41254,대전
2009.04,41393,대전
2009.05,41532,대전
2009.06,41670,대전
2009.07,41809,대전
2009.08,41948,대전
2009.09,42086,대전
2009.10,42225,대전
2009.11,42364,대전
2009.12,42502,대전
2010.01,42641,대전
2010.02,42494,대전
2010.03,42348,대전
2010.04,42201,대전
2010.05,42054,대전
2010.06,41907,대전
2010.07,41760,대전
2010.08,41614,대전
2010.09,41467,대전
2010.10,41320,대전
2010.11,41174,대전
2010.12,41027,대전
2011.01,40880,대전
2011.02,40936,대전
2011.03,40992,대전
2011.04,41048,대전
2011.05,41105,대전
2011.06,41161,대전
2011.07,41217,대전
2011.08,41273,대전
2011.09,41329,대전
2011.10,41386,대전
2011.11,41442,대전
2011.12,41498,대전
2012.01,41554,대전
2012.02,41475,대전
2012.03,41395,대전
2012.04,41316,대전
2012.05,41237,대전
2012.06,41157,대전
2012.07,41078,대전
2012.08,40999,대전
2012.09,40919,대전
2012.10,40840,대전
2012.11,40761,대전
2012.12,40681,대전
2013.01,40602,대전
2013.02,40597,대전
2013.03,40592,대전
2013.04,40586,대전
2013.05,40581,대전
2013.06,40576,대전
2013.07,40570,대전
2013.08,40565,대전
2013.09,40560,대전
2013.10,40555,대전
2013.11,40550,대전
2013.12,40544,대전
2014.01,40539,대전
2014.02,40452,대전
2014.03,40366,대전
2014.04,40279,대전
2014.05,40192,대전
2014.06,40105,대전
2014.07,40018,대전
2014.08,39932,대전
2014.09,39845,대전
2014.10,39758,대전
2014.11,39672,대전
2014.12,39585,대전
2015.01,39498,대전
2015.02,39614,대전
2015.03,39730,대전
2015.04,39846,대전
2015.05,39963,대전
