시점,수술인원,지역별
2016.08,65369,전북
2016.09,65364,전북
2016.10,65360,전북
2016.11,65356,전북
2016.12,65351,전북
2017.01,65347,전북
2017.02,65398,전북
2017.03,65450,전북
2017.04,65501,전북
2017.05,65553,전북
2017.06,65604,전북
2017.07,65656,전북
2017.08,65707,전북
2017.09,65758,전북
2017.10,65810,전북
2017.11,65861,전북
2017.12,65913,전북
2018.01,65964,전북
2018.02,66194,전북
2018.03,66423,전북
2018.04,66653,전북
2018.05,66883,전북
2018.06,67112,전북
2018.07,67342,전북
2018.08,67572,전북
2018.09,67801,전북
2018.10,68031,전북
2018.11,68261,전북
2018.12,68490,전북
2019.01,68720,전북
2019.02,68495,전북
2019.03,68270,전북
2019.04,68046,전북
2019.05,67821,전북
2019.06,67596,전북
2019.07,67371,전북
2019.08,67146,전북
2019.09,66921,전북
2019.10,66696,전북
2019.11,66472,전북
2019.12,66247,전북
2020.01,66022,전북
2020.02,66116,전북
2020.03,66210,전북
2020.04,66304,전북
2020.05,66399,전북
2020.06,66493,전북
2020.07,66587,전북
2020.08,66681,전북
2020.09,66775,전북
2020.10,66870,전북
2020.11,66964,전북
2020.12,67058,전북
2021.01,67152,전북
2021.02,67043,전북
2021.03,66934,전북
2021.04,66826,전북
2021.05,66717,전북
2021.06,66608,전북
2021.07,66499,전북
2021.08,66390,전북
2021.09,66281,전북
2021.10,66172,전북
2021.11,66064,전북
2021.12,65955,전북
2022.01,65846,전북
2006.01,13159,제주
2006.02,13241,제주
2006.03,13322,제주
2006.04,13404,제주
2006.05,13486,제주
2006.06,13567,제주
2006.07,13649,제주
2006.08,13731,제주
2006.09,13812,제주
2006.10,13894,제주
2006.11,13976,제주
2006.12,14057,제주
2007.01,14139,제주
2007.02,14068,제주
2007.03,13996,제주
2007.04,13925,제주
2007.05,13854,제주
2007.06,13782,제주
2007.07,13711,제주
2007.08,13640,제주
2007.09,13568,제주
2007.10,13497,제주
2007.11,13426,제주
2007.12,13354,제주
2008.01,13283,제주
2008.02,13395,제주
2008.03,13506,제주
2008.04,13618,제주
2008.05,13730,제주
2008.06,13841,제주
2008.07,13953,제주
2008.08,14065,제주
2008.09,14176,제주
2008.10,14288,제주
2008.11,14400,제주
2008.12,14511,제주
2009.01,14623,제주
2009.02,14628,제주
2009.03,14634,제주
2009.04,14639,제주
2009.05,14645,제주
2009.06,14650,제주
2009.07,14656,제주
2009.08,14661,제주
2009.09,14666,제주
2009.10,14672,제주
2009.11,14677,제주
2009.12,14683,제주
2010.01,14688,제주
2010.02,14657,제주
2010.03,14626,제주
2010.04,14595,제주
2010.05,14564,제주
2010.06,14533,제주
2010.07,14502,제주
2010.08,14470,제주
2010.09,14439,제주
2010.10,14408,제주
2010.11,14377,제주
2010.12,14346,제주
2011.01,14315,제주
2011.02,14497,제주
2011.03,14679,제주
2011.04,14862,제주
2011.05,15044,제주
2011.06,15226,제주
2011.07,15408,제주
2011.08,15590,제주
2011.09,15772,제주
2011.10,15954,제주
2011.11,16137,제주
2011.12,16319,제주
2012.01,16501,제주
2012.02,16498,제주
2012.03,16495,제주
2012.04,16492,제주
2012.05,16489,제주
2012.06,16486,제주
2012.07,16482,제주
2012.08,16479,제주
2012.09,16476,제주
2012.10,16473,제주
2012.11,16470,제주
2012.12,16467,제주
2013.01,16464,제주
2013.02,16493,제주
2013.03,16522,제주
2013.04,16552,제주
2013.05,16581,제주
2013.06,16610,제주
2013.07,16640,제주
2013.08,16669,제주
2013.09,16698,제주
2013.10,16727,제주
2013.11,16756,제주
2013.12,16786,제주
2014.01,16815,제주
2014.02,16864,제주
2014.03,16912,제주
2014.04,16961,제주
2014.05,17010,제주
2014.06,17059,제주
2014.07,17108,제주
2014.08,17156,제주
2014.09,17205,제주
2014.10,17254,제주
2014.11,17302,제주
2014.12,17351,제주
2015.01,17400,제주
2015.02,17517,제주
2015.03,17634,제주
2015.04,17752,제주
2015.05,17869,제주
2015.06,17986,제주
2015.07,18103,제주
2015.08,18220,제주
2015.09,18337,제주
2015.10,18454,제주
2015.11,18572,제주
2015.12,18689,제주
2016.01,18806,제주
2016.02,18846,제주
2016.03,18885,제주
2016.04,18925,제주
2016.05,18964,제주
2016.06,19004,제주
2016.07,19044,제주
2016.08,19083,제주
2016.09,19123,제주
2016.10,19162,제주
2016.11,19202,제주
2016.12,19241,제주
2017.01,19281,제주
2017.02,19326,제주
2017.03,19372,제주
2017.04,19417,제주
2017.05,19463,제주
2017.06,19508,제주
2017.07,19554,제주
2017.08,19599,제주
2017.09,19644,제주
2017.10,19690,제주
2017.11,19735,제주
2017.12,19781,제주
2018.01,19826,제주
2018.02,19887,제주
2018.03,19949,제주
2018.04,20010,제주
2018.05,20072,제주
2018.06,20133,제주
2018.07,20194,제주
2018.08,20256,제주
2018.09,20317,제주
2018.10,20379,제주
2018.11,20440,제주
2018.12,20502,제주
2019.01,20563,제주
2019.02,20469,제주
2019.03,20375,제주
2019.04,20282,제주
2019.05,20188,제주
2019.06,20094,제주
2019.07,20000,제주
2019.08,19906,제주
2019.09,19812,제주
2019.10,19718,제주
2019.11,19625,제주
2019.12,19531,제주
2020.01,19437,제주
2020.02,19488,제주
2020.03,19538,제주
2020.04,19588,제주
2020.05,19639,제주
2020.06,19690,제주
2020.07,19740,제주
2020.08,19790,제주
2020.09,19841,제주
2020.10,19892,제주
2020.11,19942,제주
2020.12,19992,제주
2021.01,20043,제주
2021.02,20003,제주
2021.03,19964,제주
2021.04,19924,제주
2021.05,19885,제주
2021.06,19845,제주
2021.07,19806,제주
2021.08,19766,제주
2021.09,19726,제주
2021.10,19687,제주
2021.11,19647,제주
2021.12,19608,제주
2022.01,19568,제주
2006.01,58037,충남
2006.02,57989,충남
2006.03,57941,충남
2006.04,57894,충남
2006.05,57846,충남
2006.06,57798,충남
2006.07,57750,충남
2006.08,57702,충남
2006.09,57654,충남
2006.10,57606,충남
2006.11,57559,충남
2006.12,57511,충남
2007.01,57463,충남
2007.02,57369,충남
2007.03,57275,충남
2007.04,57181,충남
2007.05,57087,충남
2007.06,56993,충남
2007.07,56900,충남
2007.08,56806,충남
2007.09,56712,충남
2007.10,56618,충남
2007.11,56524,충남
2007.12,56430,충남
2008.01,56336,충남
2008.02,56728,충남
2008.03,57120,충남
2008.04,57513,충남
2008.05,57905,충남
2008.06,58297,충남
2008.07,58690,충남
2008.08,59082,충남
2008.09,59474,충남
2008.10,59866,충남
2008.11,60258,충남
2008.12,60651,충남
2009.01,61043,충남
2009.02,61159,충남
2009.03,61275,충남
2009.04,61390,충남
2009.05,61506,충남
2009.06,61622,충남
2009.07,61738,충남
2009.08,61854,충남
2009.09,61970,충남
2009.10,62086,충남
2009.11,62201,충남
2009.12,62317,충남
2010.01,62433,충남
2010.02,62307,충남
2010.03,62180,충남
2010.04,62054,충남
2010.05,61928,충남
2010.06,61801,충남
2010.07,61675,충남
2010.08,61549,충남
2010.09,61422,충남
2010.10,61296,충남
2010.11,61170,충남
2010.12,61043,충남
2011.01,60917,충남
2011.02,61404,충남
2011.03,61891,충남
2011.04,62378,충남
2011.05,62865,충남
2011.06,63352,충남
2011.07,63840,충남
2011.08,64327,충남
2011.09,64814,충남
2011.10,65301,충남
2011.11,65788,충남
2011.12,66275,충남
2012.01,66762,충남
2012.02,66942,충남
2012.03,67121,충남
2012.04,67301,충남
2012.05,67480,충남
2012.06,67660,충남
2012.07,67840,충남
2012.08,68019,충남
2012.09,68199,충남
2012.10,68378,충남
2012.11,68558,충남
2012.12,68737,충남
2013.01,68917,충남
2013.02,68861,충남
2013.03,68805,충남
2013.04,68748,충남
2013.05,68692,충남
2013.06,68636,충남
2013.07,68580,충남
2013.08,68524,충남
2013.09,68468,충남
2013.10,68412,충남
2013.11,68355,충남
2013.12,68299,충남
2014.01,68243,충남
2014.02,68296,충남
2014.03,68350,충남
2014.04,68403,충남
2014.05,68456,충남
2014.06,68509,충남
2014.07,68562,충남
2014.08,68616,충남
2014.09,68669,충남
2014.10,68722,충남
2014.11,68776,충남
2014.12,68829,충남
2015.01,68882,충남
2015.02,69095,충남
2015.03,69308,충남
2015.04,69521,충남
2015.05,69734,충남
2015.06,69947,충남
2015.07,70160,충남
2015.08,70374,충남
2015.09,70587,충남
2015.10,70800,충남
2015.11,71013,충남
2015.12,71226,충남
2016.01,71439,충남
2016.02,71438,충남
2016.03,71436,충남
2016.04,71435,충남
2016.05,71434,충남
2016.06,71432,충남
2016.07,71431,충남
2016.08,71430,충남
2016.09,71428,충남
2016.10,71427,충남
2016.11,71426,충남
2016.12,71424,충남
2017.01,71423,충남
2017.02,71543,충남
2017.03,71664,충남
2017.04,71784,충남
2017.05,71905,충남
2017.06,72025,충남
2017.07,72146,충남
2017.08,72266,충남
2017.09,72386,충남
2017.10,72507,충남
2017.11,72627,충남
2017.12,72748,충남
2018.01,72868,충남
2018.02,73162,충남
2018.03,73456,충남
2018.04,73750,충남
2018.05,74044,충남
2018.06,74338,충남
2018.07,74632,충남
2018.08,74927,충남
2018.09,75221,충남
2018.10,75515,충남
2018.11,75809,충남
2018.12,76103,충남
2019.01,76397,충남
2019.02,75918,충남
2019.03,75438,충남
2019.04,74959,충남
2019.05,74479,충남
2019.06,74000,충남
2019.07,73520,충남
2019.08,73041,충남
2019.09,72562,충남
2019.10,72082,충남
2019.11,71603,충남
2019.12,71123,충남
2020.01,70644,충남
2020.02,70998,충남
2020.03,71353,충남
2020.04,71707,충남
2020.05,72061,충남
2020.06,72416,충남
2020.07,72770,충남
2020.08,73124,충남
2020.09,73479,충남
2020.10,73833,충남
2020.11,74187,충남
2020.12,74542,충남
2021.01,74896,충남
2021.02,74916,충남
2021.03,74936,충남
2021.04,74956,충남
2021.05,74976,충남
2021.06,74996,충남
2021.07,75016,충남
2021.08,75037,충남
2021.09,75057,충남
2021.10,75077,충남
2021.11,75097,충남
2021.12,75117,충남
2022.01,75137,충남
2006.01,39383,충북
2006.02,39543,충북
2006.03,39704,충북
2006.04,39864,충북
2006.05,40024,충북
2006.06,40185,충북
2006.07,40345,충북
2006.08,40505,충북
2006.09,40666,충북
2006.10,40826,충북
2006.11,40986,충북
2006.12,41147,충북
2007.01,41307,충북
2007.02,41253,충북
2007.03,41199,충북
2007.04,41146,충북
2007.05,41092,충북
2007.06,41038,충북
2007.07,40984,충북
2007.08,40930,충북
2007.09,40876,충북
2007.10,40822,충북
2007.11,40769,충북
2007.12,40715,충북
2008.01,40661,충북
2008.02,41035,충북
2008.03,41409,충북
2008.04,41782,충북
2008.05,42156,충북
2008.06,42530,충북
2008.07,42904,충북
2008.08,43278,충북
2008.09,43652,충북
2008.10,44026,충북
2008.11,44399,충북
2008.12,44773,충북
2009.01,45147,충북
2009.02,45307,충북
2009.03,45468,충북
2009.04,45628,충북
2009.05,45788,충북
2009.06,45948,충북
2009.07,46108,충북
2009.08,46269,충북
2009.09,46429,충북
2009.10,46589,충북
2009.11,46750,충북
2009.12,46910,충북
2010.01,47070,충북
2010.02,47051,충북
2010.03,47032,충북
2010.04,47013,충북
2010.05,46994,충북
2010.06,46975,충북
2010.07,46956,충북
2010.08,46938,충북
2010.09,46919,충북
2010.10,46900,충북
2010.11,46881,충북
2010.12,46862,충북
2011.01,46843,충북
2011.02,47204,충북
2011.03,47566,충북
2011.04,47927,충북
2011.05,48289,충북
2011.06,48650,충북
2011.07,49012,충북
2011.08,49373,충북
2011.09,49734,충북
2011.10,50096,충북
2011.11,50457,충북
2011.12,50819,충북
2012.01,51180,충북
2012.02,51192,충북
2012.03,51204,충북
2012.04,51216,충북
2012.05,51228,충북
2012.06,51240,충북
2012.07,51252,충북
2012.08,51263,충북
2012.09,51275,충북
2012.10,51287,충북
2012.11,51299,충북
2012.12,51311,충북
2013.01,51323,충북
2013.02,51320,충북
2013.03,51317,충북
2013.04,51314,충북
2013.05,51311,충북
2013.06,51308,충북
2013.07,51305,충북
2013.08,51302,충북
2013.09,51299,충북
2013.10,51296,충북
2013.11,51293,충북
2013.12,51290,충북
2014.01,51287,충북
2014.02,51221,충북
2014.03,51156,충북
2014.04,51090,충북
2014.05,51024,충북
2014.06,50959,충북
2014.07,50893,충북
2014.08,50827,충북
2014.09,50762,충북
2014.10,50696,충북
2014.11,50630,충북
2014.12,50565,충북
2015.01,50499,충북
2015.02,50579,충북
2015.03,50658,충북
2015.04,50738,충북
2015.05,50818,충북
2015.06,50898,충북
2015.07,50978,충북
2015.08,51057,충북
2015.09,51137,충북
2015.10,51217,충북
2015.11,51296,충북
2015.12,51376,충북
2016.01,51456,충북
2016.02,51588,충북
2016.03,51720,충북
2016.04,51852,충북
2016.05,51984,충북
2016.06,52116,충북
2016.07,52248,충북
2016.08,52380,충북
2016.09,52512,충북
2016.10,52644,충북
2016.11,52776,충북
2016.12,52908,충북
2017.01,53040,충북
2017.02,53044,충북
2017.03,53048,충북
2017.04,53052,충북
2017.05,53056,충북
2017.06,53060,충북
2017.07,53064,충북
2017.08,53069,충북
2017.09,53073,충북
2017.10,53077,충북
2017.11,53081,충북
2017.12,53085,충북
2018.01,53089,충북
2018.02,53330,충북
2018.03,53572,충북
2018.04,53813,충북
2018.05,54055,충북
2018.06,54296,충북
2018.07,54538,충북
2018.08,54779,충북
2018.09,55020,충북
2018.10,55262,충북
2018.11,55503,충북
2018.12,55745,충북
2019.01,55986,충북
2019.02,55765,충북
2019.03,55544,충북
2019.04,55322,충북
2019.05,55101,충북
2019.06,54880,충북
2019.07,54659,충북
2019.08,54438,충북
2019.09,54217,충북
2019.10,53996,충북
2019.11,53774,충북
2019.12,53553,충북
2020.01,53332,충북
2020.02,53496,충북
2020.03,53660,충북
2020.04,53823,충북
2020.05,53987,충북
2020.06,54151,충북
2020.07,54314,충북
2020.08,54478,충북
2020.09,54642,충북
2020.10,54806,충북
2020.11,54970,충북
2020.12,55133,충북
2021.01,55297,충북
2021.02,55317,충북
2021.03,55338,충북
2021.04,55358,충북
2021.05,55378,충북
2021.06,55399,충북
2021.07,55419,충북
2021.08,55439,충북
2021.09,55460,충북
2021.10,55480,충북
2021.11,55500,충북
2021.12,55521,충북
2022.01,55541,충북
