시점,근로시간,지역별
2017.09,1998.4,부산
2017.10,2000.7,부산
2017.11,2003.0,부산
2017.12,2005.3,부산
2018.01,2007.6,부산
2018.02,2012.9,부산
2018.03,2018.2,부산
2018.04,2023.5,부산
2018.05,2028.8,부산
2018.06,2034.1,부산
2018.07,2039.4,부산
2018.08,2044.7,부산
2018.09,2050.0,부산
2018.10,2055.3,부산
2018.11,2060.6,부산
2018.12,2065.9,부산
2019.01,2071.2,부산
2019.02,1911.4,부산
2019.03,1751.6,부산
2019.04,1591.8,부산
2019.05,1432.0,부산
2019.06,1272.2,부산
2019.07,1112.4,부산
2019.08,952.6,부산
2019.09,792.8,부산
2019.10,633.0,부산
2019.11,473.2,부산
2019.12,313.4,부산
2020.01,153.6,부산
2020.02,154.8,부산
2020.03,156.0,부산
2020.04,157.2,부산
2020.05,158.4,부산
2020.06,159.6,부산
2020.07,160.8,부산
2020.08,162.0,부산
2020.09,163.2,부산
2020.10,164.4,부산
2020.11,165.6,부산
2020.12,166.8,부산
2021.01,168.0,부산
2021.02,167.5,부산
2021.03,167.0,부산
2021.04,166.5,부산
2021.05,166.0,부산
2021.06,165.5,부산
2021.07,165.0,부산
2021.08,164.5,부산
2021.09,164.0,부산
2021.10,163.5,부산
2021.11,163.0,부산
2021.12,162.5,부산
2022.01,162.0,부산
2022.02,161.4,부산
2022.03,160.8,부산
2022.04,160.2,부산
2022.05,159.6,부산
2022.06,159.0,부산
2022.07,158.4,부산
2022.08,157.8,부산
2022.09,157.2,부산
2022.10,156.6,부산
2022.11,156.0,부산
2022.12,155.4,부산
2023.01,154.8,부산
2011.01,2046.0,서울
2011.02,2037.6,서울
2011.03,2029.2,서울
2011.04,2020.8,서울
2011.05,2012.4,서울
2011.06,2004.0,서울
2011.07,1995.6,서울
2011.08,1987.2,서울
2011.09,1978.8,서울
2011.10,1970.4,서울
2011.11,1962.0,서울
2011.12,1953.6,서울
2012.01,1945.2,서울
2012.02,1958.4,서울
2012.03,1971.6,서울
2012.04,1984.8,서울
2012.05,1998.0,서울
2012.06,2011.2,서울
2012.07,2024.4,서울
2012.08,2037.6,서울
2012.09,2050.8,서울
2012.10,2064.0,서울
2012.11,2077.2,서울
2012.12,2090.4,서울
2013.01,2103.6,서울
2013.02,2102.9,서울
2013.03,2102.2,서울
2013.04,2101.5,서울
2013.05,2100.8,서울
2013.06,2100.1,서울
2013.07,2099.4,서울
2013.08,2098.7,서울
2013.09,2098.0,서울
2013.10,2097.3,서울
2013.11,2096.6,서울
2013.12,2095.9,서울
2014.01,2095.2,서울
2014.02,2095.6,서울
2014.03,2096.0,서울
2014.04,2096.4,서울
2014.05,2096.8,서울
2014.06,2097.2,서울
2014.07,2097.6,서울
2014.08,2098.0,서울
2014.09,2098.4,서울
2014.10,2098.8,서울
2014.11,2099.2,서울
2014.12,2099.6,서울
2015.01,2100.0,서울
2015.02,2087.9,서울
2015.03,2075.8,서울
2015.04,2063.7,서울
2015.05,2051.6,서울
2015.06,2039.5,서울
2015.07,2027.4,서울
2015.08,2015.3,서울
2015.09,2003.2,서울
2015.10,1991.1,서울
2015.11,1979.0,서울
2015.12,1966.9,서울
2016.01,1954.8,서울
2016.02,1953.0,서울
2016.03,1951.2,서울
2016.04,1949.4,서울
2016.05,1947.6,서울
2016.06,1945.8,서울
2016.07,1944.0,서울
2016.08,1942.2,서울
2016.09,1940.4,서울
2016.10,1938.6,서울
2016.11,1936.8,서울
2016.12,1935.0,서울
2017.01,1933.2,서울
2017.02,1938.0,서울
2017.03,1942.8,서울
2017.04,1947.6,서울
2017.05,1952.4,서울
2017.06,1957.2,서울
2017.07,1962.0,서울
2017.08,1966.8,서울
2017.09,1971.6,서울
2017.10,1976.4,서울
2017.11,1981.2,서울
2017.12,1986.0,서울
2018.01,1990.8,서울
2018.02,1996.4,서울
2018.03,2002.0,서울
2018.04,2007.6,서울
2018.05,2013.2,서울
2018.06,2018.8,서울
2018.07,2024.4,서울
2018.08,2030.0,서울
2018.09,2035.6,서울
2018.10,2041.2,서울
2018.11,2046.8,서울
2018.12,2052.4,서울
2019.01,2058.0,서울
2019.02,1899.1,서울
2019.03,1740.2,서울
2019.04,1581.3,서울
2019.05,1422.4,서울
2019.06,1263.5,서울
2019.07,1104.6,서울
2019.08,945.7,서울
2019.09,786.8,서울
2019.10,627.9,서울
2019.11,469.0,서울
2019.12,310.1,서울
2020.01,151.2,서울
2020.02,152.5,서울
2020.03,153.8,서울
2020.04,155.1,서울
2020.05,156.4,서울
2020.06,157.7,서울
2020.07,159.0,서울
2020.08,160.3,서울
2020.09,161.6,서울
2020.10,162.9,서울
2020.11,164.2,서울
2020.12,165.5,서울
2021.01,166.8,서울
2021.02,166.3,서울
2021.03,165.8,서울
2021.04,165.3,서울
2021.05,164.8,서울
2021.06,164.3,서울
2021.07,163.8,서울
2021.08,163.3,서울
2021.09,162.8,서울
2021.10,162.3,서울
2021.11,161.8,서울
2021.12,161.3,서울
2022.01,160.8,서울
2022.02,160.3,서울
2022.03,159.8,서울
2022.04,159.3,서울
2022.05,158.8,서울
2022.06,158.3,서울
2022.07,157.8,서울
2022.08,157.3,서울
2022.09,156.8,서울
2022.10,156.3,서울
2022.11,155.8,서울
2022.12,155.3,서울
2023.01,154.8,서울
2020.01,151.2,세종
2020.02,152.4,세종
2020.03,153.6,세종
2020.04,154.8,세종
2020.05,156.0,세종
2020.06,157.2,세종
2020.07,158.4,세종
2020.08,159.6,세종
2020.09,160.8,세종
2020.10,162.0,세종
2020.11,163.2,세종
2020.12,164.4,세종
2021.01,165.6,세종
2021.02,164.9,세종
2021.03,164.2,세종
2021.04,163.5,세종
2021.05,162.8,세종
2021.06,162.1,세종
2021.07,161.4,세종
2021.08,160.7,세종
2021.09,160.0,세종
2021.10,159.3,세종
2021.11,158.6,세종
2021.12,157.9,세종
2022.01,157.2,세종
2022.02,156.9,세종
2022.03,156.6,세종
2022.04,156.3,세종
2022.05,156.0,세종
2022.06,155.7,세종
2022.07,155.4,세종
2022.08,155.1,세종
2022.09,154.8,세종
2022.10,154.5,세종
2022.11,154.2,세종
2022.12,153.9,세종
2023.01,153.6,세종
2011.01,1986.0,울산
2011.02,1977.9,울산
2011.03,1969.8,울산
2011.04,1961.7,울산
2011.05,1953.6,울산
2011.06,1945.5,울산
2011.07,1937.4,울산
2011.08,1929.3,울산
2011.09,1921.2,울산
2011.10,1913.1,울산
2011.11,1905.0,울산
2011.12,1896.9,울산
2012.01,1888.8,울산
2012.02,1899.6,울산
2012.03,1910.4,울산
2012.04,1921.2,울산
2012.05,1932.0,울산
2012.06,1942.8,울산
2012.07,1953.6,울산
2012.08,1964.4,울산
2012.09,1975.2,울산
2012.10,1986.0,울산
2012.11,1996.8,울산
2012.12,2007.6,울산
2013.01,2018.4,울산
2013.02,2020.3,울산
2013.03,2022.2,울산
2013.04,2024.1,울산
2013.05,2026.0,울산
2013.06,2027.9,울산
2013.07,2029.8,울산
2013.08,2031.7,울산
2013.09,2033.6,울산
2013.10,2035.5,울산
2013.11,2037.4,울산
2013.12,2039.3,울산
2014.01,2041.2,울산
2014.02,2040.4,울산
2014.03,2039.6,울산
2014.04,2038.8,울산
2014.05,2038.0,울산
2014.06,2037.2,울산
2014.07,2036.4,울산
2014.08,2035.6,울산
2014.09,2034.8,울산
2014.10,2034.0,울산
2014.11,2033.2,울산
2014.12,2032.4,울산
2015.01,2031.6,울산
2015.02,2019.1,울산
2015.03,2006.6,울산
2015.04,1994.1,울산
2015.05,1981.6,울산
2015.06,1969.1,울산
2015.07,1956.6,울산
2015.08,1944.1,울산
2015.09,1931.6,울산
2015.10,1919.1,울산
2015.11,1906.6,울산
2015.12,1894.1,울산
2016.01,1881.6,울산
2016.02,1879.2,울산
2016.03,1876.8,울산
2016.04,1874.4,울산
2016.05,1872.0,울산
2016.06,1869.6,울산
2016.07,1867.2,울산
2016.08,1864.8,울산
2016.09,1862.4,울산
2016.10,1860.0,울산
2016.11,1857.6,울산
2016.12,1855.2,울산
2017.01,1852.8,울산
2017.02,1857.8,울산
2017.03,1862.8,울산
2017.04,1867.8,울산
2017.05,1872.8,울산
2017.06,1877.8,울산
2017.07,1882.8,울산
2017.08,1887.8,울산
2017.09,1892.8,울산
2017.10,1897.8,울산
2017.11,1902.8,울산
2017.12,1907.8,울산
2018.01,1912.8,울산
2018.02,1921.3,울산
2018.03,1929.8,울산
2018.04,1938.3,울산
2018.05,1946.8,울산
2018.06,1955.3,울산
2018.07,1963.8,울산
2018.08,1972.3,울산
2018.09,1980.8,울산
2018.10,1989.3,울산
2018.11,1997.8,울산
2018.12,2006.3,울산
2019.01,2014.8,울산
2019.02,1859.6,울산
2019.03,1704.4,울산
2019.04,1549.2,울산
2019.05,1394.0,울산
2019.06,1238.8,울산
2019.07,1083.6,울산
2019.08,928.4,울산
2019.09,773.2,울산
2019.10,618.0,울산
2019.11,462.8,울산
2019.12,307.6,울산
2020.01,152.4,울산
2020.02,153.4,울산
2020.03,154.4,울산
2020.04,155.4,울산
2020.05,156.4,울산
2020.06,157.4,울산
2020.07,158.4,울산
2020.08,159.4,울산
2020.09,160.4,울산
2020.10,161.4,울산
2020.11,162.4,울산
2020.12,163.4,울산
2021.01,164.4,울산
2021.02,163.6,울산
2021.03,162.8,울산
2021.04,162.0,울산
2021.05,161.2,울산
2021.06,160.4,울산
2021.07,159.6,울산
2021.08,158.8,울산
2021.09,158.0,울산
2021.10,157.2,울산
2021.11,156.4,울산
2021.12,155.6,울산
2022.01,154.8,울산
2022.02,154.5,울산
2022.03,154.2,울산
2022.04,153.9,울산
2022.05,153.6,울산
2022.06,153.3,울산
2022.07,153.0,울산
2022.08,152.7,울산
2022.09,152.4,울산
2022.10,152.1,울산
2022.11,151.8,울산
2022.12,151.5,울산
2023.01,151.2,울산
2011.01,2127.6,인천
2011.02,2117.8,인천
2011.03,2108.0,인천
2011.04,2098.2,인천
2011.05,2088.4,인천
2011.06,2078.6,인천
2011.07,2068.8,인천
2011.08,2059.0,인천
2011.09,2049.2,인천
2011.10,2039.4,인천
2011.11,2029.6,인천
2011.12,2019.8,인천
2012.01,2010.0,인천
2012.02,2019.5,인천
2012.03,2029.0,인천
2012.04,2038.5,인천
2012.05,2048.0,인천
2012.06,2057.5,인천
2012.07,2067.0,인천
2012.08,2076.5,인천
2012.09,2086.0,인천
2012.10,2095.5,인천
2012.11,2105.0,인천
2012.12,2114.5,인천
2013.01,2124.0,인천
2013.02,2125.3,인천
2013.03,2126.6,인천
2013.04,2127.9,인천
2013.05,2129.2,인천
2013.06,2130.5,인천
2013.07,2131.8,인천
2013.08,2133.1,인천
2013.09,2134.4,인천
2013.10,2135.7,인천
2013.11,2137.0,인천
2013.12,2138.3,인천
2014.01,2139.6,인천
2014.02,2138.1,인천
2014.03,2136.6,인천
2014.04,2135.1,인천
2014.05,2133.6,인천
2014.06,2132.1,인천
2014.07,2130.6,인천
2014.08,2129.1,인천
2014.09,2127.6,인천
2014.10,2126.1,인천
2014.11,2124.6,인천
2014.12,2123.1,인천
2015.01,2121.6,인천
2015.02,2110.9,인천
2015.03,2100.2,인천
2015.04,2089.5,인천
2015.05,2078.8,인천
2015.06,2068.1,인천
2015.07,2057.4,인천
2015.08,2046.7,인천
2015.09,2036.0,인천
2015.10,2025.3,인천
2015.11,2014.6,인천
2015.12,2003.9,인천
2016.01,1993.2,인천
2016.02,1990.1,인천
2016.03,1987.0,인천
2016.04,1983.9,인천
2016.05,1980.8,인천
2016.06,1977.7,인천
2016.07,1974.6,인천
2016.08,1971.5,인천
2016.09,1968.4,인천
2016.10,1965.3,인천
2016.11,1962.2,인천
2016.12,1959.1,인천
2017.01,1956.0,인천
2017.02,1959.7,인천
2017.03,1963.4,인천
2017.04,1967.1,인천
2017.05,1970.8,인천
2017.06,1974.5,인천
2017.07,1978.2,인천
2017.08,1981.9,인천
2017.09,1985.6,인천
2017.10,1989.3,인천
2017.11,1993.0,인천
2017.12,1996.7,인천
2018.01,2000.4,인천
2018.02,2006.2,인천
2018.03,2012.0,인천
2018.04,2017.8,인천
2018.05,2023.6,인천
2018.06,2029.4,인천
2018.07,2035.2,인천
2018.08,2041.0,인천
2018.09,2046.8,인천
2018.10,2052.6,인천
2018.11,2058.4,인천
2018.12,2064.2,인천
2019.01,2070.0,인천
2019.02,1910.4,인천
2019.03,1750.8,인천
2019.04,1591.2,인천
2019.05,1431.6,인천
2019.06,1272.0,인천
2019.07,1112.4,인천
2019.08,952.8,인천
2019.09,793.2,인천
2019.10,633.6,인천
2019.11,474.0,인천
2019.12,314.4,인천
2020.01,154.8,인천
2020.02,156.0,인천
2020.03,157.2,인천
2020.04,158.4,인천
2020.05,159.6,인천
2020.06,160.8,인천
2020.07,162.0,인천
2020.08,163.2,인천
2020.09,164.4,인천
2020.10,165.6,인천
2020.11,166.8,인천
2020.12,168.0,인천
2021.01,169.2,인천
2021.02,168.6,인천
2021.03,168.0,인천
2021.04,167.4,인천
2021.05,166.8,인천
2021.06,166.2,인천
2021.07,165.6,인천
2021.08,165.0,인천
2021.09,164.4,인천
2021.10,163.8,인천
2021.11,163.2,인천
2021.12,162.6,인천
2022.01,162.0,인천
2022.02,161.5,인천
2022.03,161.0,인천
2022.04,160.5,인천
2022.05,160.0,인천
2022.06,159.5,인천
2022.07,159.0,인천
2022.08,158.5,인천
2022.09,158.0,인천
2022.10,157.5,인천
2022.11,157.0,인천
2022.12,156.5,인천
2023.01,156.0,인천
2011.01,2094.0,전남
2011.02,2085.1,전남
2011.03,2076.2,전남
2011.04,2067.3,전남
2011.05,2058.4,전남
2011.06,2049.5,전남
2011.07,2040.6,전남
2011.08,2031.7,전남
2011.09,2022.8,전남
2011.10,2013.9,전남
2011.11,2005.0,전남
2011.12,1996.1,전남
2012.01,1987.2,전남
2012.02,1996.6,전남
2012.03,2006.0,전남
2012.04,2015.4,전남
2012.05,2024.8,전남
2012.06,2034.2,전남
2012.07,2043.6,전남
2012.08,2053.0,전남
2012.09,2062.4,전남
2012.10,2071.8,전남
2012.11,2081.2,전남
2012.12,2090.6,전남
2013.01,2100.0,전남
2013.02,2100.8,전남
2013.03,2101.6,전남
2013.04,2102.4,전남
2013.05,2103.2,전남
2013.06,2104.0,전남
2013.07,2104.8,전남
2013.08,2105.6,전남
2013.09,2106.4,전남
2013.10,2107.2,전남
2013.11,2108.0,전남
2013.12,2108.8,전남
2014.01,2109.6,전남
2014.02,2110.3,전남
2014.03,2111.0,전남
2014.04,2111.7,전남
2014.05,2112.4,전남
2014.06,2113.1,전남
2014.07,2113.8,전남
2014.08,2114.5,전남
2014.09,2115.2,전남
2014.10,2115.9,전남
2014.11,2116.6,전남
2014.12,2117.3,전남
2015.01,2118.0,전남
2015.02,2107.6,전남
2015.03,2097.2,전남
2015.04,2086.8,전남
2015.05,2076.4,전남
2015.06,2066.0,전남
2015.07,2055.6,전남
2015.08,2045.2,전남
2015.09,2034.8,전남
2015.10,2024.4,전남
2015.11,2014.0,전남
2015.12,2003.6,전남
2016.01,1993.2,전남
2016.02,1991.7,전남
2016.03,1990.2,전남
2016.04,1988.7,전남
2016.05,1987.2,전남
2016.06,1985.7,전남
2016.07,1984.2,전남
2016.08,1982.7,전남
2016.09,1981.2,전남
2016.10,1979.7,전남
2016.11,1978.2,전남
2016.12,1976.7,전남
2017.01,1975.2,전남
2017.02,1977.5,전남
2017.03,1979.8,전남
2017.04,1982.1,전남
2017.05,1984.4,전남
2017.06,1986.7,전남
2017.07,1989.0,전남
2017.08,1991.3,전남
2017.09,1993.6,전남
2017.10,1995.9,전남
2017.11,1998.2,전남
2017.12,2000.5,전남
2018.01,2002.8,전남
2018.02,2007.7,전남
2018.03,2012.6,전남
2018.04,2017.5,전남
2018.05,2022.4,전남
2018.06,2027.3,전남
2018.07,2032.2,전남
2018.08,2037.1,전남
2018.09,2042.0,전남
2018.10,2046.9,전남
2018.11,2051.8,전남
2018.12,2056.7,전남
2019.01,2061.6,전남
2019.02,1902.9,전남
2019.03,1744.2,전남
2019.04,1585.5,전남
2019.05,1426.8,전남
2019.06,1268.1,전남
2019.07,1109.4,전남
2019.08,950.7,전남
2019.09,792.0,전남
2019.10,633.3,전남
2019.11,474.6,전남
2019.12,315.9,전남
2020.01,157.2,전남
2020.02,158.1,전남
2020.03,159.0,전남
2020.04,159.9,전남
2020.05,160.8,전남
2020.06,161.7,전남
2020.07,162.6,전남
2020.08,163.5,전남
2020.09,164.4,전남
2020.10,165.3,전남
2020.11,166.2,전남
2020.12,167.1,전남
2021.01,168.0,전남
2021.02,167.4,전남
2021.03,166.8,전남
2021.04,166.2,전남
2021.05,165.6,전남
2021.06,165.0,전남
2021.07,164.4,전남
2021.08,163.8,전남
2021.09,163.2,전남
2021.10,162.6,전남
2021.11,162.0,전남
2021.12,161.4,전남
2022.01,160.8,전남
2022.02,160.4,전남
2022.03,160.0,전남
2022.04,159.6,전남
2022.05,159.2,전남
2022.06,158.8,전남
2022.07,158.4,전남
2022.08,158.0,전남
2022.09,157.6,전남
2022.10,157.2,전남
2022.11,156.8,전남
2022.12,156.4,전남
2023.01,156.0,전남
2011.01,2076.0,전북
2011.02,2065.6,전북
2011.03,2055.2,전북
2011.04,2044.8,전북
2011.05,2034.4,전북
2011.06,2024.0,전북
2011.07,2013.6,전북
2011.08,2003.2,전북
2011.09,1992.8,전북
2011.10,1982.4,전북
2011.11,1972.0,전북
2011.12,1961.6,전북
2012.01,1951.2,전북
2012.02,1962.3,전북
2012.03,1973.4,전북
2012.04,1984.5,전북
2012.05,1995.6,전북
2012.06,2006.7,전북
2012.07,2017.8,전북
2012.08,2028.9,전북
2012.09,2040.0,전북
2012.10,2051.1,전북
2012.11,2062.2,전북
2012.12,2073.3,전북
2013.01,2084.4,전북
2013.02,2084.3,전북
2013.03,2084.2,전북
2013.04,2084.1,전북
2013.05,2084.0,전북
2013.06,2083.9,전북
2013.07,2083.8,전북
2013.08,2083.7,전북
2013.09,2083.6,전북
2013.10,2083.5,전북
2013.11,2083.4,전북
2013.12,2083.3,전북
2014.01,2083.2,전북
2014.02,2082.7,전북
2014.03,2082.2,전북
2014.04,2081.7,전북
2014.05,2081.2,전북
2014.06,2080.7,전북
2014.07,2080.2,전북
2014.08,2079.7,전북
2014.09,2079.2,전북
2014.10,2078.7,전북
2014.11,2078.2,전북
2014.12,2077.7,전북
2015.01,2077.2,전북
2015.02,2065.3,전북
2015.03,2053.4,전북
2015.04,2041.5,전북
2015.05,2029.6,전북
2015.06,2017.7,전북
2015.07,2005.8,전북
2015.08,1993.9,전북
2015.09,1982.0,전북
2015.10,1970.1,전북
2015.11,1958.2,전북
2015.12,1946.3,전북
2016.01,1934.4,전북
2016.02,1934.1,전북
2016.03,1933.8,전북
2016.04,1933.5,전북
2016.05,1933.2,전북
2016.06,1932.9,전북
2016.07,1932.6,전북
2016.08,1932.3,전북
2016.09,1932.0,전북
2016.10,1931.7,전북
2016.11,1931.4,전북
2016.12,1931.1,전북
2017.01,1930.8,전북
2017.02,1934.4,전북
2017.03,1938.0,전북
2017.04,1941.6,전북
2017.05,1945.2,전북
2017.06,1948.8,전북
2017.07,1952.4,전북
2017.08,1956.0,전북
2017.09,1959.6,전북
2017.10,1963.2,전북
2017.11,1966.8,전북
2017.12,1970.4,전북
2018.01,1974.0,전북
2018.02,1980.1,전북
2018.03,1986.2,전북
2018.04,1992.3,전북
2018.05,1998.4,전북
2018.06,2004.5,전북
2018.07,2010.6,전북
2018.08,2016.7,전북
2018.09,2022.8,전북
2018.10,2028.9,전북
2018.11,2035.0,전북
2018.12,2041.1,전북
2019.01,2047.2,전북
2019.02,1889.6,전북
2019.03,1732.0,전북
2019.04,1574.4,전북
2019.05,1416.8,전북
2019.06,1259.2,전북
2019.07,1101.6,전북
2019.08,944.0,전북
2019.09,786.4,전북
2019.10,628.8,전북
2019.11,471.2,전북
2019.12,313.6,전북
2020.01,156.0,전북
2020.02,156.9,전북
2020.03,157.8,전북
2020.04,158.7,전북
2020.05,159.6,전북
2020.06,160.5,전북
2020.07,161.4,전북
2020.08,162.3,전북
2020.09,163.2,전북
2020.10,164.1,전북
2020.11,165.0,전북
2020.12,165.9,전북
2021.01,166.8,전북
2021.02,166.1,전북
2021.03,165.4,전북
2021.04,164.7,전북
2021.05,164.0,전북
2021.06,163.3,전북
2021.07,162.6,전북
2021.08,161.9,전북
2021.09,161.2,전북
2021.10,160.5,전북
2021.11,159.8,전북
2021.12,159.1,전북
2022.01,158.4,전북
2022.02,157.8,전북
2022.03,157.2,전북
2022.04,156.6,전북
2022.05,156.0,전북
2022.06,155.4,전북
2022.07,154.8,전북
2022.08,154.2,전북
2022.09,153.6,전북
2022.10,153.0,전북
2022.11,152.4,전북
2022.12,151.8,전북
2023.01,151.2,전북
2011.01,2169.6,제주
2011.02,2161.1,제주
2011.03,2152.6,제주
2011.04,2144.1,제주
2011.05,2135.6,제주
2011.06,2127.1,제주
2011.07,2118.6,제주
2011.08,2110.1,제주
2011.09,2101.6,제주
2011.10,2093.1,제주
2011.11,2084.6,제주
2011.12,2076.1,제주
2012.01,2067.6,제주
2012.02,2074.7,제주
2012.03,2081.8,제주
2012.04,2088.9,제주
2012.05,2096.0,제주
2012.06,2103.1,제주
2012.07,2110.2,제주
2012.08,2117.3,제주
2012.09,2124.4,제주
2012.10,2131.5,제주
2012.11,2138.6,제주
2012.12,2145.7,제주
2013.01,2152.8,제주
2013.02,2153.0,제주
2013.03,2153.2,제주
2013.04,2153.4,제주
2013.05,2153.6,제주
2013.06,2153.8,제주
2013.07,2154.0,제주
2013.08,2154.2,제주
2013.09,2154.4,제주
2013.10,2154.6,제주
2013.11,2154.8,제주
2013.12,2155.0,제주
2014.01,2155.2,제주
2014.02,2155.0,제주
2014.03,2154.8,제주
2014.04,2154.6,제주
2014.05,2154.4,제주
2014.06,2154.2,제주
2014.07,2154.0,제주
2014.08,2153.8,제주
2014.09,2153.6,제주
2014.10,2153.4,제주
2014.11,2153.2,제주
2014.12,2153.0,제주
2015.01,2152.8,제주
2015.02,2145.6,제주
2015.03,2138.4,제주
2015.04,2131.2,제주
2015.05,2124.0,제주
2015.06,2116.8,제주
2015.07,2109.6,제주
2015.08,2102.4,제주
2015.09,2095.2,제주
2015.10,2088.0,제주
2015.11,2080.8,제주
2015.12,2073.6,제주
2016.01,2066.4,제주
2016.02,2063.6,제주
2016.03,2060.8,제주
2016.04,2058.0,제주
2016.05,2055.2,제주
2016.06,2052.4,제주
2016.07,2049.6,제주
2016.08,2046.8,제주
2016.09,2044.0,제주
2016.10,2041.2,제주
2016.11,2038.4,제주
2016.12,2035.6,제주
2017.01,2032.8,제주
2017.02,2034.8,제주
2017.03,2036.8,제주
2017.04,2038.8,제주
2017.05,2040.8,제주
2017.06,2042.8,제주
2017.07,2044.8,제주
2017.08,2046.8,제주
2017.09,2048.8,제주
2017.10,2050.8,제주
2017.11,2052.8,제주
2017.12,2054.8,제주
2018.01,2056.8,제주
2018.02,2057.0,제주
2018.03,2057.2,제주
2018.04,2057.4,제주
2018.05,2057.6,제주
2018.06,2057.8,제주
2018.07,2058.0,제주
2018.08,2058.2,제주
2018.09,2058.4,제주
2018.10,2058.6,제주
2018.11,2058.8,제주
2018.12,2059.0,제주
2019.01,2059.2,제주
2019.02,1900.0,제주
2019.03,1740.8,제주
2019.04,1581.6,제주
2019.05,1422.4,제주
2019.06,1263.2,제주
2019.07,1104.0,제주
2019.08,944.8,제주
2019.09,785.6,제주
2019.10,626.4,제주
2019.11,467.2,제주
2019.12,308.0,제주
2020.01,148.8,제주
2020.02,150.4,제주
2020.03,152.0,제주
2020.04,153.6,제주
2020.05,155.2,제주
2020.06,156.8,제주
2020.07,158.4,제주
2020.08,160.0,제주
2020.09,161.6,제주
2020.10,163.2,제주
2020.11,164.8,제주
2020.12,166.4,제주
2021.01,168.0,제주
2021.02,167.5,제주
2021.03,167.0,제주
2021.04,166.5,제주
2021.05,166.0,제주
2021.06,165.5,제주
2021.07,165.0,제주
2021.08,164.5,제주
2021.09,164.0,제주
2021.10,163.5,제주
2021.11,163.0,제주
2021.12,162.5,제주
2022.01,162.0,제주
2022.02,161.4,제주
2022.03,160.8,제주
2022.04,160.2,제주
2022.05,159.6,제주
2022.06,159.0,제주
2022.07,158.4,제주
2022.08,157.8,제주
2022.09,157.2,제주
2022.10,156.6,제주
2022.11,156.0,제주
2022.12,155.4,제주
2023.01,154.8,제주
2011.01,2044.8,충남
2011.02,2037.2,충남
2011.03,2029.6,충남
2011.04,2022.0,충남
2011.05,2014.4,충남
2011.06,2006.8,충남
2011.07,1999.2,충남
2011.08,1991.6,충남
2011.09,1984.0,충남
2011.10,1976.4,충남
2011.11,1968.8,충남
2011.12,1961.2,충남
2012.01,1953.6,충남
2012.02,1962.2,충남
2012.03,1970.8,충남
2012.04,1979.4,충남
2012.05,1988.0,충남
2012.06,1996.6,충남
2012.07,2005.2,충남
2012.08,2013.8,충남
2012.09,2022.4,충남
2012.10,2031.0,충남
2012.11,2039.6,충남
2012.12,2048.2,충남
2013.01,2056.8,충남
2013.02,2057.5,충남
2013.03,2058.2,충남
2013.04,2058.9,충남
2013.05,2059.6,충남
2013.06,2060.3,충남
2013.07,2061.0,충남
2013.08,2061.7,충남
2013.09,2062.4,충남
2013.10,2063.1,충남
2013.11,2063.8,충남
2013.12,2064.5,충남
2014.01,2065.2,충남
2014.02,2065.2,충남
2014.03,2065.2,충남
2014.04,2065.2,충남
2014.05,2065.2,충남
2014.06,2065.2,충남
2014.07,2065.2,충남
2014.08,2065.2,충남
2014.09,2065.2,충남
2014.10,2065.2,충남
2014.11,2065.2,충남
2014.12,2065.2,충남
2015.01,2065.2,충남
2015.02,2054.1,충남
2015.03,2043.0,충남
2015.04,2031.9,충남
2015.05,2020.8,충남
2015.06,2009.7,충남
2015.07,1998.6,충남
2015.08,1987.5,충남
2015.09,1976.4,충남
2015.10,1965.3,충남
2015.11,1954.2,충남
2015.12,1943.1,충남
2016.01,1932.0,충남
2016.02,1928.6,충남
2016.03,1925.2,충남
2016.04,1921.8,충남
2016.05,1918.4,충남
2016.06,1915.0,충남
2016.07,1911.6,충남
2016.08,1908.2,충남
2016.09,1904.8,충남
2016.10,1901.4,충남
2016.11,1898.0,충남
2016.12,1894.6,충남
2017.01,1891.2,충남
2017.02,1896.6,충남
2017.03,1902.0,충남
2017.04,1907.4,충남
2017.05,1912.8,충남
2017.06,1918.2,충남
2017.07,1923.6,충남
2017.08,1929.0,충남
2017.09,1934.4,충남
2017.10,1939.8,충남
2017.11,1945.2,충남
2017.12,1950.6,충남
2018.01,1956.0,충남
2018.02,1962.6,충남
2018.03,1969.2,충남
2018.04,1975.8,충남
2018.05,1982.4,충남
2018.06,1989.0,충남
2018.07,1995.6,충남
2018.08,2002.2,충남
2018.09,2008.8,충남
2018.10,2015.4,충남
2018.11,2022.0,충남
2018.12,2028.6,충남
2019.01,2035.2,충남
2019.02,1878.4,충남
2019.03,1721.6,충남
2019.04,1564.8,충남
2019.05,1408.0,충남
2019.06,1251.2,충남
2019.07,1094.4,충남
2019.08,937.6,충남
2019.09,780.8,충남
2019.10,624.0,충남
2019.11,467.2,충남
2019.12,310.4,충남
2020.01,153.6,충남
2020.02,154.7,충남
2020.03,155.8,충남
2020.04,156.9,충남
2020.05,158.0,충남
2020.06,159.1,충남
2020.07,160.2,충남
2020.08,161.3,충남
2020.09,162.4,충남
2020.10,163.5,충남
2020.11,164.6,충남
2020.12,165.7,충남
2021.01,166.8,충남
2021.02,166.1,충남
2021.03,165.4,충남
2021.04,164.7,충남
2021.05,164.0,충남
2021.06,163.3,충남
2021.07,162.6,충남
2021.08,161.9,충남
2021.09,161.2,충남
2021.10,160.5,충남
2021.11,159.8,충남
