지역별,시점,총이동인구수,청년층이동인구수
울산,2022.1,-489,-279
울산,2022.11,-327,-175
울산,2022.12,-526,-273
울산,2023.01,-563,-167
울산,2023.02,-1372,-734
울산,2023.03,-906,-527
울산,2023.04,-591,-353
울산,2023.05,-670,-487
울산,2023.06,-371,-316
울산,2023.07,-598,-358
울산,2023.08,-776,-449
울산,2023.09,-262,-189
울산,2023.1,-6,41
울산,2023.11,-98,6
울산,2023.12,-2,52
울산,2024.01,-189,135
울산,2024.02,-1142,-494
울산,2024.03,-786,-468
울산,2024.04,-198,10
울산,2024.05,-402,-246
울산,2024.06,-293,-195
울산,2024.07,-423,-164
울산,2024.08,-577,-238
세종,2012.01,1068,236
세종,2012.02,2281,376
세종,2012.03,977,224
세종,2012.04,303,75
세종,2012.05,319,77
세종,2012.06,358,106
세종,2012.07,2339,501
세종,2012.08,3464,494
세종,2012.09,1391,326
세종,2012.1,1766,339
세종,2012.11,1366,271
세종,2012.12,1861,689
세종,2013.01,773,114
세종,2013.02,1299,167
세종,2013.03,687,186
세종,2013.04,378,102
세종,2013.05,460,110
세종,2013.06,157,35
세종,2013.07,313,63
세종,2013.08,526,90
세종,2013.09,283,73
세종,2013.1,446,144
세종,2013.11,533,211
세종,2013.12,2841,1036
세종,2014.01,1635,317
세종,2014.02,2110,384
세종,2014.03,894,249
세종,2014.04,1305,335
세종,2014.05,1423,373
세종,2014.06,980,258
세종,2014.07,1277,264
세종,2014.08,2561,489
세종,2014.09,3437,909
세종,2014.1,4522,1177
세종,2014.11,5385,1512
세종,2014.12,7927,2279
세종,2015.01,5519,1209
세종,2015.02,7941,1262
세종,2015.03,5057,1312
세종,2015.04,3617,1012
세종,2015.05,3215,798
세종,2015.06,3017,824
세종,2015.07,4111,1030
세종,2015.08,4527,1016
세종,2015.09,3626,1088
세종,2015.1,4084,1061
세종,2015.11,3687,1109
세종,2015.12,4643,1275
세종,2016.01,4363,990
세종,2016.02,4506,911
세종,2016.03,3155,1050
세종,2016.04,1814,616
세종,2016.05,2278,614
세종,2016.06,2159,628
세종,2016.07,1591,464
세종,2016.08,2179,483
세종,2016.09,1426,447
세종,2016.1,2177,718
세종,2016.11,1859,589
세종,2016.12,2309,805
세종,2017.01,1701,454
세종,2017.02,2454,407
세종,2017.03,3391,847
세종,2017.04,2779,661
세종,2017.05,4810,1233
세종,2017.06,3734,1008
세종,2017.07,2813,715
세종,2017.08,2825,622
세종,2017.09,2068,580
세종,2017.1,2455,770
세종,2017.11,2601,812
세종,2017.12,3059,987
세종,2018.01,2879,634
세종,2018.02,4697,1011
세종,2018.03,2878,877
세종,2018.04,3638,1065
세종,2018.05,2327,745
세종,2018.06,2525,668
세종,2018.07,2147,589
세종,2018.08,2708,780
세종,2018.09,2266,870
세종,2018.1,2106,611
세종,2018.11,1479,483
세종,2018.12,1783,641
세종,2019.01,2457,642
세종,2019.02,3293,780
세종,2019.03,2076,585
세종,2019.04,1486,467
세종,2019.05,1085,387
세종,2019.06,1661,444
세종,2019.07,2463,716
세종,2019.08,1568,419
세종,2019.09,1481,497
세종,2019.1,2403,658
세종,2019.11,2040,630
세종,2019.12,1711,617
세종,2020.01,1495,386
세종,2020.02,1303,204
세종,2020.03,746,229
세종,2020.04,210,16
세종,2020.05,-18,39
세종,2020.06,-182,-18
세종,2020.07,681,226
세종,2020.08,810,306
세종,2020.09,623,291
세종,2020.1,2844,778
세종,2020.11,2274,585
세종,2020.12,2239,820
세종,2021.01,1822,689
세종,2021.02,1497,468
세종,2021.03,987,299
세종,2021.04,721,353
세종,2021.05,449,227
세종,2021.06,769,319
세종,2021.07,1137,346
세종,2021.08,769,199
세종,2021.09,1045,224
세종,2021.1,1509,436
세종,2021.11,1044,405
세종,2021.12,2336,856
세종,2022.01,2311,649
세종,2022.02,1869,421
세종,2022.03,729,299
세종,2022.04,812,329
세종,2022.05,970,233
세종,2022.06,719,200
세종,2022.07,549,114
세종,2022.08,468,128
세종,2022.09,433,197
세종,2022.1,194,56
세종,2022.11,376,189
세종,2022.12,698,324
세종,2023.01,762,150
세종,2023.02,629,153
세종,2023.03,178,58
세종,2023.04,114,117
세종,2023.05,113,41
세종,2023.06,-41,-5
세종,2023.07,-45,12
세종,2023.08,-316,18
세종,2023.09,-68,24
세종,2023.1,54,133
세종,2023.11,93,177
세종,2023.12,217,258
세종,2024.01,281,69
세종,2024.02,141,33
세종,2024.03,125,53
세종,2024.04,197,129
세종,2024.05,-75,37
세종,2024.06,43,86
세종,2024.07,720,196
세종,2024.08,498,206
경기,2012.01,5317,2530
경기,2012.02,6726,3353
경기,2012.03,5418,2970
경기,2012.04,6416,3295
경기,2012.05,7047,3242
경기,2012.06,6118,2868
경기,2012.07,6388,2692
경기,2012.08,7775,3914
경기,2012.09,5340,2877
경기,2012.1,5572,3237
경기,2012.11,5333,1631
경기,2012.12,15303,7879
경기,2013.01,8070,3431
경기,2013.02,7502,3281
경기,2013.03,5497,3307
경기,2013.04,5492,2786
경기,2013.05,6727,3098
경기,2013.06,6169,3082
경기,2013.07,8319,3876
경기,2013.08,6320,3204
경기,2013.09,3987,2540
경기,2013.1,2900,2035
경기,2013.11,3461,270
경기,2013.12,9687,5262
경기,2014.01,6246,2783
경기,2014.02,5359,3336
경기,2014.03,4584,3033
경기,2014.04,4520,3017
경기,2014.05,3950,2289
경기,2014.06,8760,3700
경기,2014.07,7146,3129
경기,2014.08,5181,2545
경기,2014.09,3578,2331
경기,2014.1,2288,1457
경기,2014.11,1046,-388
경기,2014.12,4738,2864
경기,2015.01,3447,1925
경기,2015.02,4235,2274
경기,2015.03,8803,3884
경기,2015.04,6922,3278
경기,2015.05,7519,2934
경기,2015.06,7136,2396
경기,2015.07,7013,2617
경기,2015.08,9781,3735
경기,2015.09,9125,3163
경기,2015.1,9392,3535
경기,2015.11,8553,1618
경기,2015.12,12842,5803
경기,2016.01,9190,3433
경기,2016.02,9794,3720
경기,2016.03,9264,4408
경기,2016.04,7554,2829
경기,2016.05,10377,3934
경기,2016.06,10215,3512
경기,2016.07,13224,4609
경기,2016.08,15118,4324
경기,2016.09,11058,3876
경기,2016.1,12836,3993
경기,2016.11,11874,3253
경기,2016.12,13113,5256
경기,2017.01,8145,2688
경기,2017.02,8902,2523
경기,2017.03,9832,4159
경기,2017.04,6299,1927
경기,2017.05,7106,2581
경기,2017.06,6047,1897
경기,2017.07,8009,2984
경기,2017.08,10764,3419
경기,2017.09,13923,4380
경기,2017.1,10472,2966
경기,2017.11,13699,3897
경기,2017.12,12964,4112
경기,2018.01,14107,4390
경기,2018.02,15542,3811
경기,2018.03,14921,4929
경기,2018.04,12780,4169
경기,2018.05,13814,4642
경기,2018.06,13605,4400
경기,2018.07,14907,4612
경기,2018.08,16238,4327
경기,2018.09,11836,3130
경기,2018.1,14880,4272
경기,2018.11,13541,2295
경기,2018.12,13923,4043
경기,2019.01,11183,3515
경기,2019.02,11420,3647
경기,2019.03,9363,3414
경기,2019.04,10213,3748
경기,2019.05,13339,5254
경기,2019.06,11594,4496
경기,2019.07,14121,4910
경기,2019.08,15703,5030
경기,2019.09,11149,3892
경기,2019.1,9319,3095
경기,2019.11,7252,1080
경기,2019.12,10010,3695
경기,2020.01,9341,3685
경기,2020.02,13798,4810
경기,2020.03,21855,9699
경기,2020.04,20454,8820
경기,2020.05,11298,4145
경기,2020.06,12668,4700
경기,2020.07,11290,4085
경기,2020.08,17145,5719
경기,2020.09,15208,5316
경기,2020.1,10985,3386
경기,2020.11,11700,4221
경기,2020.12,12631,3356
경기,2021.01,21144,7754
경기,2021.02,20813,8363
경기,2021.03,15135,6607
경기,2021.04,12600,4548
경기,2021.05,9322,3381
경기,2021.06,10603,3922
경기,2021.07,10591,4226
경기,2021.08,15924,6357
경기,2021.09,10251,4541
경기,2021.1,6525,2830
경기,2021.11,8569,1980
경기,2021.12,9040,2334
경기,2022.01,5525,1831
경기,2022.02,2176,840
경기,2022.03,2188,778
경기,2022.04,3588,2340
경기,2022.05,3719,1825
경기,2022.06,3896,1863
경기,2022.07,2228,1258
경기,2022.08,2150,760
경기,2022.09,3049,1182
경기,2022.1,4619,1761
경기,2022.11,3842,304
경기,2022.12,6902,2087
경기,2023.01,6538,2071
경기,2023.02,4738,1227
경기,2023.03,2315,750
경기,2023.04,3960,1647
경기,2023.05,4427,1378
경기,2023.06,6244,2067
경기,2023.07,3499,1498
경기,2023.08,2090,1175
경기,2023.09,1238,491
경기,2023.1,3129,1150
경기,2023.11,2922,470
경기,2023.12,3512,1267
경기,2024.01,4954,2450
경기,2024.02,4972,2140
경기,2024.03,3226,688
경기,2024.04,5756,1717
경기,2024.05,6224,2230
경기,2024.06,6490,2932
경기,2024.07,7186,3733
경기,2024.08,6234,3094
강원,2012.01,-1228,-908
강원,2012.02,-1040,-901
강원,2012.03,2118,425
강원,2012.04,405,-235
강원,2012.05,456,-382
강원,2012.06,106,-411
강원,2012.07,254,-452
강원,2012.08,-239,-637
강원,2012.09,568,-190
강원,2012.1,-244,-455
강원,2012.11,94,-265
강원,2012.12,-538,-698
강원,2013.01,-1014,-990
강원,2013.02,-1158,-944
강원,2013.03,1501,32
강원,2013.04,979,112
강원,2013.05,205,-353
강원,2013.06,259,-180
강원,2013.07,102,-481
강원,2013.08,154,-393
강원,2013.09,522,-31
강원,2013.1,576,-95
강원,2013.11,635,120
강원,2013.12,225,-215
강원,2014.01,-1557,-1298
강원,2014.02,-1388,-1181
강원,2014.03,1878,44
강원,2014.04,448,-312
강원,2014.05,275,-455
강원,2014.06,-289,-650
강원,2014.07,-368,-827
강원,2014.08,-341,-663
강원,2014.09,312,-382
강원,2014.1,696,-27
강원,2014.11,493,141
강원,2014.12,1926,1362
강원,2015.01,-802,-643
강원,2015.02,-744,-539
강원,2015.03,285,-501
강원,2015.04,629,-202
강원,2015.05,1362,296
강원,2015.06,1877,753
강원,2015.07,523,-164
강원,2015.08,-142,-776
강원,2015.09,414,-106
강원,2015.1,1084,21
강원,2015.11,-26,-241
강원,2015.12,313,-191
강원,2016.01,-272,-805
강원,2016.02,-1000,-1091
강원,2016.03,-136,-925
강원,2016.04,333,-442
강원,2016.05,-268,-748
강원,2016.06,772,91
강원,2016.07,37,-596
강원,2016.08,179,-485
강원,2016.09,600,-51
강원,2016.1,575,158
강원,2016.11,295,-189
강원,2016.12,777,-113
강원,2017.01,-1333,-1112
강원,2017.02,-742,-1135
강원,2017.03,-106,-531
강원,2017.04,-14,-384
강원,2017.05,37,-626
강원,2017.06,780,2
강원,2017.07,-305,-787
강원,2017.08,162,-456
강원,2017.09,401,-156
강원,2017.1,487,-78
강원,2017.11,1529,469
강원,2017.12,1139,263
강원,2018.01,-1620,-1274
강원,2018.02,-1466,-1068
강원,2018.03,134,-701
강원,2018.04,-518,-848
강원,2018.05,81,-548
강원,2018.06,-225,-624
강원,2018.07,-311,-900
강원,2018.08,-415,-768
강원,2018.09,200,-374
강원,2018.1,21,-420
강원,2018.11,392,-240
강원,2018.12,-127,-268
강원,2019.01,-1028,-943
강원,2019.02,-1001,-1142
강원,2019.03,255,-531
강원,2019.04,534,-386
강원,2019.05,215,-653
강원,2019.06,273,-402
강원,2019.07,70,-720
강원,2019.08,309,-527
강원,2019.09,290,-317
강원,2019.1,491,69
강원,2019.11,817,151
강원,2019.12,436,-58
강원,2020.01,-497,-782
강원,2020.02,-535,-862
강원,2020.03,-672,-1253
강원,2020.04,-595,-899
강원,2020.05,1150,-200
강원,2020.06,992,-250
강원,2020.07,1085,-120
강원,2020.08,923,-134
강원,2020.09,640,-363
강원,2020.1,1111,60
강원,2020.11,937,27
강원,2020.12,918,121
강원,2021.01,-797,-821
강원,2021.02,-485,-983
강원,2021.03,-61,-897
강원,2021.04,540,-518
강원,2021.05,892,-281
강원,2021.06,718,-140
강원,2021.07,922,-249
강원,2021.08,429,-309
강원,2021.09,954,-351
강원,2021.1,1440,179
강원,2021.11,1192,84
강원,2021.12,937,24
강원,2022.01,618,-211
강원,2022.02,888,-251
강원,2022.03,830,-223
강원,2022.04,958,-230
강원,2022.05,641,-279
강원,2022.06,494,-283
강원,2022.07,492,-310
강원,2022.08,466,-323
강원,2022.09,1092,60
강원,2022.1,483,-116
강원,2022.11,125,-214
강원,2022.12,407,154
강원,2023.01,-516,-415
강원,2023.02,-764,-663
강원,2023.03,226,-376
강원,2023.04,100,-327
강원,2023.05,275,-95
강원,2023.06,92,-288
강원,2023.07,-94,-303
강원,2023.08,1,-365
강원,2023.09,-202,-368
강원,2023.1,-390,-316
강원,2023.11,-49,-170
강원,2023.12,-76,-111
강원,2024.01,-780,-641
강원,2024.02,-968,-796
강원,2024.03,113,-280
강원,2024.04,60,-509
강원,2024.05,-115,-353
강원,2024.06,108,-156
강원,2024.07,-100,-383
강원,2024.08,-162,-437
충북,2012.01,-110,-330
충북,2012.02,-248,-434
충북,2012.03,769,-50
충북,2012.04,711,-94
충북,2012.05,367,-121
충북,2012.06,596,-29
충북,2012.07,604,-89
충북,2012.08,218,-173
충북,2012.09,598,143
충북,2012.1,864,-16
충북,2012.11,106,-102
충북,2012.12,166,-71
충북,2013.01,-269,-391
충북,2013.02,-617,-447
충북,2013.03,-44,-378
충북,2013.04,621,-104
충북,2013.05,401,-157
충북,2013.06,1112,154
충북,2013.07,84,-161
충북,2013.08,-54,-196
충북,2013.09,331,-106
충북,2013.1,889,261
충북,2013.11,292,-23
충북,2013.12,367,-25
충북,2014.01,-270,-451
충북,2014.02,-147,-388
충북,2014.03,-337,-506
충북,2014.04,1269,405
충북,2014.05,186,-153
충북,2014.06,697,40
충북,2014.07,362,-45
충북,2014.08,319,-94
충북,2014.09,469,94
충북,2014.1,198,87
충북,2014.11,-71,-86
충북,2014.12,-308,-209
충북,2015.01,-652,-593
충북,2015.02,-644,-306
충북,2015.03,232,-108
충북,2015.04,249,54
충북,2015.05,481,6
충북,2015.06,1766,173
충북,2015.07,-672,-334
충북,2015.08,-319,-273
충북,2015.09,-26,-252
충북,2015.1,191,231
충북,2015.11,121,14
충북,2015.12,711,8
충북,2016.01,-182,-538
충북,2016.02,-468,-442
충북,2016.03,304,-329
충북,2016.04,806,230
충북,2016.05,804,35
충북,2016.06,302,-136
충북,2016.07,367,-220
충북,2016.08,142,-220
충북,2016.09,305,-245
충북,2016.1,574,-135
충북,2016.11,1078,-6
충북,2016.12,979,13
충북,2017.01,12,-408
충북,2017.02,272,-171
충북,2017.03,-234,-492
충북,2017.04,730,142
충북,2017.05,-84,-91
충북,2017.06,23,-250
충북,2017.07,88,-422
충북,2017.08,13,-368
충북,2017.09,159,-274
충북,2017.1,238,-140
충북,2017.11,592,290
충북,2017.12,453,-51
충북,2018.01,-259,-696
충북,2018.02,332,-195
충북,2018.03,587,-75
충북,2018.04,426,29
충북,2018.05,638,-77
충북,2018.06,-81,-384
충북,2018.07,343,-4
충북,2018.08,63,-212
충북,2018.09,303,-45
충북,2018.1,1022,178
충북,2018.11,579,-131
충북,2018.12,1196,226
충북,2019.01,156,-230
충북,2019.02,-177,-488
충북,2019.03,-37,-457
충북,2019.04,838,202
충북,2019.05,474,-92
충북,2019.06,-173,-360
충북,2019.07,-206,-404
충북,2019.08,137,-293
충북,2019.09,120,-317
충북,2019.1,353,-174
충북,2019.11,387,-97
충북,2019.12,693,-83
충북,2020.01,-423,-486
충북,2020.02,-497,-674
충북,2020.03,-725,-718
충북,2020.04,-850,-771
충북,2020.05,242,-314
충북,2020.06,1094,-10
충북,2020.07,563,-175
충북,2020.08,307,-274
충북,2020.09,404,-214
충북,2020.1,895,79
충북,2020.11,868,189
충북,2020.12,1576,370
충북,2021.01,-903,-559
충북,2021.02,-273,-573
충북,2021.03,-201,-597
충북,2021.04,882,84
충북,2021.05,954,-53
충북,2021.06,1150,290
충북,2021.07,231,-184
충북,2021.08,-104,-400
충북,2021.09,-189,-399
충북,2021.1,464,-86
충북,2021.11,586,-71
충북,2021.12,865,-128
충북,2022.01,-64,-128
충북,2022.02,354,-191
충북,2022.03,1188,403
충북,2022.04,610,-109
충북,2022.05,274,-199
충북,2022.06,407,-174
충북,2022.07,351,-33
충북,2022.08,226,-109
충북,2022.09,767,60
충북,2022.1,405,-63
충북,2022.11,261,-51
충북,2022.12,422,-62
충북,2023.01,-63,-196
충북,2023.02,-548,-431
충북,2023.03,1096,535
충북,2023.04,323,-91
충북,2023.05,279,-94
충북,2023.06,392,-121
충북,2023.07,623,126
충북,2023.08,551,-20
충북,2023.09,333,-48
충북,2023.1,509,80
충북,2023.11,422,179
충북,2023.12,-44,-245
충북,2024.01,-832,-664
충북,2024.02,-742,-648
충북,2024.03,646,247
충북,2024.04,330,-122
충북,2024.05,882,153
충북,2024.06,656,8
충북,2024.07,48,-187
충북,2024.08,-37,-299
충남,2012.01,232,-41
충남,2012.02,293,-278
충남,2012.03,814,-106
충남,2012.04,1476,372
충남,2012.05,1106,160
충남,2012.06,1118,255
충남,2012.07,705,158
충남,2012.08,-9,-143
충남,2012.09,471,32
충남,2012.1,1128,367
충남,2012.11,1075,554
충남,2012.12,1440,895
충남,2013.01,440,46
충남,2013.02,1165,-3
충남,2013.03,950,122
충남,2013.04,1482,359
충남,2013.05,1269,269
충남,2013.06,1315,172
충남,2013.07,903,150
충남,2013.08,1032,152
충남,2013.09,1257,236
충남,2013.1,1679,437
충남,2013.11,1080,420
충남,2013.12,803,380
충남,2014.01,424,-3
충남,2014.02,877,-26
충남,2014.03,1794,477
충남,2014.04,1508,314
충남,2014.05,1824,411
충남,2014.06,694,42
충남,2014.07,396,-129
충남,2014.08,41,-135
충남,2014.09,-68,-76
충남,2014.1,467,-75
충남,2014.11,832,184
충남,2014.12,1021,619
충남,2015.01,489,-199
충남,2015.02,-556,-484
충남,2015.03,818,-99
충남,2015.04,993,147
충남,2015.05,923,45
충남,2015.06,908,229
충남,2015.07,179,-282
충남,2015.08,1793,89
충남,2015.09,493,21
충남,2015.1,529,-57
충남,2015.11,1281,509
충남,2015.12,2422,1287
충남,2016.01,609,-211
충남,2016.02,1093,10
충남,2016.03,784,-251
충남,2016.04,813,-201
충남,2016.05,1235,-37
충남,2016.06,1387,184
충남,2016.07,518,-159
충남,2016.08,1237,-93
충남,2016.09,1291,92
충남,2016.1,1506,189
충남,2016.11,2087,527
충남,2016.12,2758,1215
충남,2017.01,630,-200
충남,2017.02,2411,276
충남,2017.03,2317,314
충남,2017.04,1947,201
충남,2017.05,1472,198
충남,2017.06,1754,470
충남,2017.07,1505,135
충남,2017.08,2010,203
충남,2017.09,1449,200
충남,2017.1,1280,224
충남,2017.11,1312,166
충남,2017.12,1314,466
충남,2018.01,1070,-84
충남,2018.02,655,-300
충남,2018.03,1334,-47
충남,2018.04,1166,102
충남,2018.05,883,-77
충남,2018.06,608,-175
충남,2018.07,251,-368
충남,2018.08,813,-185
충남,2018.09,362,-96
충남,2018.1,836,16
충남,2018.11,1003,150
충남,2018.12,1103,468
충남,2019.01,-279,-578
충남,2019.02,-483,-401
충남,2019.03,530,-55
충남,2019.04,172,-274
충남,2019.05,-110,-471
충남,2019.06,331,-271
충남,2019.07,-457,-661
충남,2019.08,-92,-379
충남,2019.09,-79,-276
충남,2019.1,-52,-268
충남,2019.11,-66,-257
충남,2019.12,-209,-163
충남,2020.01,-944,-595
충남,2020.02,-1114,-784
충남,2020.03,-1007,-1114
충남,2020.04,-1069,-1347
충남,2020.05,226,-558
충남,2020.06,1560,-12
충남,2020.07,1034,-93
충남,2020.08,24,-500
충남,2020.09,178,-285
충남,2020.1,274,-129
충남,2020.11,650,-68
충남,2020.12,929,313
충남,2021.01,-729,-682
충남,2021.02,-147,-875
충남,2021.03,1190,-419
충남,2021.04,1180,-217
충남,2021.05,1253,46
충남,2021.06,956,-153
충남,2021.07,1034,-44
충남,2021.08,289,-360
충남,2021.09,131,-694
충남,2021.1,1386,182
충남,2021.11,1374,231
충남,2021.12,605,120
충남,2022.01,-118,-271
충남,2022.02,882,-248
충남,2022.03,1125,-326
충남,2022.04,1381,32
충남,2022.05,1151,-181
충남,2022.06,1114,-135
충남,2022.07,1252,-35
충남,2022.08,1054,-126
충남,2022.09,1412,8
충남,2022.1,1756,240
충남,2022.11,1769,318
충남,2022.12,1536,343
충남,2023.01,683,57
충남,2023.02,1462,82
충남,2023.03,1644,177
충남,2023.04,1277,73
충남,2023.05,1154,24
충남,2023.06,1233,122
충남,2023.07,823,-45
충남,2023.08,1219,-51
충남,2023.09,1108,-40
충남,2023.1,1902,237
충남,2023.11,1909,417
충남,2023.12,1426,337
충남,2024.01,1258,1
충남,2024.02,1502,-26
충남,2024.03,2176,496
충남,2024.04,1865,319
충남,2024.05,1442,273
충남,2024.06,810,-82
충남,2024.07,920,-110
충남,2024.08,711,-145
전북,2012.01,-888,-822
전북,2012.02,-578,-1101
전북,2012.03,645,-663
전북,2012.04,-601,-788
전북,2012.05,-508,-590
전북,2012.06,-44,-369
전북,2012.07,-419,-563
전북,2012.08,-260,-707
전북,2012.09,-87,-516
전북,2012.1,-132,-561
전북,2012.11,-1,-468
전북,2012.12,-418,-787
전북,2013.01,-1109,-1005
전북,2013.02,-663,-997
전북,2013.03,-505,-911
전북,2013.04,-3,-655
전북,2013.05,-566,-852
전북,2013.06,-244,-398
전북,2013.07,-150,-439
전북,2013.08,-198,-570
전북,2013.09,58,-357
전북,2013.1,-74,-565
전북,2013.11,674,-135
전북,2013.12,583,-284
전북,2014.01,-839,-827
전북,2014.02,-1042,-1132
전북,2014.03,-180,-838
전북,2014.04,-44,-641
전북,2014.05,116,-589
전북,2014.06,-549,-702
전북,2014.07,398,-383
전북,2014.08,405,-476
전북,2014.09,-326,-640
전북,2014.1,-357,-520
전북,2014.11,-16,-318
전북,2014.12,-129,-612
전북,2015.01,-528,-770
전북,2015.02,-446,-835
전북,2015.03,-813,-919
전북,2015.04,-58,-596
전북,2015.05,-124,-570
전북,2015.06,-456,-668
전북,2015.07,-417,-593
전북,2015.08,-469,-720
전북,2015.09,95,-341
전북,2015.1,-67,-439
전북,2015.11,359,-82
전북,2015.12,94,-325
전북,2016.01,-1452,-1012
전북,2016.02,-762,-1121
전북,2016.03,-800,-1145
전북,2016.04,-512,-792
전북,2016.05,-580,-726
전북,2016.06,158,-364
전북,2016.07,-264,-428
전북,2016.08,-382,-663
전북,2016.09,-476,-569
전북,2016.1,-572,-577
전북,2016.11,631,-57
전북,2016.12,592,-403
전북,2017.01,-1238,-892
전북,2017.02,-1167,-1203
전북,2017.03,-940,-871
전북,2017.04,-573,-587
전북,2017.05,-549,-605
전북,2017.06,-686,-581
전북,2017.07,-749,-662
전북,2017.08,-811,-896
전북,2017.09,-441,-520
전북,2017.1,-575,-608
전북,2017.11,-465,-592
전북,2017.12,988,-324
전북,2018.01,-2290,-1383
전북,2018.02,-1722,-1411
전북,2018.03,-1182,-1138
전북,2018.04,-756,-798
전북,2018.05,-610,-839
전북,2018.06,-1259,-946
전북,2018.07,-1384,-1068
전북,2018.08,-1261,-956
전북,2018.09,-701,-706
전북,2018.1,-863,-808
전북,2018.11,-901,-716
전북,2018.12,-844,-925
전북,2019.01,-1664,-1230
전북,2019.02,-1858,-1509
전북,2019.03,-1356,-1232
전북,2019.04,-855,-925
전북,2019.05,-1120,-1079
전북,2019.06,-780,-673
전북,2019.07,-943,-928
전북,2019.08,-975,-992
전북,2019.09,-714,-780
전북,2019.1,-606,-613
전북,2019.11,-634,-541
전북,2019.12,-1243,-1029
전북,2020.01,-1034,-1024
전북,2020.02,-1569,-1280
전북,2020.03,-1670,-1431
전북,2020.04,-970,-915
전북,2020.05,-1000,-1031
전북,2020.06,-728,-775
전북,2020.07,-267,-565
전북,2020.08,-524,-857
전북,2020.09,-206,-650
전북,2020.1,70,-391
전북,2020.11,-150,-534
전북,2020.12,-446,-833
전북,2021.01,-809,-836
전북,2021.02,-947,-1053
전북,2021.03,-797,-1013
전북,2021.04,-519,-768
전북,2021.05,260,-210
전북,2021.06,401,-55
전북,2021.07,-15,-324
전북,2021.08,-863,-859
전북,2021.09,-832,-1001
전북,2021.1,-575,-725
전북,2021.11,-320,-577
전북,2021.12,-785,-798
전북,2022.01,-861,-938
전북,2022.02,-753,-1053
전북,2022.03,-564,-979
전북,2022.04,-2,-528
전북,2022.05,-614,-787
전북,2022.06,-389,-665
전북,2022.07,-802,-822
전북,2022.08,-486,-799
전북,2022.09,-269,-641
전북,2022.1,-71,-453
전북,2022.11,-42,-356
전북,2022.12,-262,-645
전북,2023.01,-490,-653
전북,2023.02,-805,-1053
전북,2023.03,-469,-784
전북,2023.04,-329,-642
전북,2023.05,-325,-615
전북,2023.06,-227,-538
전북,2023.07,-209,-374
전북,2023.08,-527,-717
전북,2023.09,-329,-503
전북,2023.1,-325,-377
전북,2023.11,66,-300
전북,2023.12,-488,-640
전북,2024.01,-882,-922
전북,2024.02,-787,-1069
전북,2024.03,-1046,-1081
전북,2024.04,-526,-621
전북,2024.05,-293,-502
전북,2024.06,-434,-560
전북,2024.07,-497,-666
전북,2024.08,-639,-749
전남,2012.01,-1759,-763
전남,2012.02,-1887,-1432
전남,2012.03,133,-796
전남,2012.04,-131,-758
전남,2012.05,124,-492
전남,2012.06,195,-416
전남,2012.07,-493,-557
전남,2012.08,-1011,-777
전남,2012.09,-466,-509
전남,2012.1,-237,-483
전남,2012.11,-230,-349
전남,2012.12,708,-174
전남,2013.01,-1605,-1136
전남,2013.02,-1278,-1282
전남,2013.03,32,-851
전남,2013.04,-204,-695
전남,2013.05,-131,-663
전남,2013.06,247,-440
전남,2013.07,-542,-647
전남,2013.08,-661,-640
전남,2013.09,-172,-259
전남,2013.1,205,-377
전남,2013.11,965,143
전남,2013.12,838,9
전남,2014.01,-709,-797
전남,2014.02,-1100,-1146
전남,2014.03,786,-693
전남,2014.04,1564,-296
전남,2014.05,-845,-727
전남,2014.06,-1222,-867
전남,2014.07,-1040,-896
전남,2014.08,-1037,-852
전남,2014.09,-805,-591
전남,2014.1,96,-372
전남,2014.11,647,71
전남,2014.12,3069,1010
전남,2015.01,-1466,-1076
전남,2015.02,-1001,-1281
전남,2015.03,-690,-1128
전남,2015.04,53,-833
전남,2015.05,134,-532
전남,2015.06,325,-496
전남,2015.07,378,-326
전남,2015.08,553,-449
전남,2015.09,711,-169
전남,2015.1,1293,67
전남,2015.11,-107,106
전남,2015.12,3753,1485
전남,2016.01,-1948,-1442
전남,2016.02,-1026,-1329
전남,2016.03,-266,-1151
전남,2016.04,-199,-905
전남,2016.05,-372,-668
전남,2016.06,-62,-498
전남,2016.07,-543,-682
전남,2016.08,-629,-1001
전남,2016.09,-697,-709
전남,2016.1,86,-361
전남,2016.11,476,-91
전남,2016.12,1975,624
전남,2017.01,-1264,-1082
전남,2017.02,-1280,-1429
전남,2017.03,-794,-1307
전남,2017.04,405,-503
전남,2017.05,-181,-845
전남,2017.06,-431,-721
전남,2017.07,-189,-457
전남,2017.08,-1290,-1040
전남,2017.09,-396,-527
전남,2017.1,-222,-338
전남,2017.11,151,-263
전남,2017.12,2444,917
전남,2018.01,-2330,-1448
전남,2018.02,-1497,-1189
전남,2018.03,-455,-1141
전남,2018.04,299,-692
전남,2018.05,-300,-772
전남,2018.06,-1413,-955
전남,2018.07,-1313,-1026
전남,2018.08,-1564,-1287
전남,2018.09,-1339,-786
전남,2018.1,-745,-698
전남,2018.11,681,45
전남,2018.12,1946,580
전남,2019.01,-3465,-2021
전남,2019.02,-2559,-1965
전남,2019.03,-1311,-1368
전남,2019.04,-671,-817
전남,2019.05,-1011,-1038
전남,2019.06,-782,-626
전남,2019.07,-1315,-984
전남,2019.08,-1365,-1285
전남,2019.09,-812,-832
전남,2019.1,-374,-389
전남,2019.11,1105,308
전남,2019.12,3772,1430
전남,2020.01,-3328,-1809
전남,2020.02,-2067,-1672
