시점,학생수,지역별,사설학원수,사교육참여율,수술인원
2007.09,,제주,933,,13568
2007.09,,충남,2770,,56712
2007.09,,충북,2258,,40876
2007.10,,강원,2320,,40693
2007.10,,경기,16322,,304836
2007.10,,경남,6002,,90704
2007.10,,경북,3318,,69292
2007.10,,광주,2675,,36589
2007.10,,대구,2966,,62144
2007.10,,대전,2132,,38572
2007.10,,부산,4758,,100147
2007.10,,서울,11892,,263268
2007.10,,울산,2458,,34198
2007.10,,인천,2830,,71130
2007.10,,전남,2704,,54950
2007.10,,전북,3301,,53926
2007.10,,제주,934,,13497
2007.10,,충남,2784,,56618
2007.10,,충북,2262,,40822
2007.11,,강원,2321,,40673
2007.11,,경기,16404,,305717
2007.11,,경남,6020,,90649
2007.11,,경북,3314,,69151
2007.11,,광주,2703,,36685
2007.11,,대구,2970,,62237
2007.11,,대전,2133,,38681
2007.11,,부산,4756,,100174
2007.11,,서울,11930,,263836
2007.11,,울산,2470,,34376
2007.11,,인천,2846,,71394
2007.11,,전남,2712,,54741
2007.11,,전북,3305,,53790
2007.11,,제주,934,,13426
2007.11,,충남,2798,,56524
2007.11,,충북,2267,,40769
2007.12,,강원,2321,,40652
2007.12,,경기,16485,,306597
2007.12,,경남,6037,,90595
2007.12,,경북,3310,,69010
2007.12,,광주,2732,,36781
2007.12,,대구,2974,,62331
2007.12,,대전,2134,,38789
2007.12,,부산,4753,,100200
2007.12,,서울,11968,,264405
2007.12,,울산,2483,,34555
2007.12,,인천,2863,,71659
2007.12,,전남,2720,,54533
2007.12,,전북,3309,,53654
2007.12,,제주,935,,13354
2007.12,,충남,2811,,56430
2007.12,,충북,2271,,40715
2008.01,,강원,2322,,40632
2008.01,,경기,16566,,307477
2008.01,,경남,6055,,90540
2008.01,,경북,3306,,68869
2008.01,,광주,2760,,36877
2008.01,,대구,2978,,62424
2008.01,,대전,2134,,38897
2008.01,,부산,4751,,100227
2008.01,,서울,12006,,264974
2008.01,,울산,2495,,34733
2008.01,,인천,2879,,71924
2008.01,,전남,2727,,54324
2008.01,,전북,3313,,53519
2008.01,,제주,936,,13283
2008.01,,충남,2825,,56336
2008.01,,충북,2276,,40661
2008.02,,강원,2328,,40894
2008.02,,경기,16653,,309952
2008.02,,경남,6055,,91400
2008.02,,경북,3318,,69421
2008.02,,광주,2714,,37185
2008.02,,대구,3016,,63007
2008.02,,대전,2140,,39070
2008.02,,부산,4751,,100998
2008.02,,서울,12013,,266800
2008.02,,울산,2508,,35033
2008.02,,인천,2877,,72566
2008.02,,전남,2736,,54676
2008.02,,전북,3327,,53747
2008.02,,제주,936,,13395
2008.02,,충남,2831,,56728
2008.02,,충북,2286,,41035
2008.03,,강원,2334,,41156
2008.03,,경기,16740,,312427
2008.03,,경남,6056,,92260
2008.03,,경북,3329,,69972
2008.03,,광주,2668,,37494
2008.03,,대구,3054,,63590
2008.03,,대전,2146,,39244
2008.03,,부산,4751,,101770
2008.03,,서울,12019,,268626
2008.03,,울산,2521,,35334
2008.03,,인천,2875,,73208
2008.03,,전남,2744,,55027
2008.03,,전북,3341,,53975
2008.03,,제주,936,,13506
2008.03,,충남,2838,,57120
2008.03,,충북,2296,,41409
2008.04,,강원,2340,,41418
2008.04,,경기,16828,,314902
2008.04,,경남,6056,,93121
2008.04,,경북,3341,,70524
2008.04,,광주,2623,,37802
2008.04,,대구,3092,,64174
2008.04,,대전,2152,,39417
2008.04,,부산,4751,,102541
2008.04,,서울,12026,,270452
2008.04,,울산,2534,,35634
2008.04,,인천,2872,,73851
2008.04,,전남,2752,,55378
2008.04,,전북,3354,,54203
2008.04,,제주,936,,13618
2008.04,,충남,2844,,57513
2008.04,,충북,2305,,41782
2008.05,,강원,2346,,41681
2008.05,,경기,16915,,317377
2008.05,,경남,6056,,93981
2008.05,,경북,3353,,71076
2008.05,,광주,2577,,38110
2008.05,,대구,3130,,64757
2008.05,,대전,2159,,39590
2008.05,,부산,4751,,103312
2008.05,,서울,12033,,272278
2008.05,,울산,2546,,35934
2008.05,,인천,2870,,74493
2008.05,,전남,2761,,55730
2008.05,,전북,3368,,54431
2008.05,,제주,936,,13730
2008.05,,충남,2851,,57905
2008.05,,충북,2315,,42156
2008.06,,강원,2352,,41943
2008.06,,경기,17002,,319852
2008.06,,경남,6057,,94841
2008.06,,경북,3364,,71628
2008.06,,광주,2531,,38418
2008.06,,대구,3168,,65340
2008.06,,대전,2165,,39764
2008.06,,부산,4751,,104084
2008.06,,서울,12039,,274104
2008.06,,울산,2559,,36235
2008.06,,인천,2868,,75135
2008.06,,전남,2770,,56082
2008.06,,전북,3382,,54659
2008.06,,제주,936,,13841
2008.06,,충남,2857,,58297
2008.06,,충북,2325,,42530
2008.07,,강원,2358,,42205
2008.07,,경기,17090,,322326
2008.07,,경남,6057,,95702
2008.07,,경북,3376,,72180
2008.07,,광주,2486,,38726
2008.07,,대구,3206,,65924
2008.07,,대전,2171,,39937
2008.07,,부산,4751,,104855
2008.07,,서울,12046,,275930
2008.07,,울산,2572,,36535
2008.07,,인천,2866,,75778
2008.07,,전남,2778,,56433
2008.07,,전북,3396,,54887
2008.07,,제주,936,,13953
2008.07,,충남,2864,,58690
2008.07,,충북,2334,,42904
2008.08,,강원,2363,,42467
2008.08,,경기,17177,,324801
2008.08,,경남,6057,,96562
2008.08,,경북,3388,,72731
2008.08,,광주,2440,,39035
2008.08,,대구,3245,,66507
2008.08,,대전,2177,,40110
2008.08,,부산,4751,,105626
2008.08,,서울,12053,,277755
2008.08,,울산,2585,,36835
2008.08,,인천,2864,,76420
2008.08,,전남,2786,,56784
2008.08,,전북,3410,,55115
2008.08,,제주,935,,14065
2008.08,,충남,2870,,59082
2008.08,,충북,2344,,43278
2008.09,,강원,2369,,42729
2008.09,,경기,17264,,327276
2008.09,,경남,6058,,97422
2008.09,,경북,3399,,73283
2008.09,,광주,2394,,39343
2008.09,,대구,3283,,67090
2008.09,,대전,2183,,40284
2008.09,,부산,4751,,106398
2008.09,,서울,12059,,279581
2008.09,,울산,2598,,37136
2008.09,,인천,2862,,77062
2008.09,,전남,2795,,57136
2008.09,,전북,3424,,55343
2008.09,,제주,935,,14176
2008.09,,충남,2876,,59474
2008.09,,충북,2354,,43652
2008.10,,강원,2375,,42992
2008.10,,경기,17351,,329751
2008.10,,경남,6058,,98282
2008.10,,경북,3411,,73835
2008.10,,광주,2348,,39651
2008.10,,대구,3321,,67673
2008.10,,대전,2190,,40457
2008.10,,부산,4751,,107169
2008.10,,서울,12066,,281407
2008.10,,울산,2610,,37436
2008.10,,인천,2860,,77704
2008.10,,전남,2804,,57488
2008.10,,전북,3438,,55571
2008.10,,제주,935,,14288
2008.10,,충남,2883,,59866
2008.10,,충북,2364,,44026
2008.11,,강원,2381,,43254
2008.11,,경기,17438,,332226
2008.11,,경남,6058,,99142
2008.11,,경북,3423,,74386
2008.11,,광주,2302,,39960
2008.11,,대구,3359,,68256
2008.11,,대전,2196,,40630
2008.11,,부산,4751,,107940
2008.11,,서울,12073,,283233
2008.11,,울산,2623,,37736
2008.11,,인천,2857,,78346
2008.11,,전남,2812,,57839
2008.11,,전북,3451,,55799
2008.11,,제주,935,,14400
2008.11,,충남,2889,,60258
2008.11,,충북,2374,,44399
2008.12,,강원,2387,,43516
2008.12,,경기,17526,,334701
2008.12,,경남,6059,,100003
2008.12,,경북,3434,,74938
2008.12,,광주,2257,,40268
2008.12,,대구,3397,,68840
2008.12,,대전,2202,,40804
2008.12,,부산,4751,,108712
2008.12,,서울,12079,,285059
2008.12,,울산,2636,,38037
2008.12,,인천,2855,,78989
2008.12,,전남,2820,,58190
2008.12,,전북,3465,,56027
2008.12,,제주,935,,14511
2008.12,,충남,2896,,60651
2008.12,,충북,2383,,44773
2009.01,,강원,2393,68.100,43778
2009.01,,경기,17613,77.400,337176
2009.01,,경남,6059,75.600,100863
2009.01,,경북,3446,74.000,75490
2009.01,,광주,2211,75.900,40576
2009.01,,대구,3435,77.500,69423
2009.01,,대전,2208,74.200,40977
2009.01,,부산,4751,72.400,109483
2009.01,,서울,12086,79.600,286885
2009.01,,울산,2649,75.400,38337
2009.01,,인천,2853,73.900,79631
2009.01,,전남,2829,67.700,58542
2009.01,,전북,3479,65.800,56255
2009.01,,제주,935,68.700,14623
2009.01,,충남,2902,68.500,61043
2009.01,,충북,2393,69.400,45147
2009.02,,강원,2398,67.967,43771
2009.02,,경기,17657,77.325,337975
2009.02,,경남,6078,75.433,100931
2009.02,,경북,3456,73.667,75606
2009.02,,광주,2233,75.783,40628
2009.02,,대구,3475,77.492,69432
2009.02,,대전,2209,74.300,41116
2009.02,,부산,4760,72.425,109640
2009.02,,서울,12176,79.425,287070
2009.02,,울산,2648,75.242,38331
2009.02,,인천,2859,73.750,79811
2009.02,,전남,2835,67.550,58501
2009.02,,전북,3509,65.750,56257
2009.02,,제주,940,68.808,14628
2009.02,,충남,2917,68.308,61159
2009.02,,충북,2401,69.192,45307
2009.03,,강원,2404,67.833,43763
2009.03,,경기,17702,77.250,338774
2009.03,,경남,6098,75.267,100998
2009.03,,경북,3467,73.333,75722
2009.03,,광주,2255,75.667,40680
2009.03,,대구,3514,77.483,69441
2009.03,,대전,2210,74.400,41254
2009.03,,부산,4769,72.450,109797
2009.03,,서울,12266,79.250,287254
2009.03,,울산,2646,75.083,38325
2009.03,,인천,2865,73.600,79992
2009.03,,전남,2840,67.400,58461
2009.03,,전북,3540,65.700,56259
2009.03,,제주,945,68.917,14634
2009.03,,충남,2931,68.117,61275
2009.03,,충북,2409,68.983,45468
2009.04,,강원,2409,67.700,43756
2009.04,,경기,17746,77.175,339573
2009.04,,경남,6117,75.100,101066
2009.04,,경북,3478,73.000,75839
2009.04,,광주,2277,75.550,40731
2009.04,,대구,3554,77.475,69450
2009.04,,대전,2210,74.500,41393
2009.04,,부산,4778,72.475,109954
2009.04,,서울,12356,79.075,287439
2009.04,,울산,2645,74.925,38319
2009.04,,인천,2871,73.450,80172
2009.04,,전남,2846,67.250,58420
2009.04,,전북,3570,65.650,56261
2009.04,,제주,950,69.025,14639
2009.04,,충남,2946,67.925,61390
2009.04,,충북,2417,68.775,45628
2009.05,,강원,2414,67.567,43749
2009.05,,경기,17791,77.100,340372
2009.05,,경남,6136,74.933,101134
2009.05,,경북,3488,72.667,75955
2009.05,,광주,2299,75.433,40783
2009.05,,대구,3593,77.467,69459
2009.05,,대전,2211,74.600,41532
2009.05,,부산,4787,72.500,110111
2009.05,,서울,12447,78.900,287623
2009.05,,울산,2643,74.767,38313
2009.05,,인천,2877,73.300,80352
2009.05,,전남,2852,67.100,58379
2009.05,,전북,3600,65.600,56263
2009.05,,제주,955,69.133,14645
2009.05,,충남,2960,67.733,61506
2009.05,,충북,2425,68.567,45788
2009.06,,강원,2419,67.433,43741
2009.06,,경기,17835,77.025,341171
2009.06,,경남,6156,74.767,101202
2009.06,,경북,3498,72.333,76071
2009.06,,광주,2321,75.317,40835
2009.06,,대구,3633,77.458,69468
2009.06,,대전,2212,74.700,41670
2009.06,,부산,4796,72.525,110268
2009.06,,서울,12537,78.725,287808
2009.06,,울산,2642,74.608,38307
2009.06,,인천,2883,73.150,80532
2009.06,,전남,2857,66.950,58339
2009.06,,전북,3630,65.550,56265
2009.06,,제주,960,69.242,14650
2009.06,,충남,2975,67.542,61622
2009.06,,충북,2433,68.358,45948
2009.07,,강원,2424,67.300,43734
2009.07,,경기,17880,76.950,341970
2009.07,,경남,6175,74.600,101270
2009.07,,경북,3509,72.000,76188
2009.07,,광주,2344,75.200,40886
2009.07,,대구,3672,77.450,69478
2009.07,,대전,2213,74.800,41809
2009.07,,부산,4806,72.550,110425
2009.07,,서울,12627,78.550,287992
2009.07,,울산,2640,74.450,38301
2009.07,,인천,2888,73.000,80712
2009.07,,전남,2863,66.800,58298
2009.07,,전북,3660,65.500,56267
2009.07,,제주,964,69.350,14656
2009.07,,충남,2990,67.350,61738
2009.07,,충북,2441,68.150,46108
2009.08,,강원,2430,67.167,43727
2009.08,,경기,17924,76.875,342769
2009.08,,경남,6194,74.433,101337
2009.08,,경북,3520,71.667,76304
2009.08,,광주,2366,75.083,40938
2009.08,,대구,3712,77.442,69487
2009.08,,대전,2214,74.900,41948
2009.08,,부산,4815,72.575,110582
2009.08,,서울,12717,78.375,288177
2009.08,,울산,2639,74.292,38295
2009.08,,인천,2894,72.850,80893
2009.08,,전남,2869,66.650,58257
2009.08,,전북,3691,65.450,56269
2009.08,,제주,969,69.458,14661
2009.08,,충남,3004,67.158,61854
2009.08,,충북,2449,67.942,46269
2009.09,,강원,2435,67.033,43719
2009.09,,경기,17968,76.800,343568
2009.09,,경남,6214,74.267,101405
2009.09,,경북,3530,71.333,76420
2009.09,,광주,2388,74.967,40990
2009.09,,대구,3752,77.433,69496
2009.09,,대전,2215,75.000,42086
2009.09,,부산,4824,72.600,110739
2009.09,,서울,12807,78.200,288362
2009.09,,울산,2638,74.133,38289
2009.09,,인천,2900,72.700,81073
2009.09,,전남,2874,66.500,58217
2009.09,,전북,3721,65.400,56271
2009.09,,제주,974,69.567,14666
2009.09,,충남,3019,66.967,61970
2009.09,,충북,2457,67.733,46429
2009.10,,강원,2440,66.900,43712
2009.10,,경기,18013,76.725,344367
2009.10,,경남,6233,74.100,101473
2009.10,,경북,3540,71.000,76536
2009.10,,광주,2410,74.850,41042
2009.10,,대구,3791,77.425,69505
2009.10,,대전,2216,75.100,42225
2009.10,,부산,4833,72.625,110896
2009.10,,서울,12898,78.025,288546
2009.10,,울산,2636,73.975,38283
2009.10,,인천,2906,72.550,81253
2009.10,,전남,2880,66.350,58176
2009.10,,전북,3751,65.350,56273
2009.10,,제주,979,69.675,14672
2009.10,,충남,3033,66.775,62086
2009.10,,충북,2465,67.525,46589
2009.11,,강원,2446,66.767,43705
2009.11,,경기,18057,76.650,345166
2009.11,,경남,6252,73.933,101540
2009.11,,경북,3551,70.667,76652
2009.11,,광주,2432,74.733,41094
2009.11,,대구,3831,77.417,69514
2009.11,,대전,2216,75.200,42364
2009.11,,부산,4842,72.650,111053
2009.11,,서울,12988,77.850,288731
2009.11,,울산,2635,73.817,38277
2009.11,,인천,2912,72.400,81434
2009.11,,전남,2886,66.200,58135
2009.11,,전북,3782,65.300,56275
2009.11,,제주,984,69.783,14677
2009.11,,충남,3048,66.583,62201
2009.11,,충북,2473,67.317,46750
2009.12,,강원,2451,66.633,43697
2009.12,,경기,18102,76.575,345965
2009.12,,경남,6272,73.767,101608
2009.12,,경북,3562,70.333,76769
2009.12,,광주,2454,74.617,41145
2009.12,,대구,3870,77.408,69523
2009.12,,대전,2217,75.300,42502
2009.12,,부산,4851,72.675,111210
2009.12,,서울,13078,77.675,288915
2009.12,,울산,2633,73.658,38271
2009.12,,인천,2918,72.250,81614
2009.12,,전남,2891,66.050,58095
2009.12,,전북,3812,65.250,56277
2009.12,,제주,989,69.892,14683
2009.12,,충남,3062,66.392,62317
2009.12,,충북,2481,67.108,46910
2010.01,,강원,2456,66.500,43690
2010.01,,경기,18146,76.500,346764
2010.01,,경남,6291,73.600,101676
2010.01,,경북,3572,70.000,76885
2010.01,,광주,2476,74.500,41197
2010.01,,대구,3910,77.400,69532
2010.01,,대전,2218,75.400,42641
2010.01,,부산,4860,72.700,111367
2010.01,,서울,13168,77.500,289100
2010.01,,울산,2632,73.500,38265
2010.01,,인천,2924,72.100,81794
2010.01,,전남,2897,65.900,58054
2010.01,,전북,3842,65.200,56279
2010.01,,제주,994,70.000,14688
2010.01,,충남,3077,66.200,62433
2010.01,,충북,2489,66.900,47070
2010.02,,강원,2458,66.050,43579
2010.02,,경기,18190,76.408,346041
2010.02,,경남,6264,73.250,101511
2010.02,,경북,3586,69.875,76881
2010.02,,광주,2460,74.350,41141
2010.02,,대구,3896,77.150,69218
2010.02,,대전,2214,75.217,42494
2010.02,,부산,4874,72.450,111228
2010.02,,서울,13194,77.458,288005
2010.02,,울산,2629,73.400,38148
2010.02,,인천,2916,71.925,81598
2010.02,,전남,2896,65.633,58063
2010.02,,전북,3852,64.842,56171
2010.02,,제주,991,69.875,14657
2010.02,,충남,3066,66.242,62307
2010.02,,충북,2484,66.733,47051
2010.03,,강원,2459,65.600,43468
2010.03,,경기,18234,76.317,345319
2010.03,,경남,6238,72.900,101345
2010.03,,경북,3599,69.750,76876
2010.03,,광주,2444,74.200,41086
2010.03,,대구,3883,76.900,68905
2010.03,,대전,2210,75.033,42348
2010.03,,부산,4888,72.200,111090
2010.03,,서울,13220,77.417,286909
2010.03,,울산,2627,73.300,38031
2010.03,,인천,2908,71.750,81401
2010.03,,전남,2896,65.367,58073
2010.03,,전북,3861,64.483,56064
2010.03,,제주,988,69.750,14626
2010.03,,충남,3055,66.283,62180
2010.03,,충북,2480,66.567,47032
2010.04,,강원,2460,65.150,43356
2010.04,,경기,18278,76.225,344596
2010.04,,경남,6211,72.550,101180
2010.04,,경북,3613,69.625,76872
2010.04,,광주,2427,74.050,41030
2010.04,,대구,3869,76.650,68591
2010.04,,대전,2206,74.850,42201
2010.04,,부산,4902,71.950,110951
2010.04,,서울,13245,77.375,285814
2010.04,,울산,2624,73.200,37914
2010.04,,인천,2901,71.575,81205
2010.04,,전남,2896,65.100,58082
2010.04,,전북,3870,64.125,55956
2010.04,,제주,985,69.625,14595
2010.04,,충남,3044,66.325,62054
2010.04,,충북,2476,66.400,47013
2010.05,,강원,2462,64.700,43245
2010.05,,경기,18322,76.133,343874
2010.05,,경남,6184,72.200,101015
2010.05,,경북,3626,69.500,76867
2010.05,,광주,2411,73.900,40974
2010.05,,대구,3855,76.400,68278
2010.05,,대전,2201,74.667,42054
2010.05,,부산,4915,71.700,110812
2010.05,,서울,13271,77.333,284719
2010.05,,울산,2621,73.100,37797
2010.05,,인천,2893,71.400,81008
2010.05,,전남,2895,64.833,58091
2010.05,,전북,3880,63.767,55848
2010.05,,제주,982,69.500,14564
2010.05,,충남,3033,66.367,61928
2010.05,,충북,2471,66.233,46994
2010.06,,강원,2464,64.250,43134
2010.06,,경기,18366,76.042,343151
2010.06,,경남,6157,71.850,100849
2010.06,,경북,3640,69.375,76863
2010.06,,광주,2395,73.750,40919
2010.06,,대구,3842,76.150,67964
2010.06,,대전,2197,74.483,41907
2010.06,,부산,4929,71.450,110674
2010.06,,서울,13297,77.292,283623
2010.06,,울산,2619,73.000,37680
2010.06,,인천,2885,71.225,80812
2010.06,,전남,2894,64.567,58101
2010.06,,전북,3890,63.408,55741
2010.06,,제주,979,69.375,14533
2010.06,,충남,3022,66.408,61801
2010.06,,충북,2466,66.067,46975
2010.07,,강원,2465,63.800,43023
2010.07,,경기,18410,75.950,342428
2010.07,,경남,6130,71.500,100684
2010.07,,경북,3654,69.250,76858
2010.07,,광주,2378,73.600,40863
2010.07,,대구,3828,75.900,67650
2010.07,,대전,2193,74.300,41760
2010.07,,부산,4943,71.200,110535
2010.07,,서울,13322,77.250,282528
2010.07,,울산,2616,72.900,37564
2010.07,,인천,2878,71.050,80616
2010.07,,전남,2894,64.300,58110
2010.07,,전북,3899,63.050,55633
2010.07,,제주,976,69.250,14502
2010.07,,충남,3010,66.450,61675
2010.07,,충북,2462,65.900,46956
2010.08,,강원,2466,63.350,42912
2010.08,,경기,18454,75.858,341706
2010.08,,경남,6104,71.150,100519
2010.08,,경북,3667,69.125,76854
2010.08,,광주,2362,73.450,40807
2010.08,,대구,3814,75.650,67337
2010.08,,대전,2189,74.117,41614
2010.08,,부산,4957,70.950,110396
2010.08,,서울,13348,77.208,281433
2010.08,,울산,2613,72.800,37447
2010.08,,인천,2870,70.875,80419
2010.08,,전남,2894,64.033,58119
2010.08,,전북,3908,62.692,55525
2010.08,,제주,972,69.125,14470
2010.08,,충남,2999,66.492,61549
2010.08,,충북,2458,65.733,46938
2010.09,,강원,2468,62.900,42801
2010.09,,경기,18498,75.767,340983
2010.09,,경남,6077,70.800,100353
2010.09,,경북,3681,69.000,76850
2010.09,,광주,2346,73.300,40752
2010.09,,대구,3801,75.400,67023
2010.09,,대전,2185,73.933,41467
2010.09,,부산,4971,70.700,110258
2010.09,,서울,13374,77.167,280337
2010.09,,울산,2611,72.700,37330
2010.09,,인천,2862,70.700,80223
2010.09,,전남,2893,63.767,58129
2010.09,,전북,3918,62.333,55418
2010.09,,제주,969,69.000,14439
2010.09,,충남,2988,66.533,61422
2010.09,,충북,2453,65.567,46919
2010.10,,강원,2470,62.450,42690
2010.10,,경기,18542,75.675,340261
2010.10,,경남,6050,70.450,100188
2010.10,,경북,3694,68.875,76845
2010.10,,광주,2330,73.150,40696
2010.10,,대구,3787,75.150,66710
2010.10,,대전,2180,73.750,41320
2010.10,,부산,4984,70.450,110119
2010.10,,서울,13400,77.125,279242
2010.10,,울산,2608,72.600,37213
2010.10,,인천,2854,70.525,80026
2010.10,,전남,2892,63.500,58138
2010.10,,전북,3928,61.975,55310
2010.10,,제주,966,68.875,14408
2010.10,,충남,2977,66.575,61296
2010.10,,충북,2448,65.400,46900
2010.11,,강원,2471,62.000,42578
2010.11,,경기,18586,75.583,339538
2010.11,,경남,6024,70.100,100023
2010.11,,경북,3708,68.750,76841
2010.11,,광주,2314,73.000,40640
2010.11,,대구,3773,74.900,66396
2010.11,,대전,2176,73.567,41174
2010.11,,부산,4998,70.200,109980
2010.11,,서울,13426,77.083,278147
2010.11,,울산,2605,72.500,37096
2010.11,,인천,2846,70.350,79830
2010.11,,전남,2892,63.233,58147
2010.11,,전북,3937,61.617,55202
2010.11,,제주,963,68.750,14377
2010.11,,충남,2966,66.617,61170
2010.11,,충북,2444,65.233,46881
2010.12,,강원,2472,61.550,42467
2010.12,,경기,18630,75.492,338816
2010.12,,경남,5997,69.750,99857
2010.12,,경북,3721,68.625,76836
2010.12,,광주,2297,72.850,40585
2010.12,,대구,3760,74.650,66083
2010.12,,대전,2172,73.383,41027
2010.12,,부산,5012,69.950,109842
2010.12,,서울,13451,77.042,277051
2010.12,,울산,2603,72.400,36979
2010.12,,인천,2839,70.175,79633
2010.12,,전남,2892,62.967,58157
2010.12,,전북,3946,61.258,55095
2010.12,,제주,960,68.625,14346
2010.12,,충남,2955,66.658,61043
2010.12,,충북,2440,65.067,46862
2011.01,99.250,강원,2474,61.100,42356
2011.01,120.170,경기,18674,75.400,338093
2011.01,109.430,경남,5970,69.400,99692
2011.01,100.700,경북,3735,68.500,76832
2011.01,119.580,광주,2281,72.700,40529
2011.01,120.220,대구,3746,74.400,65769
2011.01,115.650,대전,2168,73.200,40880
2011.01,114.050,부산,5026,69.700,109703
2011.01,115.030,서울,13477,77.000,275956
2011.01,117.550,울산,2600,72.300,36862
2011.01,116.600,인천,2831,70.000,79437
2011.01,94.920,전남,2891,62.700,58166
2011.01,99.050,전북,3956,60.900,54987
2011.01,115.410,제주,957,68.500,14315
2011.01,104.620,충남,2944,66.700,60917
2011.01,106.120,충북,2435,64.900,46843
2011.02,99.153,강원,2462,61.383,42752
2011.02,119.993,경기,18662,75.025,337681
2011.02,109.313,경남,5966,69.333,100507
2011.02,100.633,경북,3732,68.425,77725
2011.02,119.309,광주,2261,72.542,40746
2011.02,119.981,대구,3729,74.483,66111
2011.02,115.395,대전,2168,73.217,40936
2011.02,113.846,부산,5012,69.617,110714
2011.02,114.987,서울,13495,76.708,275540
2011.02,117.313,울산,2595,72.183,36631
2011.02,116.362,인천,2873,69.717,79657
2011.02,94.849,전남,2887,62.650,59169
2011.02,98.941,전북,3960,60.992,55720
2011.02,115.243,제주,959,68.333,14497
2011.02,104.536,충남,2927,66.242,61404
2011.02,105.998,충북,2432,64.817,47204
2011.03,99.057,강원,2451,61.667,43149
2011.03,119.817,경기,18650,74.650,337270
2011.03,109.197,경남,5961,69.267,101322
2011.03,100.565,경북,3728,68.350,78618
2011.03,119.038,광주,2240,72.383,40964
2011.03,119.742,대구,3712,74.567,66453
2011.03,115.140,대전,2168,73.233,40992
2011.03,113.642,부산,4998,69.533,111724
2011.03,114.943,서울,13512,76.417,275123
2011.03,117.077,울산,2589,72.067,36401
2011.03,116.125,인천,2916,69.433,79878
2011.03,94.778,전남,2883,62.600,60172
2011.03,98.832,전북,3964,61.083,56454
2011.03,115.077,제주,961,68.167,14679
2011.03,104.452,충남,2910,65.783,61891
2011.03,105.875,충북,2428,64.733,47566
2011.04,98.960,강원,2439,61.950,43545
2011.04,119.640,경기,18638,74.275,336858
2011.04,109.080,경남,5956,69.200,102138
2011.04,100.498,경북,3725,68.275,79512
2011.04,118.767,광주,2220,72.225,41182
2011.04,119.502,대구,3695,74.650,66796
2011.04,114.885,대전,2168,73.250,41048
2011.04,113.438,부산,4984,69.450,112734
2011.04,114.900,서울,13530,76.125,274706
2011.04,116.840,울산,2584,71.950,36170
2011.04,115.887,인천,2958,69.150,80098
2011.04,94.707,전남,2880,62.550,61175
2011.04,98.722,전북,3968,61.175,57187
2011.04,114.910,제주,963,68.000,14862
2011.04,104.368,충남,2892,65.325,62378
2011.04,105.752,충북,2424,64.650,47927
2011.05,98.863,강원,2428,62.233,43941
2011.05,119.463,경기,18626,73.900,336446
2011.05,108.963,경남,5952,69.133,102953
2011.05,100.430,경북,3722,68.200,80405
2011.05,118.497,광주,2200,72.067,41399
2011.05,119.263,대구,3678,74.733,67138
2011.05,114.630,대전,2168,73.267,41105
2011.05,113.233,부산,4970,69.367,113745
2011.05,114.857,서울,13547,75.833,274290
2011.05,116.603,울산,2578,71.833,35940
2011.05,115.650,인천,3000,68.867,80318
2011.05,94.637,전남,2876,62.500,62178
2011.05,98.613,전북,3972,61.267,57921
2011.05,114.743,제주,965,67.833,15044
2011.05,104.283,충남,2875,64.867,62865
2011.05,105.630,충북,2421,64.567,48289
2011.06,98.767,강원,2416,62.517,44338
2011.06,119.287,경기,18614,73.525,336034
2011.06,108.847,경남,5948,69.067,103768
2011.06,100.362,경북,3719,68.125,81298
2011.06,118.226,광주,2180,71.908,41616
2011.06,119.024,대구,3661,74.817,67480
2011.06,114.375,대전,2168,73.283,41161
2011.06,113.029,부산,4956,69.283,114756
2011.06,114.813,서울,13565,75.542,273874
2011.06,116.367,울산,2573,71.717,35709
2011.06,115.412,인천,3042,68.583,80538
2011.06,94.566,전남,2872,62.450,63181
2011.06,98.504,전북,3976,61.358,58654
2011.06,114.577,제주,967,67.667,15226
2011.06,104.199,충남,2858,64.408,63352
2011.06,105.508,충북,2418,64.483,48650
2011.07,98.670,강원,2404,62.800,44734
2011.07,119.110,경기,18602,73.150,335622
2011.07,108.730,경남,5943,69.000,104583
2011.07,100.295,경북,3716,68.050,82192
2011.07,117.955,광주,2160,71.750,41834
2011.07,118.785,대구,3644,74.900,67822
2011.07,114.120,대전,2168,73.300,41217
2011.07,112.825,부산,4942,69.200,115766
2011.07,114.770,서울,13582,75.250,273457
2011.07,116.130,울산,2568,71.600,35478
2011.07,115.175,인천,3084,68.300,80758
2011.07,94.495,전남,2868,62.400,64184
2011.07,98.395,전북,3980,61.450,59388
2011.07,114.410,제주,968,67.500,15408
2011.07,104.115,충남,2841,63.950,63840
2011.07,105.385,충북,2414,64.400,49012
2011.08,98.573,강원,2393,63.083,45130
2011.08,118.933,경기,18590,72.775,335211
2011.08,108.613,경남,5938,68.933,105398
2011.08,100.228,경북,3712,67.975,83085
2011.08,117.684,광주,2139,71.592,42052
2011.08,118.546,대구,3627,74.983,68164
2011.08,113.865,대전,2167,73.317,41273
2011.08,112.621,부산,4929,69.117,116776
2011.08,114.727,서울,13600,74.958,273040
2011.08,115.893,울산,2562,71.483,35248
2011.08,114.938,인천,3127,68.017,80979
2011.08,94.424,전남,2864,62.350,65188
2011.08,98.286,전북,3985,61.542,60121
2011.08,114.243,제주,970,67.333,15590
2011.08,104.031,충남,2824,63.492,64327
2011.08,105.263,충북,2410,64.317,49373
