시점,학생수,지역별,사설학원수,사교육참여율,수술인원
2011.09,98.477,강원,2381,63.367,45527
2011.09,118.757,경기,18578,72.400,334799
2011.09,108.497,경남,5934,68.867,106213
2011.09,100.160,경북,3709,67.900,83978
2011.09,117.413,광주,2119,71.433,42269
2011.09,118.307,대구,3610,75.067,68506
2011.09,113.610,대전,2167,73.333,41329
2011.09,112.417,부산,4915,69.033,117787
2011.09,114.683,서울,13618,74.667,272624
2011.09,115.657,울산,2557,71.367,35017
2011.09,114.700,인천,3169,67.733,81199
2011.09,94.353,전남,2860,62.300,66191
2011.09,98.177,전북,3989,61.633,60854
2011.09,114.077,제주,972,67.167,15772
2011.09,103.947,충남,2807,63.033,64814
2011.09,105.140,충북,2407,64.233,49734
2011.10,98.380,강원,2370,63.650,45923
2011.10,118.580,경기,18566,72.025,334387
2011.10,108.380,경남,5930,68.800,107028
2011.10,100.093,경북,3706,67.825,84871
2011.10,117.142,광주,2099,71.275,42486
2011.10,118.067,대구,3593,75.150,68848
2011.10,113.355,대전,2167,73.350,41386
2011.10,112.212,부산,4901,68.950,118798
2011.10,114.640,서울,13635,74.375,272208
2011.10,115.420,울산,2551,71.250,34787
2011.10,114.463,인천,3211,67.450,81419
2011.10,94.282,전남,2856,62.250,67194
2011.10,98.067,전북,3993,61.725,61588
2011.10,113.910,제주,974,67.000,15954
2011.10,103.862,충남,2790,62.575,65301
2011.10,105.018,충북,2404,64.150,50096
2011.11,98.283,강원,2358,63.933,46319
2011.11,118.403,경기,18554,71.650,333976
2011.11,108.263,경남,5925,68.733,107844
2011.11,100.025,경북,3702,67.750,85764
2011.11,116.872,광주,2078,71.117,42704
2011.11,117.828,대구,3576,75.233,69191
2011.11,113.100,대전,2167,73.367,41442
2011.11,112.008,부산,4887,68.867,119808
2011.11,114.597,서울,13653,74.083,271791
2011.11,115.183,울산,2546,71.133,34556
2011.11,114.225,인천,3254,67.167,81640
2011.11,94.212,전남,2853,62.200,68197
2011.11,97.958,전북,3997,61.817,62321
2011.11,113.743,제주,976,66.833,16137
2011.11,103.778,충남,2772,62.117,65788
2011.11,104.895,충북,2400,64.067,50457
2011.12,98.187,강원,2347,64.217,46716
2011.12,118.227,경기,18542,71.275,333564
2011.12,108.147,경남,5920,68.667,108659
2011.12,99.957,경북,3699,67.675,86658
2011.12,116.601,광주,2058,70.958,42922
2011.12,117.589,대구,3559,75.317,69533
2011.12,112.845,대전,2167,73.383,41498
2011.12,111.804,부산,4873,68.783,120818
2011.12,114.553,서울,13670,73.792,271374
2011.12,114.947,울산,2540,71.017,34326
2011.12,113.987,인천,3296,66.883,81860
2011.12,94.141,전남,2849,62.150,69200
2011.12,97.849,전북,4001,61.908,63055
2011.12,113.577,제주,978,66.667,16319
2011.12,103.694,충남,2755,61.658,66275
2011.12,104.773,충북,2396,63.983,50819
2012.01,98.090,강원,2335,64.500,47112
2012.01,118.050,경기,18530,70.900,333152
2012.01,108.030,경남,5916,68.600,109474
2012.01,99.890,경북,3696,67.600,87551
2012.01,116.330,광주,2038,70.800,43139
2012.01,117.350,대구,3542,75.400,69875
2012.01,112.590,대전,2167,73.400,41554
2012.01,111.600,부산,4859,68.700,121829
2012.01,114.510,서울,13688,73.500,270958
2012.01,,세종,90,,3521
2012.01,114.710,울산,2535,70.900,34095
2012.01,113.750,인천,3338,66.600,82080
2012.01,94.070,전남,2845,62.100,70203
2012.01,97.740,전북,4005,62.000,63788
2012.01,113.410,제주,980,66.500,16501
2012.01,103.610,충남,2738,61.200,66762
2012.01,104.650,충북,2393,63.900,51180
2012.02,97.958,강원,2334,64.283,47100
2012.02,117.811,경기,18497,70.992,332790
2012.02,107.847,경남,5895,68.492,109370
2012.02,99.773,경북,3688,67.325,87543
2012.02,116.124,광주,2149,70.717,43051
2012.02,116.957,대구,3550,75.108,69808
2012.02,112.407,대전,2166,73.342,41475
2012.02,111.320,부산,4841,68.583,121692
2012.02,114.293,서울,13664,73.625,270115
2012.02,,세종,92,,3535
2012.02,114.505,울산,2516,70.600,34098
2012.02,113.515,인천,3326,66.492,82076
2012.02,93.932,전남,2840,61.842,70351
2012.02,97.614,전북,3999,61.825,63775
2012.02,113.259,제주,980,66.325,16498
2012.02,103.505,충남,2734,61.158,66942
2012.02,104.436,충북,2391,63.783,51192
2012.03,97.827,강원,2334,64.067,47088
2012.03,117.572,경기,18464,71.083,332427
2012.03,107.665,경남,5874,68.383,109266
2012.03,99.655,경북,3679,67.050,87535
2012.03,115.918,광주,2260,70.633,42963
2012.03,116.563,대구,3558,74.817,69741
2012.03,112.225,대전,2166,73.283,41395
2012.03,111.040,부산,4822,68.467,121556
2012.03,114.075,서울,13641,73.750,269273
2012.03,,세종,93,,3550
2012.03,114.300,울산,2496,70.300,34100
2012.03,113.280,인천,3315,66.383,82072
2012.03,93.793,전남,2835,61.583,70499
2012.03,97.488,전북,3993,61.650,63762
2012.03,113.108,제주,980,66.150,16495
2012.03,103.400,충남,2729,61.117,67121
2012.03,104.222,충북,2388,63.667,51204
2012.04,97.695,강원,2333,63.850,47075
2012.04,117.332,경기,18431,71.175,332065
2012.04,107.483,경남,5852,68.275,109161
2012.04,99.537,경북,3670,66.775,87528
2012.04,115.713,광주,2370,70.550,42875
2012.04,116.170,대구,3566,74.525,69674
2012.04,112.043,대전,2165,73.225,41316
2012.04,110.760,부산,4804,68.350,121419
2012.04,113.858,서울,13617,73.875,268430
2012.04,,세종,94,,3564
2012.04,114.095,울산,2477,70.000,34103
2012.04,113.045,인천,3303,66.275,82069
2012.04,93.655,전남,2830,61.325,70648
2012.04,97.362,전북,3987,61.475,63748
2012.04,112.957,제주,980,65.975,16492
2012.04,103.295,충남,2724,61.075,67301
2012.04,104.008,충북,2386,63.550,51216
2012.05,97.563,강원,2332,63.633,47063
2012.05,117.093,경기,18398,71.267,331703
2012.05,107.300,경남,5831,68.167,109057
2012.05,99.420,경북,3662,66.500,87520
2012.05,115.507,광주,2481,70.467,42787
2012.05,115.777,대구,3574,74.233,69608
2012.05,111.860,대전,2164,73.167,41237
2012.05,110.480,부산,4785,68.233,121282
2012.05,113.640,서울,13594,74.000,267588
2012.05,,세종,96,,3579
2012.05,113.890,울산,2458,69.700,34106
2012.05,112.810,인천,3291,66.167,82065
2012.05,93.517,전남,2826,61.067,70796
2012.05,97.237,전북,3981,61.300,63735
2012.05,112.807,제주,979,65.800,16489
2012.05,103.190,충남,2720,61.033,67480
2012.05,103.793,충북,2384,63.433,51228
2012.06,97.432,강원,2331,63.417,47051
2012.06,116.854,경기,18365,71.358,331340
2012.06,107.118,경남,5810,68.058,108953
2012.06,99.303,경북,3654,66.225,87512
2012.06,115.301,광주,2592,70.383,42699
2012.06,115.383,대구,3582,73.942,69541
2012.06,111.678,대전,2164,73.108,41157
2012.06,110.200,부산,4767,68.117,121146
2012.06,113.422,서울,13570,74.125,266745
2012.06,,세종,98,,3593
2012.06,113.685,울산,2438,69.400,34109
2012.06,112.575,인천,3280,66.058,82061
2012.06,93.378,전남,2821,60.808,70944
2012.06,97.111,전북,3975,61.125,63722
2012.06,112.656,제주,979,65.625,16486
2012.06,103.085,충남,2716,60.992,67660
2012.06,103.579,충북,2381,63.317,51240
2012.07,97.300,강원,2330,63.200,47038
2012.07,116.615,경기,18332,71.450,330978
2012.07,106.935,경남,5789,67.950,108848
2012.07,99.185,경북,3645,65.950,87504
2012.07,115.095,광주,2703,70.300,42611
2012.07,114.990,대구,3590,73.650,69474
2012.07,111.495,대전,2163,73.050,41078
2012.07,109.920,부산,4748,68.000,121009
2012.07,113.205,서울,13546,74.250,265902
2012.07,,세종,99,,3608
2012.07,113.480,울산,2419,69.100,34112
2012.07,112.340,인천,3268,65.950,82058
2012.07,93.240,전남,2816,60.550,71092
2012.07,96.985,전북,3969,60.950,63709
2012.07,112.505,제주,979,65.450,16482
2012.07,102.980,충남,2711,60.950,67840
2012.07,103.365,충북,2379,63.200,51252
2012.08,97.168,강원,2330,62.983,47026
2012.08,116.376,경기,18299,71.542,330616
2012.08,106.752,경남,5768,67.842,108744
2012.08,99.067,경북,3636,65.675,87496
2012.08,114.889,광주,2814,70.217,42523
2012.08,114.597,대구,3599,73.358,69407
2012.08,111.312,대전,2162,72.992,40999
2012.08,109.640,부산,4730,67.883,120872
2012.08,112.988,서울,13523,74.375,265060
2012.08,,세종,100,,3622
2012.08,113.275,울산,2400,68.800,34114
2012.08,112.105,인천,3256,65.842,82054
2012.08,93.102,전남,2811,60.292,71240
2012.08,96.859,전북,3963,60.775,63696
2012.08,112.354,제주,979,65.275,16479
2012.08,102.875,충남,2706,60.908,68019
2012.08,103.151,충북,2377,63.083,51263
2012.09,97.037,강원,2329,62.767,47014
2012.09,116.137,경기,18266,71.633,330253
2012.09,106.570,경남,5747,67.733,108640
2012.09,98.950,경북,3628,65.400,87488
2012.09,114.683,광주,2925,70.133,42435
2012.09,114.203,대구,3607,73.067,69340
2012.09,111.130,대전,2162,72.933,40919
2012.09,109.360,부산,4712,67.767,120736
2012.09,112.770,서울,13499,74.500,264217
2012.09,,세종,102,,3636
2012.09,113.070,울산,2380,68.500,34117
2012.09,111.870,인천,3245,65.733,82050
2012.09,92.963,전남,2806,60.033,71388
2012.09,96.733,전북,3957,60.600,63683
2012.09,112.203,제주,979,65.100,16476
2012.09,102.770,충남,2702,60.867,68199
2012.09,102.937,충북,2374,62.967,51275
2012.10,96.905,강원,2328,62.550,47002
2012.10,115.898,경기,18233,71.725,329891
2012.10,106.388,경남,5726,67.625,108536
2012.10,98.833,경북,3620,65.125,87480
2012.10,114.477,광주,3036,70.050,42347
2012.10,113.810,대구,3615,72.775,69274
2012.10,110.948,대전,2161,72.875,40840
2012.10,109.080,부산,4693,67.650,120599
2012.10,112.553,서울,13476,74.625,263375
2012.10,,세종,104,,3651
2012.10,112.865,울산,2361,68.200,34120
2012.10,111.635,인천,3233,65.625,82046
2012.10,92.825,전남,2802,59.775,71536
2012.10,96.608,전북,3951,60.425,63670
2012.10,112.052,제주,978,64.925,16473
2012.10,102.665,충남,2698,60.825,68378
2012.10,102.722,충북,2372,62.850,51287
2012.11,96.773,강원,2328,62.333,46990
2012.11,115.658,경기,18200,71.817,329529
2012.11,106.205,경남,5704,67.517,108432
2012.11,98.715,경북,3611,64.850,87473
2012.11,114.272,광주,3146,69.967,42259
2012.11,113.417,대구,3623,72.483,69207
2012.11,110.765,대전,2160,72.817,40761
2012.11,108.800,부산,4675,67.533,120462
2012.11,112.335,서울,13452,74.750,262532
2012.11,,세종,105,,3665
2012.11,112.660,울산,2342,67.900,34122
2012.11,111.400,인천,3221,65.517,82042
2012.11,92.687,전남,2797,59.517,71685
2012.11,96.482,전북,3945,60.250,63656
2012.11,111.902,제주,978,64.750,16470
2012.11,102.560,충남,2693,60.783,68558
2012.11,102.508,충북,2370,62.733,51299
2012.12,96.642,강원,2327,62.117,46977
2012.12,115.419,경기,18167,71.908,329166
2012.12,106.023,경남,5683,67.408,108327
2012.12,98.597,경북,3602,64.575,87465
2012.12,114.066,광주,3257,69.883,42171
2012.12,113.023,대구,3631,72.192,69140
2012.12,110.583,대전,2160,72.758,40681
2012.12,108.520,부산,4656,67.417,120326
2012.12,112.118,서울,13429,74.875,261690
2012.12,,세종,106,,3680
2012.12,112.455,울산,2322,67.600,34125
2012.12,111.165,인천,3210,65.408,82039
2012.12,92.548,전남,2792,59.258,71833
2012.12,96.356,전북,3939,60.075,63643
2012.12,111.751,제주,978,64.575,16467
2012.12,102.455,충남,2688,60.742,68737
2012.12,102.294,충북,2367,62.617,51311
2013.01,96.510,강원,2326,61.900,46965
2013.01,115.180,경기,18134,72.000,328804
2013.01,105.840,경남,5662,67.300,108223
2013.01,98.480,경북,3594,64.300,87457
2013.01,113.860,광주,3368,69.800,42083
2013.01,112.630,대구,3639,71.900,69073
2013.01,110.400,대전,2159,72.700,40602
2013.01,108.240,부산,4638,67.300,120189
2013.01,111.900,서울,13405,75.000,260847
2013.01,94.170,세종,108,,3694
2013.01,112.250,울산,2303,67.300,34128
2013.01,110.930,인천,3198,65.300,82035
2013.01,92.410,전남,2787,59.000,71981
2013.01,96.230,전북,3933,59.900,63630
2013.01,111.600,제주,978,64.400,16464
2013.01,102.350,충남,2684,60.700,68917
2013.01,102.080,충북,2365,62.500,51323
2013.02,96.309,강원,2320,61.817,46982
2013.02,114.679,경기,18129,72.067,328893
2013.02,105.634,경남,5681,67.283,108234
2013.02,98.203,경북,3615,64.317,87386
2013.02,113.377,광주,3379,69.708,42077
2013.02,112.078,대구,3640,71.767,69037
2013.02,110.059,대전,2153,72.517,40597
2013.02,107.766,부산,4629,67.175,120241
2013.02,111.515,서울,13427,74.950,260781
2013.02,93.321,세종,107,,3769
2013.02,111.873,울산,2307,67.325,34121
2013.02,110.522,인천,3195,65.350,82100
2013.02,92.176,전남,2792,58.958,71920
2013.02,96.108,전북,3938,59.858,63654
2013.02,111.337,제주,980,64.308,16493
2013.02,102.127,충남,2688,60.733,68861
2013.02,101.835,충북,2364,62.350,51320
2013.03,96.108,강원,2314,61.733,46999
2013.03,114.178,경기,18124,72.133,328982
2013.03,105.428,경남,5699,67.267,108245
2013.03,97.925,경북,3635,64.333,87314
2013.03,112.895,광주,3390,69.617,42071
2013.03,111.527,대구,3641,71.633,69002
2013.03,109.718,대전,2147,72.333,40592
2013.03,107.292,부산,4620,67.050,120294
2013.03,111.130,서울,13449,74.900,260716
2013.03,92.472,세종,107,,3843
2013.03,111.495,울산,2311,67.350,34115
2013.03,110.113,인천,3193,65.400,82165
2013.03,91.942,전남,2798,58.917,71860
2013.03,95.987,전북,3942,59.817,63679
2013.03,111.075,제주,982,64.217,16522
2013.03,101.905,충남,2692,60.767,68805
2013.03,101.590,충북,2362,62.200,51317
2013.04,95.907,강원,2308,61.650,47016
2013.04,113.678,경기,18119,72.200,329070
2013.04,105.222,경남,5718,67.250,108256
2013.04,97.648,경북,3656,64.350,87243
2013.04,112.412,광주,3400,69.525,42066
2013.04,110.975,대구,3642,71.500,68966
2013.04,109.377,대전,2141,72.150,40586
2013.04,106.817,부산,4611,66.925,120346
2013.04,110.745,서울,13472,74.850,260650
2013.04,91.623,세종,106,,3918
2013.04,111.118,울산,2315,67.375,34108
2013.04,109.705,인천,3190,65.450,82230
2013.04,91.707,전남,2804,58.875,71799
2013.04,95.865,전북,3947,59.775,63704
2013.04,110.812,제주,983,64.125,16552
2013.04,101.683,충남,2696,60.800,68748
2013.04,101.345,충북,2361,62.050,51314
2013.05,95.707,강원,2302,61.567,47033
2013.05,113.177,경기,18114,72.267,329159
2013.05,105.017,경남,5736,67.233,108268
2013.05,97.370,경북,3677,64.367,87171
2013.05,111.930,광주,3411,69.433,42060
2013.05,110.423,대구,3643,71.367,68930
2013.05,109.037,대전,2135,71.967,40581
2013.05,106.343,부산,4602,66.800,120398
2013.05,110.360,서울,13494,74.800,260584
2013.05,90.773,세종,106,,3993
2013.05,110.740,울산,2319,67.400,34101
2013.05,109.297,인천,3188,65.500,82295
2013.05,91.473,전남,2809,58.833,71739
2013.05,95.743,전북,3952,59.733,63728
2013.05,110.550,제주,985,64.033,16581
2013.05,101.460,충남,2700,60.833,68692
2013.05,101.100,충북,2360,61.900,51311
2013.06,95.506,강원,2296,61.483,47050
2013.06,112.676,경기,18109,72.333,329248
2013.06,104.811,경남,5755,67.217,108279
2013.06,97.093,경북,3697,64.383,87100
2013.06,111.447,광주,3422,69.342,42054
2013.06,109.872,대구,3644,71.233,68894
2013.06,108.696,대전,2129,71.783,40576
2013.06,105.869,부산,4593,66.675,120451
2013.06,109.975,서울,13516,74.750,260518
2013.06,89.924,세종,105,,4067
2013.06,110.362,울산,2323,67.425,34095
2013.06,108.888,인천,3185,65.550,82360
2013.06,91.239,전남,2814,58.792,71678
2013.06,95.622,전북,3956,59.692,63752
2013.06,110.287,제주,987,63.942,16610
2013.06,101.237,충남,2704,60.867,68636
2013.06,100.855,충북,2359,61.750,51308
2013.07,95.305,강원,2290,61.400,47068
2013.07,112.175,경기,18104,72.400,329336
2013.07,104.605,경남,5774,67.200,108290
2013.07,96.815,경북,3718,64.400,87028
2013.07,110.965,광주,3432,69.250,42048
2013.07,109.320,대구,3645,71.100,68858
2013.07,108.355,대전,2122,71.600,40570
2013.07,105.395,부산,4584,66.550,120503
2013.07,109.590,서울,13538,74.700,260452
2013.07,89.075,세종,104,,4142
2013.07,109.985,울산,2327,67.450,34088
2013.07,108.480,인천,3182,65.600,82425
2013.07,91.005,전남,2820,58.750,71618
2013.07,95.500,전북,3961,59.650,63777
2013.07,110.025,제주,988,63.850,16640
2013.07,101.015,충남,2708,60.900,68580
2013.07,100.610,충북,2358,61.600,51305
2013.08,95.104,강원,2283,61.317,47085
2013.08,111.674,경기,18099,72.467,329425
2013.08,104.399,경남,5792,67.183,108301
2013.08,96.538,경북,3739,64.417,86957
2013.08,110.483,광주,3443,69.158,42042
2013.08,108.768,대구,3646,70.967,68823
2013.08,108.014,대전,2116,71.417,40565
2013.08,104.921,부산,4574,66.425,120555
2013.08,109.205,서울,13560,74.650,260387
2013.08,88.226,세종,104,,4217
2013.08,109.608,울산,2331,67.475,34081
2013.08,108.072,인천,3180,65.650,82490
2013.08,90.771,전남,2826,58.708,71557
2013.08,95.378,전북,3966,59.608,63802
2013.08,109.763,제주,990,63.758,16669
2013.08,100.793,충남,2712,60.933,68524
2013.08,100.365,충북,2356,61.450,51302
2013.09,94.903,강원,2277,61.233,47102
2013.09,111.173,경기,18094,72.533,329514
2013.09,104.193,경남,5811,67.167,108312
2013.09,96.260,경북,3759,64.433,86886
2013.09,110.000,광주,3454,69.067,42036
2013.09,108.217,대구,3647,70.833,68787
2013.09,107.673,대전,2110,71.233,40560
2013.09,104.447,부산,4565,66.300,120608
2013.09,108.820,서울,13582,74.600,260321
2013.09,87.377,세종,103,,4291
2013.09,109.230,울산,2335,67.500,34075
2013.09,107.663,인천,3177,65.700,82555
2013.09,90.537,전남,2831,58.667,71496
2013.09,95.257,전북,3970,59.567,63826
2013.09,109.500,제주,992,63.667,16698
2013.09,100.570,충남,2716,60.967,68468
2013.09,100.120,충북,2355,61.300,51299
2013.10,94.703,강원,2271,61.150,47119
2013.10,110.672,경기,18089,72.600,329603
2013.10,103.988,경남,5829,67.150,108324
2013.10,95.983,경북,3780,64.450,86814
2013.10,109.517,광주,3465,68.975,42030
2013.10,107.665,대구,3648,70.700,68751
2013.10,107.333,대전,2104,71.050,40555
2013.10,103.972,부산,4556,66.175,120660
2013.10,108.435,서울,13604,74.550,260255
2013.10,86.528,세종,103,,4366
2013.10,108.852,울산,2339,67.525,34068
2013.10,107.255,인천,3175,65.750,82620
2013.10,90.302,전남,2836,58.625,71436
2013.10,95.135,전북,3975,59.525,63850
2013.10,109.237,제주,994,63.575,16727
2013.10,100.347,충남,2720,61.000,68412
2013.10,99.875,충북,2354,61.150,51296
2013.11,94.502,강원,2265,61.067,47136
2013.11,110.172,경기,18084,72.667,329692
2013.11,103.782,경남,5848,67.133,108335
2013.11,95.705,경북,3801,64.467,86743
2013.11,109.035,광주,3476,68.883,42025
2013.11,107.113,대구,3649,70.567,68716
2013.11,106.992,대전,2098,70.867,40550
2013.11,103.498,부산,4547,66.050,120712
2013.11,108.050,서울,13627,74.500,260190
2013.11,85.678,세종,102,,4441
2013.11,108.475,울산,2343,67.550,34061
2013.11,106.847,인천,3172,65.800,82685
2013.11,90.068,전남,2842,58.583,71375
2013.11,95.013,전북,3980,59.483,63875
2013.11,108.975,제주,996,63.483,16756
2013.11,100.125,충남,2724,61.033,68355
2013.11,99.630,충북,2352,61.000,51293
2013.12,94.301,강원,2259,60.983,47153
2013.12,109.671,경기,18079,72.733,329780
2013.12,103.576,경남,5866,67.117,108346
2013.12,95.428,경북,3821,64.483,86671
2013.12,108.552,광주,3486,68.792,42019
2013.12,106.562,대구,3650,70.433,68680
2013.12,106.651,대전,2092,70.683,40544
2013.12,103.024,부산,4538,65.925,120765
2013.12,107.665,서울,13649,74.450,260124
2013.12,84.829,세종,102,,4515
2013.12,108.097,울산,2347,67.575,34055
2013.12,106.438,인천,3170,65.850,82750
2013.12,89.834,전남,2848,58.542,71315
2013.12,94.892,전북,3984,59.442,63900
2013.12,108.713,제주,997,63.392,16786
2013.12,99.903,충남,2728,61.067,68299
2013.12,99.385,충북,2351,60.850,51290
2014.01,94.100,강원,2253,60.900,47170
2014.01,109.170,경기,18074,72.800,329869
2014.01,103.370,경남,5885,67.100,108357
2014.01,95.150,경북,3842,64.500,86600
2014.01,108.070,광주,3497,68.700,42013
2014.01,106.010,대구,3651,70.300,68644
2014.01,106.310,대전,2086,70.500,40539
2014.01,102.550,부산,4529,65.800,120817
2014.01,107.280,서울,13671,74.400,260058
2014.01,83.980,세종,101,66.300,4590
2014.01,107.720,울산,2351,67.600,34048
2014.01,106.030,인천,3167,65.900,82815
2014.01,89.600,전남,2853,58.500,71254
2014.01,94.770,전북,3989,59.400,63924
2014.01,108.450,제주,999,63.300,16815
2014.01,99.680,충남,2732,61.100,68243
2014.01,99.140,충북,2350,60.700,51287
2014.02,93.925,강원,2247,61.008,47165
2014.02,109.023,경기,18243,72.758,329862
2014.02,103.214,경남,5890,67.083,108449
2014.02,94.943,경북,3814,64.500,86654
2014.02,107.897,광주,3500,68.708,41980
2014.02,105.685,대구,3650,70.383,68624
2014.02,106.098,대전,2096,70.475,40452
2014.02,102.378,부산,4543,65.967,120685
2014.02,107.007,서울,13698,74.392,259632
2014.02,83.827,세종,107,66.417,4687
2014.02,107.465,울산,2362,67.767,34062
2014.02,105.790,인천,3170,65.900,82839
2014.02,89.381,전남,2843,58.592,71212
2014.02,94.636,전북,3988,59.500,63888
2014.02,108.343,제주,1000,63.375,16864
2014.02,99.612,충남,2734,61.108,68296
2014.02,98.875,충북,2349,60.775,51221
2014.03,93.750,강원,2242,61.117,47160
2014.03,108.877,경기,18413,72.717,329856
2014.03,103.058,경남,5895,67.067,108541
2014.03,94.737,경북,3786,64.500,86709
2014.03,107.723,광주,3503,68.717,41946
2014.03,105.360,대구,3649,70.467,68604
2014.03,105.887,대전,2107,70.450,40366
2014.03,102.207,부산,4557,66.133,120552
2014.03,106.733,서울,13724,74.383,259206
2014.03,83.673,세종,112,66.533,4784
2014.03,107.210,울산,2372,67.933,34075
2014.03,105.550,인천,3174,65.900,82863
2014.03,89.162,전남,2834,58.683,71171
2014.03,94.502,전북,3987,59.600,63852
2014.03,108.235,제주,1000,63.450,16912
2014.03,99.543,충남,2736,61.117,68350
2014.03,98.610,충북,2348,60.850,51156
2014.04,93.575,강원,2236,61.225,47154
2014.04,108.730,경기,18582,72.675,329849
2014.04,102.903,경남,5900,67.050,108633
2014.04,94.530,경북,3758,64.500,86763
2014.04,107.550,광주,3506,68.725,41913
2014.04,105.035,대구,3648,70.550,68584
2014.04,105.675,대전,2117,70.425,40279
2014.04,102.035,부산,4571,66.300,120420
2014.04,106.460,서울,13750,74.375,258780
2014.04,83.520,세종,118,66.650,4881
2014.04,106.955,울산,2383,68.100,34089
2014.04,105.310,인천,3178,65.900,82887
2014.04,88.942,전남,2824,58.775,71129
2014.04,94.367,전북,3986,59.700,63816
2014.04,108.127,제주,1001,63.525,16961
2014.04,99.475,충남,2738,61.125,68403
2014.04,98.345,충북,2347,60.925,51090
2014.05,93.400,강원,2230,61.333,47149
2014.05,108.583,경기,18751,72.633,329842
2014.05,102.747,경남,5905,67.033,108725
2014.05,94.323,경북,3730,64.500,86818
2014.05,107.377,광주,3510,68.733,41880
2014.05,104.710,대구,3647,70.633,68563
2014.05,105.463,대전,2127,70.400,40192
2014.05,101.863,부산,4585,66.467,120288
2014.05,106.187,서울,13777,74.367,258353
2014.05,83.367,세종,124,66.767,4978
2014.05,106.700,울산,2394,68.267,34103
2014.05,105.070,인천,3181,65.900,82911
2014.05,88.723,전남,2814,58.867,71087
2014.05,94.233,전북,3984,59.800,63780
2014.05,108.020,제주,1001,63.600,17010
2014.05,99.407,충남,2741,61.133,68456
2014.05,98.080,충북,2346,61.000,51024
2014.06,93.225,강원,2225,61.442,47144
2014.06,108.437,경기,18921,72.592,329835
2014.06,102.591,경남,5910,67.017,108817
2014.06,94.117,경북,3702,64.500,86872
2014.06,107.203,광주,3513,68.742,41847
2014.06,104.385,대구,3646,70.717,68543
2014.06,105.252,대전,2138,70.375,40105
2014.06,101.692,부산,4599,66.633,120156
2014.06,105.913,서울,13804,74.358,257927
2014.06,83.213,세종,129,66.883,5075
2014.06,106.445,울산,2404,68.433,34116
2014.06,104.830,인천,3184,65.900,82935
2014.06,88.504,전남,2805,58.958,71046
2014.06,94.099,전북,3983,59.900,63744
2014.06,107.912,제주,1002,63.675,17059
2014.06,99.338,충남,2743,61.142,68509
2014.06,97.815,충북,2345,61.075,50959
2014.07,93.050,강원,2219,61.550,47138
2014.07,108.290,경기,19090,72.550,329828
2014.07,102.435,경남,5915,67.000,108908
2014.07,93.910,경북,3674,64.500,86926
2014.07,107.030,광주,3516,68.750,41814
2014.07,104.060,대구,3645,70.800,68523
2014.07,105.040,대전,2148,70.350,40018
2014.07,101.520,부산,4612,66.800,120024
2014.07,105.640,서울,13830,74.350,257501
2014.07,83.060,세종,135,67.000,5172
2014.07,106.190,울산,2415,68.600,34130
2014.07,104.590,인천,3188,65.900,82958
2014.07,88.285,전남,2795,59.050,71004
2014.07,93.965,전북,3982,60.000,63708
2014.07,107.805,제주,1002,63.750,17108
2014.07,99.270,충남,2745,61.150,68562
2014.07,97.550,충북,2344,61.150,50893
2014.08,92.875,강원,2213,61.658,47133
2014.08,108.143,경기,19259,72.508,329822
2014.08,102.279,경남,5920,66.983,109000
2014.08,93.703,경북,3647,64.500,86981
2014.08,106.857,광주,3519,68.758,41780
2014.08,103.735,대구,3644,70.883,68503
2014.08,104.828,대전,2158,70.325,39932
2014.08,101.348,부산,4626,66.967,119891
2014.08,105.367,서울,13856,74.342,257075
2014.08,82.907,세종,141,67.117,5269
2014.08,105.935,울산,2426,68.767,34144
2014.08,104.350,인천,3192,65.900,82982
2014.08,88.066,전남,2785,59.142,70962
2014.08,93.831,전북,3981,60.100,63673
2014.08,107.698,제주,1003,63.825,17156
2014.08,99.202,충남,2747,61.158,68616
2014.08,97.285,충북,2343,61.225,50827
2014.09,92.700,강원,2208,61.767,47128
2014.09,107.997,경기,19429,72.467,329815
2014.09,102.123,경남,5925,66.967,109092
2014.09,93.497,경북,3619,64.500,87035
2014.09,106.683,광주,3522,68.767,41747
2014.09,103.410,대구,3643,70.967,68483
2014.09,104.617,대전,2169,70.300,39845
2014.09,101.177,부산,4640,67.133,119759
2014.09,105.093,서울,13883,74.333,256649
2014.09,82.753,세종,146,67.233,5366
2014.09,105.680,울산,2436,68.933,34157
2014.09,104.110,인천,3195,65.900,83006
2014.09,87.847,전남,2776,59.233,70921
2014.09,93.697,전북,3980,60.200,63637
2014.09,107.590,제주,1004,63.900,17205
2014.09,99.133,충남,2749,61.167,68669
2014.09,97.020,충북,2342,61.300,50762
2014.10,92.525,강원,2202,61.875,47123
2014.10,107.850,경기,19598,72.425,329808
2014.10,101.968,경남,5930,66.950,109184
2014.10,93.290,경북,3591,64.500,87090
2014.10,106.510,광주,3526,68.775,41714
2014.10,103.085,대구,3642,71.050,68462
2014.10,104.405,대전,2179,70.275,39758
2014.10,101.005,부산,4654,67.300,119627
2014.10,104.820,서울,13910,74.325,256222
2014.10,82.600,세종,152,67.350,5463
2014.10,105.425,울산,2447,69.100,34171
2014.10,103.870,인천,3198,65.900,83030
2014.10,87.627,전남,2766,59.325,70879
2014.10,93.562,전북,3978,60.300,63601
2014.10,107.483,제주,1004,63.975,17254
2014.10,99.065,충남,2752,61.175,68722
2014.10,96.755,충북,2341,61.375,50696
