시점,지역별,저출산율,고용률,학생수,사설학원수,사교육참여율,수술인원,인터넷이용률,근로시간,어린이집
2015.06,부산,1.12,56.4,99.882,4701,68.633,120372,89.5,2079.8,1957
2015.06,서울,0.98,59.8,102.642,13983,74.050,256979,87.2,2039.5,6502
2015.06,울산,1.46,59.6,103.877,2505,68.975,34526,96.1,1969.1,918
2015.06,인천,1.19,61.7,101.921,3286,65.483,83882,86.7,2068.1,2258
2015.06,전남,1.51,64.5,86.170,2702,57.642,71370,77.9,2066.0,1243
2015.06,전북,1.31,60.4,92.506,4002,60.725,64287,81.3,2017.7,1598
2015.06,제주,1.46,68.7,106.485,1002,64.367,17986,86.1,2116.8,561
2015.06,충남,1.44,64.3,97.352,2768,60.200,69947,79.6,2009.7,1982
2015.06,충북,1.39,63.8,94.810,2330,61.142,50898,81.7,2032.0,1221
2015.07,강원,1.27,60.9,90.815,2186,61.800,47924,74.3,2020.2,1204
2015.07,경기,1.23,62.4,105.715,19786,71.900,337401,87.5,2049.6,12404
2015.07,경남,1.40,61.5,100.440,5926,66.050,109856,88.4,2011.2,3254
2015.07,경북,1.43,63.4,91.585,3538,64.250,88246,86.6,2004.0,2116
2015.07,광주,1.19,59.4,104.105,3534,66.800,41405,90.8,2004.6,1251
2015.07,대구,1.20,60.1,100.985,3692,70.100,69026,91.4,2054.4,1511
2015.07,대전,1.23,60.1,102.415,2222,69.500,40195,88.0,2031.0,1626
2015.07,부산,1.12,56.6,99.760,4702,68.800,120600,90.0,2070.0,1954
2015.07,서울,0.97,60.3,102.370,13982,74.000,257386,87.3,2027.4,6483
2015.07,울산,1.45,60.2,103.720,2510,68.850,34589,96.2,1956.6,914
2015.07,인천,1.18,61.7,101.675,3302,65.400,84038,86.9,2057.4,2254
2015.07,전남,1.51,63.9,86.010,2694,57.250,71494,78.3,2055.6,1244
2015.07,전북,1.30,60.5,92.375,4008,60.750,64446,82.0,2005.8,1592
2015.07,제주,1.45,68.8,106.350,1001,64.400,18103,86.1,2109.6,558
2015.07,충남,1.44,63.9,97.050,2770,60.000,70160,80.3,1998.6,1981
2015.07,충북,1.39,63.8,94.580,2329,61.050,50978,82.5,2020.8,1219
2015.08,강원,1.27,60.7,90.617,2186,61.733,48060,74.4,2008.9,1200
2015.08,경기,1.23,61.8,105.432,19732,71.833,338670,87.7,2039.0,12357
2015.08,경남,1.39,61.1,100.263,5923,65.908,109923,88.8,2000.2,3238
2015.08,경북,1.42,62.9,91.404,3543,64.208,88412,86.6,1995.4,2114
2015.08,광주,1.18,59.4,103.791,3534,66.467,41370,90.9,1993.9,1249
2015.08,대구,1.20,59.2,100.797,3700,69.900,69129,91.5,2043.2,1506
2015.08,대전,1.23,59.3,102.189,2225,69.383,40311,88.4,2017.1,1619
2015.08,부산,1.11,55.9,99.638,4703,68.967,120828,90.4,2060.2,1951
2015.08,서울,0.97,60.3,102.098,13980,73.950,257792,87.4,2015.3,6464
2015.08,울산,1.45,59.7,103.563,2516,68.725,34652,96.3,1944.1,911
2015.08,인천,1.17,61.3,101.429,3318,65.317,84194,87.1,2046.7,2251
2015.08,전남,1.50,63.2,85.850,2687,56.858,71617,78.8,2045.2,1246
2015.08,전북,1.29,60.4,92.244,4013,60.775,64605,82.6,1993.9,1587
2015.08,제주,1.45,69.1,106.215,1000,64.433,18220,86.1,2102.4,556
2015.08,충남,1.43,62.9,96.748,2772,59.800,70374,81.1,1987.5,1980
2015.08,충북,1.38,63.7,94.350,2328,60.958,51057,83.2,2009.6,1217
2015.09,강원,1.26,60.5,90.420,2186,61.667,48196,74.4,1997.6,1196
2015.09,경기,1.22,61.9,105.150,19679,71.767,339939,87.9,2028.4,12310
2015.09,경남,1.38,61.7,100.087,5920,65.767,109989,89.2,1989.2,3222
2015.09,경북,1.42,62.9,91.223,3548,64.167,88577,86.6,1986.8,2111
2015.09,광주,1.18,59.4,103.477,3534,66.133,41335,91.0,1983.2,1247
2015.09,대구,1.20,59.5,100.610,3709,69.700,69233,91.5,2032.0,1502
2015.09,대전,1.22,60.2,101.963,2227,69.267,40427,88.8,2003.2,1612
2015.09,부산,1.11,56.4,99.517,4704,69.133,121057,90.9,2050.4,1948
2015.09,서울,0.96,60.0,101.827,13979,73.900,258199,87.5,2003.2,6445
2015.09,울산,1.44,59.5,103.407,2521,68.600,34715,96.3,1931.6,908
2015.09,인천,1.17,61.8,101.183,3333,65.233,84350,87.3,2036.0,2247
2015.09,전남,1.49,63.6,85.690,2680,56.467,71740,79.3,2034.8,1247
2015.09,전북,1.28,60.9,92.113,4018,60.800,64764,83.2,1982.0,1582
2015.09,제주,1.45,69.4,106.080,999,64.467,18337,86.2,2095.2,553
2015.09,충남,1.42,63.7,96.447,2774,59.600,70587,81.8,1976.4,1979
2015.09,충북,1.38,64.3,94.120,2326,60.867,51137,84.0,1998.4,1215
2015.10,강원,1.26,60.0,90.222,2186,61.600,48332,74.5,1986.3,1192
2015.10,경기,1.21,62.0,104.867,19625,71.700,341208,88.1,2017.8,12262
2015.10,경남,1.38,61.7,99.910,5916,65.625,110055,89.6,1978.2,3206
2015.10,경북,1.41,63.8,91.043,3553,64.125,88742,86.6,1978.2,2109
2015.10,광주,1.18,58.6,103.162,3534,65.800,41300,91.1,1972.5,1244
2015.10,대구,1.19,59.5,100.422,3718,69.500,69337,91.5,2020.8,1497
2015.10,대전,1.21,60.3,101.737,2229,69.150,40544,89.3,1989.3,1605
2015.10,부산,1.11,56.6,99.395,4705,69.300,121285,91.3,2040.6,1946
2015.10,서울,0.96,59.9,101.555,13978,73.850,258606,87.6,1991.1,6426
2015.10,울산,1.44,59.5,103.250,2526,68.475,34778,96.4,1919.1,905
2015.10,인천,1.16,61.7,100.938,3348,65.150,84506,87.5,2025.3,2243
2015.10,전남,1.49,63.9,85.530,2673,56.075,71863,79.8,2024.4,1248
2015.10,전북,1.28,60.6,91.983,4024,60.825,64922,83.8,1970.1,1577
2015.10,제주,1.44,70.2,105.945,998,64.500,18454,86.2,2088.0,551
2015.10,충남,1.42,63.8,96.145,2776,59.400,70800,82.5,1965.3,1978
2015.10,충북,1.37,64.6,93.890,2324,60.775,51217,84.8,1987.2,1214
2015.11,강원,1.25,59.1,90.025,2187,61.533,48469,74.5,1975.0,1188
2015.11,경기,1.21,61.7,104.585,19572,71.633,342476,88.3,2007.2,12215
2015.11,경남,1.37,61.3,99.733,5913,65.483,110121,90.0,1967.2,3190
2015.11,경북,1.41,63.5,90.862,3558,64.083,88908,86.6,1969.6,2107
2015.11,광주,1.17,58.5,102.848,3534,65.467,41266,91.2,1961.8,1242
2015.11,대구,1.19,59.5,100.235,3726,69.300,69441,91.6,2009.6,1492
2015.11,대전,1.21,60.1,101.512,2231,69.033,40660,89.7,1975.4,1598
2015.11,부산,1.10,56.7,99.273,4706,69.467,121513,91.8,2030.8,1943
2015.11,서울,0.95,60.2,101.283,13976,73.800,259013,87.7,1979.0,6406
2015.11,울산,1.43,59.5,103.093,2532,68.350,34840,96.5,1906.6,902
2015.11,인천,1.16,62.1,100.692,3364,65.067,84662,87.7,2014.6,2239
2015.11,전남,1.48,63.8,85.370,2666,55.683,71986,80.2,2014.0,1249
2015.11,전북,1.27,59.9,91.852,4029,60.850,65081,84.4,1958.2,1572
2015.11,제주,1.44,70.2,105.810,998,64.533,18572,86.2,2080.8,548
2015.11,충남,1.41,62.6,95.843,2778,59.200,71013,83.2,1954.2,1976
2015.11,충북,1.37,64.2,93.660,2323,60.683,51296,85.5,1976.0,1212
2015.12,강원,1.24,55.2,89.828,2187,61.467,48605,74.6,1963.7,1184
2015.12,경기,1.20,61.2,104.302,19518,71.567,343745,88.6,1996.6,12167
2015.12,경남,1.36,60.6,99.557,5910,65.342,110187,90.4,1956.2,3174
2015.12,경북,1.40,61.2,90.681,3563,64.042,89074,86.6,1961.0,2104
2015.12,광주,1.17,58.7,102.534,3534,65.133,41231,91.3,1951.1,1240
2015.12,대구,1.19,59.6,100.047,3735,69.100,69545,91.7,1998.4,1488
2015.12,대전,1.20,59.5,101.286,2233,68.917,40776,90.2,1961.5,1591
2015.12,부산,1.10,56.2,99.152,4707,69.633,121742,92.2,2021.0,1940
2015.12,서울,0.95,60.1,101.012,13975,73.750,259420,87.8,1966.9,6387
2015.12,울산,1.42,59.0,102.937,2537,68.225,34903,96.5,1894.1,898
2015.12,인천,1.15,61.3,100.446,3380,64.983,84818,87.9,2003.9,2235
2015.12,전남,1.47,62.2,85.210,2659,55.292,72110,80.7,2003.6,1250
2015.12,전북,1.26,57.2,91.721,4035,60.875,65240,85.0,1946.3,1567
2015.12,제주,1.44,69.6,105.675,997,64.567,18689,86.3,2073.6,546
2015.12,충남,1.40,60.0,95.542,2780,59.000,71226,84.0,1943.1,1975
2015.12,충북,1.36,61.6,93.430,2322,60.592,51376,86.3,1964.8,1210
2016.01,강원,1.24,52.5,89.630,2187,61.400,48741,74.6,1952.4,1180
2016.01,경기,1.19,60.3,104.020,19465,71.500,345014,88.8,1986.0,12120
2016.01,경남,1.36,59.0,99.380,5907,65.200,110253,90.8,1945.2,3158
2016.01,경북,1.40,60.1,90.500,3568,64.000,89239,86.6,1952.4,2102
2016.01,광주,1.17,57.5,102.220,3534,64.800,41196,91.4,1940.4,1238
2016.01,대구,1.19,58.6,99.860,3744,68.900,69649,91.7,1987.2,1483
2016.01,대전,1.19,58.6,101.060,2235,68.800,40892,90.6,1947.6,1584
2016.01,부산,1.09,55.8,99.030,4708,69.800,121970,92.7,2011.2,1937
2016.01,서울,0.94,59.7,100.740,13974,73.700,259827,87.9,1954.8,6368
2016.01,울산,1.42,58.2,102.780,2542,68.100,34966,96.6,1881.6,895
2016.01,인천,1.14,61.1,100.200,3395,64.900,84974,88.1,1993.2,2231
2016.01,전남,1.47,59.0,85.050,2652,54.900,72233,81.2,1993.2,1251
2016.01,전북,1.25,56.0,91.590,4040,60.900,65399,85.6,1934.4,1562
2016.01,제주,1.43,68.3,105.540,996,64.600,18806,86.3,2066.4,543
2016.01,충남,1.40,57.7,95.240,2782,58.800,71439,84.7,1932.0,1974
2016.01,충북,1.36,58.2,93.200,2320,60.500,51456,87.1,1953.6,1208
2016.02,강원,1.23,52.3,89.289,2190,61.742,48708,75.3,1949.6,1177
2016.02,경기,1.18,60.1,103.781,19526,71.708,345713,88.9,1982.9,12095
2016.02,경남,1.35,59.8,99.140,5919,65.600,110284,90.8,1942.9,3152
2016.02,경북,1.38,60.2,90.308,3577,64.275,89301,86.8,1951.0,2099
2016.02,광주,1.16,57.5,101.938,3536,65.125,41205,91.6,1940.6,1238
2016.02,대구,1.18,57.5,99.618,3750,69.325,69672,91.9,1984.8,1481
2016.02,대전,1.18,59.2,100.842,2234,69.125,40952,90.7,1945.3,1577
2016.02,부산,1.09,56.0,98.792,4711,70.067,122190,92.8,2008.6,1936
2016.02,서울,0.93,59.3,100.476,13992,74.025,260120,88.1,1953.0,6356
2016.02,울산,1.40,57.6,102.560,2544,68.208,34997,96.6,1879.2,894
2016.02,인천,1.13,60.6,100.083,3411,65.158,85116,88.2,1990.1,2227
2016.02,전남,1.45,59.0,84.852,2664,55.075,72101,81.4,1991.7,1250
2016.02,전북,1.24,56.5,91.318,4034,61.208,65395,85.9,1934.1,1557
2016.02,제주,1.42,68.2,105.391,996,64.742,18846,86.3,2063.6,542
2016.02,충남,1.39,57.6,95.013,2790,59.283,71438,85.1,1928.6,1972
2016.02,충북,1.35,58.8,92.989,2318,60.708,51588,87.2,1950.7,1206
2016.03,강원,1.22,56.3,88.948,2193,62.083,48674,76.0,1946.8,1175
2016.03,경기,1.17,61.2,103.542,19587,71.917,346412,89.0,1979.8,12071
2016.03,경남,1.34,59.8,98.900,5931,66.000,110314,90.8,1940.6,3146
2016.03,경북,1.37,61.6,90.117,3586,64.550,89363,87.0,1949.6,2096
2016.03,광주,1.15,57.2,101.655,3538,65.450,41214,91.8,1940.8,1238
2016.03,대구,1.17,58.3,99.377,3756,69.750,69694,92.0,1982.4,1480
2016.03,대전,1.17,59.3,100.623,2233,69.450,41012,90.8,1943.0,1571
2016.03,부산,1.08,55.9,98.553,4715,70.333,122410,92.8,2006.0,1934
2016.03,서울,0.92,58.8,100.212,14010,74.350,260413,88.3,1951.2,6344
2016.03,울산,1.39,58.2,102.340,2546,68.317,35028,96.7,1876.8,893
2016.03,인천,1.12,61.3,99.965,3427,65.417,85259,88.2,1987.0,2224
2016.03,전남,1.44,61.6,84.655,2676,55.250,71969,81.6,1990.2,1249
2016.03,전북,1.23,58.9,91.047,4028,61.517,65390,86.2,1933.8,1551
2016.03,제주,1.41,67.9,105.242,996,64.883,18885,86.4,2060.8,540
2016.03,충남,1.38,59.7,94.787,2799,59.767,71436,85.4,1925.2,1971
2016.03,충북,1.34,61.6,92.778,2316,60.917,51720,87.2,1947.8,1204
2016.04,강원,1.21,59.1,88.608,2196,62.425,48641,76.7,1944.0,1172
2016.04,경기,1.16,61.5,103.302,19648,72.125,347111,89.2,1976.7,12046
2016.04,경남,1.33,60.5,98.660,5943,66.400,110345,90.8,1938.3,3140
2016.04,경북,1.36,62.4,89.925,3595,64.825,89425,87.2,1948.2,2092
2016.04,광주,1.14,57.8,101.373,3540,65.775,41223,92.0,1941.0,1238
2016.04,대구,1.16,58.9,99.135,3762,70.175,69717,92.2,1980.0,1478
2016.04,대전,1.16,59.8,100.405,2232,69.775,41071,90.9,1940.7,1564
2016.04,부산,1.07,56.5,98.315,4718,70.600,122630,92.8,2003.4,1933
2016.04,서울,0.91,59.3,99.947,14028,74.675,260706,88.5,1949.4,6332
2016.04,울산,1.38,58.8,102.120,2548,68.425,35060,96.7,1874.4,892
2016.04,인천,1.11,62.0,99.847,3442,65.675,85401,88.3,1983.9,2220
2016.04,전남,1.43,63.1,84.457,2688,55.425,71837,81.8,1988.7,1248
2016.04,전북,1.23,60.5,90.775,4023,61.825,65386,86.5,1933.5,1546
2016.04,제주,1.40,68.6,105.093,996,65.025,18925,86.4,2058.0,539
2016.04,충남,1.37,61.9,94.560,2807,60.250,71435,85.8,1921.8,1969
2016.04,충북,1.33,62.1,92.567,2314,61.125,51852,87.3,1944.9,1202
2016.05,강원,1.20,60.3,88.267,2199,62.767,48608,77.4,1941.2,1170
2016.05,경기,1.15,62.0,103.063,19708,72.333,347810,89.3,1973.6,12022
2016.05,경남,1.31,60.5,98.420,5955,66.800,110376,90.9,1936.0,3133
2016.05,경북,1.35,63.4,89.733,3604,65.100,89487,87.4,1946.8,2089
2016.05,광주,1.13,58.7,101.090,3541,66.100,41232,92.2,1941.2,1239
2016.05,대구,1.15,60.0,98.893,3768,70.600,69739,92.3,1977.6,1477
2016.05,대전,1.15,60.0,100.187,2231,70.100,41131,91.0,1938.4,1558
2016.05,부산,1.06,56.2,98.077,4721,70.867,122849,92.9,2000.8,1931
2016.05,서울,0.91,60.2,99.683,14046,75.000,260999,88.8,1947.6,6321
2016.05,울산,1.37,58.9,101.900,2550,68.533,35091,96.7,1872.0,890
2016.05,인천,1.10,62.6,99.730,3458,65.933,85544,88.4,1980.8,2216
2016.05,전남,1.42,63.4,84.260,2700,55.600,71705,82.0,1987.2,1248
2016.05,전북,1.22,61.1,90.503,4017,62.133,65382,86.9,1933.2,1540
2016.05,제주,1.39,69.3,104.943,995,65.167,18964,86.4,2055.2,538
2016.05,충남,1.36,63.0,94.333,2816,60.733,71434,86.1,1918.4,1968
2016.05,충북,1.32,63.1,92.357,2313,61.333,51984,87.3,1942.0,1201
2016.06,강원,1.19,60.6,87.926,2202,63.108,48575,78.1,1938.4,1167
2016.06,경기,1.14,62.5,102.824,19769,72.542,348509,89.4,1970.5,11997
2016.06,경남,1.30,60.9,98.180,5967,67.200,110407,90.9,1933.7,3127
2016.06,경북,1.34,63.9,89.542,3613,65.375,89549,87.6,1945.4,2086
2016.06,광주,1.12,58.8,100.808,3543,66.425,41241,92.4,1941.4,1239
2016.06,대구,1.14,59.9,98.652,3774,71.025,69762,92.5,1975.2,1475
2016.06,대전,1.14,60.1,99.968,2230,70.425,41191,91.1,1936.1,1551
2016.06,부산,1.05,56.3,97.838,4725,71.133,123069,93.0,1998.2,1930
2016.06,서울,0.90,60.4,99.419,14064,75.325,261292,89.0,1945.8,6309
2016.06,울산,1.35,59.0,101.680,2552,68.642,35122,96.8,1869.6,889
2016.06,인천,1.09,62.1,99.613,3474,66.192,85686,88.5,1977.7,2212
2016.06,전남,1.41,63.6,84.062,2712,55.775,71573,82.2,1985.7,1247
2016.06,전북,1.21,61.4,90.232,4011,62.442,65377,87.2,1932.9,1535
2016.06,제주,1.38,68.5,104.794,995,65.308,19004,86.5,2052.4,536
2016.06,충남,1.35,63.1,94.107,2824,61.217,71432,86.5,1915.0,1966
2016.06,충북,1.31,63.2,92.146,2311,61.542,52116,87.4,1939.1,1199
2016.07,강원,1.18,60.1,87.585,2205,63.450,48542,78.8,1935.6,1164
2016.07,경기,1.13,62.6,102.585,19830,72.750,349208,89.5,1967.4,11972
2016.07,경남,1.29,61.0,97.940,5980,67.600,110438,90.9,1931.4,3121
2016.07,경북,1.33,63.1,89.350,3622,65.650,89610,87.8,1944.0,2082
2016.07,광주,1.11,58.7,100.525,3545,66.750,41250,92.7,1941.6,1239
2016.07,대구,1.13,60.2,98.410,3780,71.450,69784,92.7,1972.8,1474
2016.07,대전,1.13,60.3,99.750,2230,70.750,41250,91.2,1933.8,1544
2016.07,부산,1.04,56.4,97.600,4728,71.400,123289,93.0,1995.6,1928
2016.07,서울,0.89,60.4,99.155,14082,75.650,261586,89.2,1944.0,6297
2016.07,울산,1.34,59.0,101.460,2554,68.750,35154,96.8,1867.2,888
2016.07,인천,1.08,62.9,99.495,3490,66.450,85828,88.5,1974.6,2208
2016.07,전남,1.40,63.9,83.865,2724,55.950,71442,82.4,1984.2,1246
2016.07,전북,1.20,61.3,89.960,4006,62.750,65373,87.5,1932.6,1530
2016.07,제주,1.37,68.2,104.645,995,65.450,19044,86.5,2049.6,535
2016.07,충남,1.34,63.3,93.880,2832,61.700,71431,86.8,1911.6,1964
2016.07,충북,1.30,63.3,91.935,2309,61.750,52248,87.5,1936.2,1197
2016.08,강원,1.17,60.1,87.244,2208,63.792,48508,79.6,1932.8,1162
2016.08,경기,1.12,62.3,102.346,19891,72.958,349907,89.7,1964.3,11948
2016.08,경남,1.28,60.8,97.700,5992,68.000,110468,90.9,1929.1,3115
2016.08,경북,1.31,63.2,89.158,3632,65.925,89672,88.0,1942.6,2079
2016.08,광주,1.10,58.3,100.242,3547,67.075,41260,92.9,1941.8,1239
2016.08,대구,1.12,60.1,98.168,3785,71.875,69807,92.8,1970.4,1472
2016.08,대전,1.12,59.7,99.532,2229,71.075,41310,91.3,1931.5,1538
2016.08,부산,1.03,56.2,97.362,4731,71.667,123509,93.0,1993.0,1927
2016.08,서울,0.88,60.0,98.891,14099,75.975,261879,89.4,1942.2,6285
2016.08,울산,1.33,59.0,101.240,2556,68.858,35185,96.8,1864.8,887
2016.08,인천,1.06,62.3,99.377,3506,66.708,85971,88.6,1971.5,2205
2016.08,전남,1.38,64.5,83.668,2737,56.125,71310,82.6,1982.7,1245
2016.08,전북,1.19,61.8,89.688,4000,63.058,65369,87.8,1932.3,1524
2016.08,제주,1.36,69.8,104.496,995,65.592,19083,86.5,2046.8,534
2016.08,충남,1.33,63.1,93.653,2841,62.183,71430,87.2,1908.2,1963
2016.08,충북,1.29,63.1,91.724,2307,61.958,52380,87.5,1933.3,1195
2016.09,강원,1.16,60.0,86.903,2211,64.133,48475,80.3,1930.0,1159
2016.09,경기,1.11,62.1,102.107,19952,73.167,350606,89.8,1961.2,11923
2016.09,경남,1.27,61.2,97.460,6004,68.400,110499,90.9,1926.8,3109
2016.09,경북,1.30,62.7,88.967,3641,66.200,89734,88.2,1941.2,2076
2016.09,광주,1.09,57.9,99.960,3549,67.400,41269,93.1,1942.0,1239
2016.09,대구,1.11,59.9,97.927,3791,72.300,69830,93.0,1968.0,1470
2016.09,대전,1.11,59.6,99.313,2228,71.400,41370,91.4,1929.2,1531
2016.09,부산,1.02,56.0,97.123,4735,71.933,123729,93.1,1990.4,1926
2016.09,서울,0.87,60.2,98.627,14117,76.300,262172,89.6,1940.4,6273
2016.09,울산,1.31,60.0,101.020,2558,68.967,35216,96.9,1862.4,886
2016.09,인천,1.05,61.8,99.260,3522,66.967,86113,88.7,1968.4,2201
2016.09,전남,1.37,64.4,83.470,2749,56.300,71178,82.8,1981.2,1244
2016.09,전북,1.18,61.8,89.417,3994,63.367,65364,88.1,1932.0,1519
2016.09,제주,1.35,70.0,104.347,995,65.733,19123,86.6,2044.0,532
2016.09,충남,1.32,63.8,93.427,2849,62.667,71428,87.6,1904.8,1961
2016.09,충북,1.28,62.9,91.513,2305,62.167,52512,87.6,1930.4,1193
2016.10,강원,1.15,60.4,86.562,2214,64.475,48442,81.0,1927.2,1157
2016.10,경기,1.10,61.9,101.868,20012,73.375,351305,89.9,1958.1,11899
2016.10,경남,1.26,61.3,97.220,6016,68.800,110530,91.0,1924.5,3102
2016.10,경북,1.29,63.5,88.775,3650,66.475,89796,88.4,1939.8,2073
2016.10,광주,1.08,58.2,99.677,3550,67.725,41278,93.3,1942.2,1240
2016.10,대구,1.10,59.6,97.685,3797,72.725,69852,93.1,1965.6,1469
2016.10,대전,1.10,60.1,99.095,2227,71.725,41430,91.5,1926.9,1525
2016.10,부산,1.01,56.1,96.885,4738,72.200,123948,93.2,1987.8,1924
2016.10,서울,0.86,60.5,98.362,14135,76.625,262465,89.8,1938.6,6262
2016.10,울산,1.30,59.9,100.800,2560,69.075,35247,96.9,1860.0,884
2016.10,인천,1.04,61.9,99.143,3538,67.225,86256,88.8,1965.3,2197
2016.10,전남,1.36,64.2,83.273,2761,56.475,71046,83.0,1979.7,1244
2016.10,전북,1.18,61.5,89.145,3988,63.675,65360,88.5,1931.7,1513
2016.10,제주,1.34,70.5,104.198,994,65.875,19162,86.6,2041.2,531
2016.10,충남,1.31,63.5,93.200,2858,63.150,71427,87.9,1901.4,1960
2016.10,충북,1.27,63.1,91.303,2304,62.375,52644,87.6,1927.5,1192
2016.11,강원,1.14,60.3,86.222,2217,64.817,48408,81.7,1924.4,1154
2016.11,경기,1.09,62.0,101.628,20073,73.583,352004,90.0,1955.0,11874
2016.11,경남,1.25,61.4,96.980,6028,69.200,110560,91.0,1922.2,3096
2016.11,경북,1.28,63.3,88.583,3659,66.750,89858,88.6,1938.4,2070
2016.11,광주,1.07,57.9,99.395,3552,68.050,41287,93.5,1942.4,1240
2016.11,대구,1.09,59.7,97.443,3803,73.150,69875,93.3,1963.2,1467
2016.11,대전,1.09,60.4,98.877,2226,72.050,41490,91.6,1924.6,1518
2016.11,부산,1.00,56.6,96.647,4741,72.467,124168,93.2,1985.2,1923
2016.11,서울,0.85,60.5,98.098,14153,76.950,262758,90.1,1936.8,6250
2016.11,울산,1.29,59.8,100.580,2562,69.183,35278,96.9,1857.6,883
2016.11,인천,1.03,61.7,99.025,3553,67.483,86398,88.8,1962.2,2194
2016.11,전남,1.35,64.1,83.075,2773,56.650,70914,83.2,1978.2,1243
2016.11,전북,1.17,60.5,88.873,3982,63.983,65356,88.8,1931.4,1508
2016.11,제주,1.33,71.2,104.048,994,66.017,19202,86.6,2038.4,530
2016.11,충남,1.30,63.3,92.973,2866,63.633,71426,88.3,1898.0,1958
2016.11,충북,1.26,63.2,91.092,2302,62.583,52776,87.7,1924.6,1190
2016.12,강원,1.13,56.4,85.881,2220,65.158,48375,82.4,1921.6,1152
2016.12,경기,1.08,61.3,101.389,20134,73.792,352703,90.2,1951.9,11850
2016.12,경남,1.24,60.9,96.740,6040,69.600,110591,91.0,1919.9,3090
2016.12,경북,1.27,61.4,88.392,3668,67.025,89920,88.8,1937.0,2066
2016.12,광주,1.06,58.1,99.112,3554,68.375,41296,93.7,1942.6,1240
2016.12,대구,1.08,59.1,97.202,3809,73.575,69897,93.4,1960.8,1466
2016.12,대전,1.08,59.6,98.658,2225,72.375,41549,91.7,1922.3,1512
2016.12,부산,0.99,56.1,96.408,4745,72.733,124388,93.2,1982.6,1921
2016.12,서울,0.84,60.3,97.834,14171,77.275,263051,90.3,1935.0,6238
2016.12,울산,1.27,59.3,100.360,2564,69.292,35310,97.0,1855.2,882
2016.12,인천,1.02,61.1,98.907,3569,67.742,86541,88.9,1959.1,2190
2016.12,전남,1.34,61.2,82.878,2785,56.825,70782,83.4,1976.7,1242
2016.12,전북,1.16,58.0,88.602,3977,64.292,65351,89.1,1931.1,1502
2016.12,제주,1.32,70.4,103.899,994,66.158,19241,86.7,2035.6,528
2016.12,충남,1.29,60.4,92.747,2875,64.117,71424,88.6,1894.6,1957
2016.12,충북,1.25,61.1,90.881,2300,62.792,52908,87.7,1921.7,1188
2017.01,강원,1.12,54.0,85.540,2223,65.500,48342,83.1,1918.8,1149
2017.01,경기,1.07,60.6,101.150,20195,74.000,353402,90.3,1948.8,11825
2017.01,경남,1.23,59.5,96.500,6052,70.000,110622,91.0,1917.6,3084
2017.01,경북,1.26,60.0,88.200,3677,67.300,89982,89.0,1935.6,2063
2017.01,광주,1.05,58.2,98.830,3556,68.700,41305,93.9,1942.8,1240
2017.01,대구,1.07,58.5,96.960,3815,74.000,69920,93.6,1958.4,1464
2017.01,대전,1.07,58.3,98.440,2224,72.700,41609,91.8,1920.0,1505
2017.01,부산,0.98,55.5,96.170,4748,73.000,124608,93.3,1980.0,1920
2017.01,서울,0.84,59.4,97.570,14189,77.600,263344,90.5,1933.2,6226
2017.01,울산,1.26,58.3,100.140,2566,69.400,35341,97.0,1852.8,881
2017.01,인천,1.01,60.2,98.790,3585,68.000,86683,89.0,1956.0,2186
2017.01,전남,1.32,58.7,82.680,2797,57.000,70650,83.6,1975.2,1241
2017.01,전북,1.15,56.6,88.330,3971,64.600,65347,89.4,1930.8,1497
2017.01,제주,1.30,69.8,103.750,994,66.300,19281,86.7,2032.8,527
2017.01,충남,1.28,57.8,92.520,2883,64.600,71423,89.0,1891.2,1955
2017.01,충북,1.24,58.3,90.670,2298,63.000,53040,87.8,1918.8,1186
2017.02,강원,1.12,55.1,85.241,2221,65.525,48395,83.2,1923.5,1144
2017.02,경기,1.06,60.6,100.888,20244,74.175,354540,90.4,1953.2,11813
2017.02,경남,1.22,59.7,96.070,6046,70.025,110555,91.0,1921.2,3076
2017.02,경북,1.25,60.6,87.904,3666,67.333,90004,89.3,1938.0,2056
2017.02,광주,1.05,58.0,98.455,3543,68.758,41300,94.0,1946.5,1236
2017.02,대구,1.06,58.4,96.701,3822,73.975,70095,93.7,1962.0,1459
2017.02,대전,1.06,58.3,98.029,2224,72.792,41613,92.0,1922.8,1497
2017.02,부산,0.97,55.9,95.901,4741,72.775,124790,93.3,1982.3,1918
2017.02,서울,0.83,59.7,97.240,14180,77.792,263610,90.6,1938.0,6208
2017.02,울산,1.25,58.9,99.752,2568,69.725,35298,96.8,1857.8,880
2017.02,인천,1.01,60.7,98.362,3595,68.383,87005,89.2,1959.7,2182
2017.02,전남,1.32,59.7,82.389,2788,57.375,70667,83.7,1977.5,1238
2017.02,전북,1.14,55.9,87.972,3968,64.675,65398,89.5,1934.4,1489
2017.02,제주,1.30,70.0,103.620,996,66.475,19326,86.9,2034.8,526
2017.02,충남,1.27,57.2,92.248,2890,64.525,71543,89.3,1896.6,1952
2017.02,충북,1.23,58.2,90.448,2294,63.533,53044,88.1,1924.1,1184
2017.03,강원,1.11,59.0,84.942,2219,65.550,48448,83.2,1928.2,1138
2017.03,경기,1.06,61.7,100.625,20293,74.350,355678,90.5,1957.6,11801
2017.03,경남,1.21,60.4,95.640,6039,70.050,110487,91.0,1924.8,3067
2017.03,경북,1.24,61.9,87.608,3654,67.367,90026,89.5,1940.4,2048
