시점,지역별,저출산율,고용률,학생수,사설학원수,사교육참여율,수술인원,인터넷이용률,근로시간
2014.02,인천,1.21,60.10,105.790,3170,65.900,82839,82.9,2138.1
2014.02,전남,1.50,59.7,89.381,2843,58.592,71212,73.2,2110.3
2014.02,전북,1.33,54.5,94.636,3988,59.500,63888,75.7,2082.7
2014.02,제주,1.48,66.9,108.343,1000,63.375,16864,84.0,2155.0
2014.02,충남,1.43,58.5,99.612,2734,61.108,68296,74.2,2065.2
2014.02,충북,1.37,58.5,98.875,2349,60.775,51221,75.6,2095.7
2014.03,강원,1.26,54.10,93.750,2242,61.117,47160,71.9,2105.0
2014.03,경기,1.25,60.4,108.877,18413,72.717,329856,85.10,2108.2
2014.03,경남,1.41,60.2,103.058,5895,67.067,108541,83.4,2093.2
2014.03,경북,1.42,62.7,94.737,3786,64.500,86709,87.3,2072.6
2014.03,광주,1.20,58.3,107.723,3503,68.717,41946,88.4,2085.8
2014.03,대구,1.18,58.10,105.360,3649,70.467,68604,91.9,2135.6
2014.03,대전,1.25,58.0,105.887,2107,70.450,40366,84.0,2106.4
2014.03,부산,1.10,55.3,102.207,4557,66.133,120552,84.4,2138.8
2014.03,서울,0.99,60.3,106.733,13724,74.383,259206,86.3,2096.0
2014.03,세종,1.44,,83.673,112,66.533,4784,72.7,
2014.03,울산,1.45,58.4,107.210,2372,67.933,34075,93.2,2039.6
2014.03,인천,1.21,60.9,105.550,3174,65.900,82863,83.10,2136.6
2014.03,전남,1.51,61.0,89.162,2834,58.683,71171,73.4,2111.0
2014.03,전북,1.33,56.3,94.502,3987,59.600,63852,76.0,2082.2
2014.03,제주,1.48,67.6,108.235,1000,63.450,16912,84.2,2154.8
2014.03,충남,1.43,61.9,99.543,2736,61.117,68350,74.3,2065.2
2014.03,충북,1.37,59.8,98.610,2348,60.850,51156,75.8,2095.0
2014.04,강원,1.26,59.2,93.575,2236,61.225,47154,72.2,2103.3
2014.04,경기,1.25,61.7,108.730,18582,72.675,329849,85.2,2108.7
2014.04,경남,1.42,60.8,102.903,5900,67.050,108633,83.7,2091.6
2014.04,경북,1.42,64.2,94.530,3758,64.500,86763,87.3,2070.9
2014.04,광주,1.20,59.2,107.550,3506,68.725,41913,88.6,2084.1
2014.04,대구,1.18,58.6,105.035,3648,70.550,68584,91.8,2134.2
2014.04,대전,1.26,58.7,105.675,2117,70.425,40279,84.2,2107.2
2014.04,부산,1.10,56.5,102.035,4571,66.300,120420,84.7,2137.8
2014.04,서울,0.99,60.5,106.460,13750,74.375,258780,86.3,2096.4
2014.04,세종,1.49,,83.520,118,66.650,4881,73.5,
2014.04,울산,1.45,59.3,106.955,2383,68.100,34089,93.5,2038.8
2014.04,인천,1.21,62.10,105.310,3178,65.900,82887,83.4,2135.1
2014.04,전남,1.51,63.10,88.942,2824,58.775,71129,73.6,2111.7
2014.04,전북,1.33,58.8,94.367,3986,59.700,63816,76.2,2081.7
2014.04,제주,1.48,67.3,108.127,1001,63.525,16961,84.3,2154.6
2014.04,충남,1.44,63.5,99.475,2738,61.125,68403,74.5,2065.2
2014.04,충북,1.38,62.7,98.345,2347,60.925,51090,76.0,2094.3
2014.05,강원,1.27,58.9,93.400,2230,61.333,47149,72.4,2101.6
2014.05,경기,1.25,61.8,108.583,18751,72.633,329842,85.3,2109.2
2014.05,경남,1.42,61.0,102.747,5905,67.033,108725,83.9,2090.0
2014.05,경북,1.43,64.6,94.323,3730,64.500,86818,87.2,2069.2
2014.05,광주,1.20,59.9,107.377,3510,68.733,41880,88.8,2082.4
2014.05,대구,1.18,58.7,104.710,3647,70.633,68563,91.8,2132.8
2014.05,대전,1.26,59.0,105.463,2127,70.400,40192,84.3,2108.0
2014.05,부산,1.11,57.2,101.863,4585,66.467,120288,84.9,2136.8
2014.05,서울,0.99,60.4,106.187,13777,74.367,258353,86.4,2096.8
2014.05,세종,1.53,,83.367,124,66.767,4978,74.4,
2014.05,울산,1.45,58.3,106.700,2394,68.267,34103,93.7,2038.0
2014.05,인천,1.21,62.3,105.070,3181,65.900,82911,83.6,2133.6
2014.05,전남,1.51,64.10,88.723,2814,58.867,71087,73.8,2112.4
2014.05,전북,1.34,60.10,94.233,3984,59.800,63780,76.4,2081.2
2014.05,제주,1.48,67.2,108.020,1001,63.600,17010,84.5,2154.4
2014.05,충남,1.44,63.6,99.407,2741,61.133,68456,74.7,2065.2
2014.05,충북,1.38,63.9,98.080,2346,61.000,51024,76.2,2093.6
2014.06,강원,1.27,59.5,93.225,2225,61.442,47144,72.6,2099.9
2014.06,경기,1.25,62.2,108.437,18921,72.592,329835,85.4,2109.7
2014.06,경남,1.42,60.4,102.591,5910,67.017,108817,84.2,2088.4
2014.06,경북,1.43,64.6,94.117,3702,64.500,86872,87.10,2067.5
2014.06,광주,1.20,59.6,107.203,3513,68.742,41847,88.9,2080.7
2014.06,대구,1.19,58.9,104.385,3646,70.717,68543,91.7,2131.4
2014.06,대전,1.26,59.6,105.252,2138,70.375,40105,84.4,2108.8
2014.06,부산,1.11,57.4,101.692,4599,66.633,120156,85.2,2135.8
2014.06,서울,0.99,60.4,105.913,13804,74.358,257927,86.4,2097.2
2014.06,세종,1.58,,83.213,129,66.883,5075,75.3,
2014.06,울산,1.46,58.3,106.445,2404,68.433,34116,94.0,2037.2
2014.06,인천,1.21,62.3,104.830,3184,65.900,82935,83.9,2132.1
2014.06,전남,1.52,62.9,88.504,2805,58.958,71046,74.0,2113.1
2014.06,전북,1.34,59.8,94.099,3983,59.900,63744,76.7,2080.7
2014.06,제주,1.48,66.4,107.912,1002,63.675,17059,84.7,2154.2
2014.06,충남,1.45,64.3,99.338,2743,61.142,68509,74.8,2065.2
2014.06,충북,1.38,64.2,97.815,2345,61.075,50959,76.4,2092.9
2014.07,강원,1.28,59.6,93.050,2219,61.550,47138,72.8,2098.2
2014.07,경기,1.26,62.6,108.290,19090,72.550,329828,85.5,2110.2
2014.07,경남,1.42,60.3,102.435,5915,67.000,108908,84.5,2086.8
2014.07,경북,1.44,64.7,93.910,3674,64.500,86926,87.0,2065.8
2014.07,광주,1.20,59.7,107.030,3516,68.750,41814,89.10,2079.0
2014.07,대구,1.19,59.0,104.060,3645,70.800,68523,91.6,2130.0
2014.07,대전,1.26,60.2,105.040,2148,70.350,40018,84.5,2109.6
2014.07,부산,1.11,58.0,101.520,4612,66.800,120024,85.5,2134.8
2014.07,서울,0.99,60.6,105.640,13830,74.350,257501,86.5,2097.6
2014.07,세종,1.62,,83.060,135,67.000,5172,76.2,
2014.07,울산,1.46,58.5,106.190,2415,68.600,34130,94.2,2036.4
2014.07,인천,1.21,62.4,104.590,3188,65.900,82958,84.2,2130.6
2014.07,전남,1.52,62.2,88.285,2795,59.050,71004,74.2,2113.8
2014.07,전북,1.34,59.3,93.965,3982,60.000,63708,76.9,2080.2
2014.07,제주,1.48,66.7,107.805,1002,63.750,17108,84.8,2154.0
2014.07,충남,1.45,64.6,99.270,2745,61.150,68562,75.0,2065.2
2014.07,충북,1.39,64.4,97.550,2344,61.150,50893,76.6,2092.2
2014.08,강원,1.28,59.3,92.875,2213,61.658,47133,73.0,2096.5
2014.08,경기,1.26,62.4,108.143,19259,72.508,329822,85.6,2110.7
2014.08,경남,1.43,60.2,102.279,5920,66.983,109000,84.7,2085.2
2014.08,경북,1.44,64.3,93.703,3647,64.500,86981,87.0,2064.1
2014.08,광주,1.20,59.6,106.857,3519,68.758,41780,89.3,2077.3
2014.08,대구,1.20,59.4,103.735,3644,70.883,68503,91.5,2128.6
2014.08,대전,1.27,59.8,104.828,2158,70.325,39932,84.7,2110.4
2014.08,부산,1.12,57.9,101.348,4626,66.967,119891,85.8,2133.8
2014.08,서울,0.99,60.4,105.367,13856,74.342,257075,86.5,2098.0
2014.08,세종,1.67,,82.907,141,67.117,5269,77.10,
2014.08,울산,1.47,57.9,105.935,2426,68.767,34144,94.5,2035.6
2014.08,인천,1.21,61.8,104.350,3192,65.900,82982,84.4,2129.1
2014.08,전남,1.53,61.9,88.066,2785,59.142,70962,74.5,2114.5
2014.08,전북,1.34,59.3,93.831,3981,60.100,63673,77.10,2079.7
2014.08,제주,1.48,66.10,107.698,1003,63.825,17156,85.0,2153.8
2014.08,충남,1.46,63.3,99.202,2747,61.158,68616,75.2,2065.2
2014.08,충북,1.39,63.7,97.285,2343,61.225,50827,76.8,2091.5
2014.09,강원,1.29,58.9,92.700,2208,61.767,47128,73.2,2094.8
2014.09,경기,1.26,62.2,107.997,19429,72.467,329815,85.7,2111.2
2014.09,경남,1.43,60.3,102.123,5925,66.967,109092,85.0,2083.6
2014.09,경북,1.45,64.10,93.497,3619,64.500,87035,86.9,2062.4
2014.09,광주,1.20,59.10,106.683,3522,68.767,41747,89.4,2075.6
2014.09,대구,1.20,59.10,103.410,3643,70.967,68483,91.4,2127.2
2014.09,대전,1.27,60.10,104.617,2169,70.300,39845,84.8,2111.2
2014.09,부산,1.12,57.3,101.177,4640,67.133,119759,86.10,2132.8
2014.09,서울,0.99,60.5,105.093,13883,74.333,256649,86.5,2098.4
2014.09,세종,1.71,,82.753,146,67.233,5366,78.0,
2014.09,울산,1.47,57.6,105.680,2436,68.933,34157,94.8,2034.8
2014.09,인천,1.21,61.9,104.110,3195,65.900,83006,84.7,2127.6
2014.09,전남,1.53,62.8,87.847,2776,59.233,70921,74.7,2115.2
2014.09,전북,1.34,59.6,93.697,3980,60.200,63637,77.4,2079.2
2014.09,제주,1.48,67.2,107.590,1004,63.900,17205,85.2,2153.6
2014.09,충남,1.46,64.2,99.133,2749,61.167,68669,75.3,2065.2
2014.09,충북,1.40,64.0,97.020,2342,61.300,50762,77.0,2090.8
2014.10,강원,1.30,59.2,92.525,2202,61.875,47123,73.5,2093.1
2014.10,경기,1.26,62.4,107.850,19598,72.425,329808,85.8,2111.7
2014.10,경남,1.43,59.8,101.968,5930,66.950,109184,85.2,2082.0
2014.10,경북,1.45,64.4,93.290,3591,64.500,87090,86.8,2060.7
2014.10,광주,1.21,58.6,106.510,3526,68.775,41714,89.6,2073.9
2014.10,대구,1.20,58.8,103.085,3642,71.050,68462,91.3,2125.8
2014.10,대전,1.27,60.4,104.405,2179,70.275,39758,84.9,2112.0
2014.10,부산,1.13,57.2,101.005,4654,67.300,119627,86.3,2131.8
2014.10,서울,1.00,60.6,104.820,13910,74.325,256222,86.6,2098.8
2014.10,세종,1.76,,82.600,152,67.350,5463,78.8,
2014.10,울산,1.47,57.7,105.425,2447,69.100,34171,95.0,2034.0
2014.10,인천,1.21,61.10,103.870,3198,65.900,83030,84.9,2126.1
2014.10,전남,1.54,63.8,87.627,2766,59.325,70879,74.9,2115.9
2014.10,전북,1.35,60.5,93.562,3978,60.300,63601,77.6,2078.7
2014.10,제주,1.48,68.10,107.483,1004,63.975,17254,85.4,2153.4
2014.10,충남,1.47,63.8,99.065,2752,61.175,68722,75.5,2065.2
2014.10,충북,1.40,63.9,96.755,2341,61.375,50696,77.2,2090.1
2014.11,강원,1.30,59.10,92.350,2196,61.983,47118,73.7,2091.4
2014.11,경기,1.27,62.2,107.703,19767,72.383,329802,85.9,2112.2
2014.11,경남,1.43,60.5,101.812,5935,66.933,109276,85.5,2080.4
2014.11,경북,1.45,63.8,93.083,3563,64.500,87144,86.8,2059.0
2014.11,광주,1.21,58.5,106.337,3529,68.783,41680,89.8,2072.2
2014.11,대구,1.21,59.0,102.760,3641,71.133,68442,91.3,2124.4
2014.11,대전,1.27,60.10,104.193,2189,70.250,39672,85.0,2112.8
2014.11,부산,1.13,57.10,100.833,4668,67.467,119494,86.6,2130.8
2014.11,서울,1.00,61.0,104.547,13936,74.317,255796,86.6,2099.2
2014.11,세종,1.80,,82.447,158,67.467,5560,79.7,
2014.11,울산,1.48,58.10,105.170,2458,69.267,34185,95.3,2033.2
2014.11,인천,1.22,60.9,103.630,3202,65.900,83054,85.2,2124.6
2014.11,전남,1.54,63.4,87.408,2756,59.417,70837,75.10,2116.6
2014.11,전북,1.35,60.10,93.428,3977,60.400,63565,77.8,2078.2
2014.11,제주,1.48,68.10,107.375,1005,64.050,17302,85.5,2153.2
2014.11,충남,1.47,63.5,98.997,2754,61.183,68776,75.7,2065.2
2014.11,충북,1.41,63.4,96.490,2340,61.450,50630,77.4,2089.4
2014.12,강원,1.31,53.6,92.175,2191,62.092,47112,73.9,2089.7
2014.12,경기,1.27,61.4,107.557,19937,72.342,329795,86.0,2112.7
2014.12,경남,1.43,58.9,101.656,5940,66.917,109368,85.7,2078.8
2014.12,경북,1.46,60.9,92.877,3535,64.500,87199,86.7,2057.3
2014.12,광주,1.21,57.8,106.163,3532,68.792,41647,89.9,2070.5
2014.12,대구,1.21,59.0,102.435,3640,71.217,68422,91.2,2123.0
2014.12,대전,1.27,59.4,103.982,2200,70.225,39585,85.2,2113.6
2014.12,부산,1.13,56.5,100.662,4682,67.633,119362,86.9,2129.8
2014.12,서울,1.00,60.6,104.273,13962,74.308,255370,86.7,2099.6
2014.12,세종,1.85,,82.293,163,67.583,5657,80.6,
2014.12,울산,1.48,57.6,104.915,2468,69.433,34198,95.5,2032.4
2014.12,인천,1.22,59.6,103.390,3206,65.900,83078,85.4,2123.1
2014.12,전남,1.54,61.5,87.189,2747,59.508,70796,75.3,2117.3
2014.12,전북,1.35,56.5,93.294,3976,60.500,63529,78.10,2077.7
2014.12,제주,1.48,67.9,107.267,1005,64.125,17351,85.7,2153.0
2014.12,충남,1.48,58.8,98.928,2756,61.192,68829,75.8,2065.2
2014.12,충북,1.41,58.7,96.225,2339,61.525,50565,77.6,2088.7
2015.01,강원,1.31,51.7,92.000,2185,62.200,47107,74.10,2088.0
2015.01,경기,1.27,60.8,107.410,20106,72.300,329788,86.10,2113.2
2015.01,경남,1.44,58.3,101.500,5945,66.900,109460,86.0,2077.2
2015.01,경북,1.46,59.2,92.670,3507,64.500,87253,86.6,2055.6
2015.01,광주,1.21,57.6,105.990,3535,68.800,41614,90.10,2068.8
2015.01,대구,1.22,58.6,102.110,3639,71.300,68402,91.10,2121.6
2015.01,대전,1.28,58.7,103.770,2210,70.200,39498,85.3,2114.4
2015.01,부산,1.14,55.9,100.490,4696,67.800,119230,87.2,2128.8
2015.01,서울,1.00,60.0,104.000,13989,74.300,254944,86.7,2100.0
2015.01,세종,1.89,,82.140,169,67.700,5754,81.5,
2015.01,울산,1.49,57.4,104.660,2479,69.600,34212,95.8,2031.6
2015.01,인천,1.22,59.6,103.150,3209,65.900,83102,85.7,2121.6
2015.01,전남,1.55,60.4,86.970,2737,59.600,70754,75.5,2118.0
2015.01,전북,1.35,55.6,93.160,3975,60.600,63493,78.3,2077.2
2015.01,제주,1.48,68.0,107.160,1006,64.200,17400,85.9,2152.8
2015.01,충남,1.48,58.10,98.860,2758,61.200,68882,76.0,2065.2
2015.01,충북,1.41,57.0,95.960,2338,61.600,50499,77.8,2088.0
2015.02,강원,1.30,52.2,91.802,2185,62.133,47243,74.10,2076.7
2015.02,경기,1.27,60.8,107.127,20053,72.233,331057,86.3,2102.6
2015.02,경남,1.43,58.5,101.323,5942,66.758,109526,86.4,2066.2
2015.02,경북,1.46,59.4,92.489,3512,64.458,87418,86.6,2047.0
2015.02,광주,1.20,57.5,105.676,3535,68.467,41579,90.2,2058.1
2015.02,대구,1.21,58.7,101.922,3648,71.100,68506,91.2,2110.4
2015.02,대전,1.27,59.10,103.544,2212,70.083,39614,85.7,2100.5
2015.02,부산,1.14,56.10,100.368,4697,67.967,119458,87.7,2119.0
2015.02,서울,1.00,59.7,103.728,13988,74.250,255351,86.8,2087.9
2015.02,세종,1.89,,82.507,176,67.825,5833,82.3,
2015.02,울산,1.48,57.7,104.503,2484,69.475,34275,95.9,2019.1
2015.02,인천,1.21,59.3,102.904,3224,65.817,83258,85.9,2110.9
2015.02,전남,1.54,60.4,86.810,2730,59.208,70877,76.0,2107.6
2015.02,전북,1.34,56.2,93.029,3980,60.625,63652,78.9,2065.3
2015.02,제주,1.47,66.6,107.025,1005,64.233,17517,85.9,2145.6
2015.02,충남,1.47,59.2,98.558,2760,61.000,69095,76.7,2054.1
2015.02,충북,1.41,58.8,95.730,2336,61.508,50579,78.6,2076.8
2015.03,강원,1.30,55.4,91.605,2185,62.067,47379,74.2,2065.4
2015.03,경기,1.26,61.2,106.845,19999,72.167,332326,86.5,2092.0
2015.03,경남,1.42,59.2,101.147,5939,66.617,109592,86.8,2055.2
2015.03,경북,1.45,61.6,92.308,3517,64.417,87584,86.6,2038.4
2015.03,광주,1.20,57.8,105.362,3535,68.133,41544,90.3,2047.4
2015.03,대구,1.21,58.9,101.735,3656,70.900,68610,91.2,2099.2
2015.03,대전,1.26,59.0,103.318,2214,69.967,39730,86.2,2086.6
2015.03,부산,1.13,55.9,100.247,4698,68.133,119687,88.10,2109.2
2015.03,서울,0.99,59.5,103.457,13986,74.200,255758,86.9,2075.8
2015.03,세종,1.88,,82.873,184,67.950,5912,83.10,
2015.03,울산,1.47,58.0,104.347,2490,69.350,34338,95.9,2006.6
2015.03,인천,1.20,60.3,102.658,3240,65.733,83414,86.10,2100.2
2015.03,전남,1.54,61.6,86.650,2723,58.817,71000,76.5,2097.2
2015.03,전북,1.34,57.7,92.898,3986,60.650,63811,79.5,2053.4
2015.03,제주,1.47,66.4,106.890,1004,64.267,17634,86.0,2138.4
2015.03,충남,1.47,61.2,98.257,2762,60.800,69308,77.5,2043.0
2015.03,충북,1.40,60.5,95.500,2335,61.417,50658,79.3,2065.6
2015.04,강원,1.29,58.7,91.407,2186,62.000,47516,74.2,2054.1
2015.04,경기,1.25,62.0,106.562,19946,72.100,333594,86.8,2081.4
2015.04,경남,1.42,60.5,100.970,5936,66.475,109658,87.2,2044.2
2015.04,경북,1.45,63.10,92.127,3522,64.375,87750,86.6,2029.8
2015.04,광주,1.20,57.9,105.047,3535,67.800,41510,90.4,2036.7
2015.04,대구,1.21,59.10,101.547,3665,70.700,68714,91.2,2088.0
2015.04,대전,1.26,59.4,103.093,2216,69.850,39846,86.6,2072.7
2015.04,부산,1.13,56.3,100.125,4699,68.300,119915,88.6,2099.4
2015.04,서울,0.99,59.6,103.185,13985,74.150,256165,87.0,2063.7
2015.04,세종,1.88,,83.240,191,68.075,5990,83.9,
2015.04,울산,1.47,58.9,104.190,2495,69.225,34400,96.0,1994.1
2015.04,인천,1.20,61.10,102.413,3256,65.650,83570,86.3,2089.5
2015.04,전남,1.53,62.7,86.490,2716,58.425,71124,76.9,2086.8
2015.04,전북,1.33,59.6,92.767,3991,60.675,63970,80.10,2041.5
2015.04,제주,1.47,66.8,106.755,1004,64.300,17752,86.0,2131.2
2015.04,충남,1.46,63.10,97.955,2764,60.600,69521,78.2,2031.9
2015.04,충북,1.40,62.8,95.270,2334,61.325,50738,80.10,2054.4
2015.05,강원,1.29,59.7,91.210,2186,61.933,47652,74.3,2042.8
2015.05,경기,1.25,62.10,106.280,19892,72.033,334863,87.0,2070.8
2015.05,경남,1.41,61.3,100.793,5932,66.333,109724,87.6,2033.2
2015.05,경북,1.44,63.9,91.947,3527,64.333,87915,86.6,2021.2
2015.05,광주,1.19,58.5,104.733,3535,67.467,41475,90.5,2026.0
2015.05,대구,1.21,60.10,101.360,3674,70.500,68818,91.3,2076.8
2015.05,대전,1.25,60.10,102.867,2218,69.733,39963,87.10,2058.8
2015.05,부산,1.12,56.4,100.003,4700,68.467,120143,89.0,2089.6
2015.05,서울,0.98,60.3,102.913,13984,74.100,256572,87.10,2051.6
2015.05,세종,1.87,,83.607,198,68.200,6069,84.7,
2015.05,울산,1.46,59.4,104.033,2500,69.100,34463,96.10,1981.6
2015.05,인천,1.19,61.7,102.167,3271,65.567,83726,86.5,2078.8
2015.05,전남,1.52,63.6,86.330,2709,58.033,71247,77.4,2076.4
2015.05,전북,1.32,60.9,92.637,3997,60.700,64128,80.7,2029.6
2015.05,제주,1.46,68.6,106.620,1003,64.333,17869,86.0,2124.0
2015.05,충남,1.45,64.2,97.653,2766,60.400,69734,78.9,2020.8
2015.05,충북,1.40,63.4,95.040,2332,61.233,50818,80.9,2043.2
2015.06,강원,1.28,60.2,91.013,2186,61.867,47788,74.3,2031.5
2015.06,경기,1.24,62.2,105.998,19839,71.967,336132,87.2,2060.2
2015.06,경남,1.40,61.2,100.617,5929,66.192,109790,88.0,2022.2
2015.06,경북,1.44,63.4,91.766,3532,64.292,88080,86.6,2012.6
2015.06,광주,1.19,58.7,104.419,3535,67.133,41440,90.6,2015.3
2015.06,대구,1.20,60.7,101.172,3683,70.300,68922,91.3,2065.6
2015.06,대전,1.24,59.8,102.641,2220,69.617,40079,87.5,2044.9
2015.06,부산,1.12,56.4,99.882,4701,68.633,120372,89.5,2079.8
2015.06,서울,0.98,59.8,102.642,13983,74.050,256979,87.2,2039.5
2015.06,세종,1.86,,83.973,206,68.325,6148,85.5,
2015.06,울산,1.46,59.6,103.877,2505,68.975,34526,96.10,1969.1
2015.06,인천,1.19,61.7,101.921,3286,65.483,83882,86.7,2068.1
2015.06,전남,1.51,64.5,86.170,2702,57.642,71370,77.9,2066.0
2015.06,전북,1.31,60.4,92.506,4002,60.725,64287,81.3,2017.7
2015.06,제주,1.46,68.7,106.485,1002,64.367,17986,86.10,2116.8
2015.06,충남,1.44,64.3,97.352,2768,60.200,69947,79.6,2009.7
2015.06,충북,1.39,63.8,94.810,2330,61.142,50898,81.7,2032.0
2015.07,강원,1.27,60.9,90.815,2186,61.800,47924,74.3,2020.2
2015.07,경기,1.23,62.4,105.715,19786,71.900,337401,87.5,2049.6
2015.07,경남,1.40,61.5,100.440,5926,66.050,109856,88.4,2011.2
2015.07,경북,1.43,63.4,91.585,3538,64.250,88246,86.6,2004.0
2015.07,광주,1.19,59.4,104.105,3534,66.800,41405,90.8,2004.6
2015.07,대구,1.20,60.10,100.985,3692,70.100,69026,91.4,2054.4
2015.07,대전,1.23,60.10,102.415,2222,69.500,40195,88.0,2031.0
2015.07,부산,1.12,56.6,99.760,4702,68.800,120600,90.0,2070.0
2015.07,서울,0.97,60.3,102.370,13982,74.000,257386,87.3,2027.4
2015.07,세종,1.86,,84.340,213,68.450,6227,86.2,
2015.07,울산,1.45,60.2,103.720,2510,68.850,34589,96.2,1956.6
2015.07,인천,1.18,61.7,101.675,3302,65.400,84038,86.9,2057.4
2015.07,전남,1.51,63.9,86.010,2694,57.250,71494,78.3,2055.6
2015.07,전북,1.30,60.5,92.375,4008,60.750,64446,82.0,2005.8
2015.07,제주,1.45,68.8,106.350,1001,64.400,18103,86.10,2109.6
2015.07,충남,1.44,63.9,97.050,2770,60.000,70160,80.3,1998.6
2015.07,충북,1.39,63.8,94.580,2329,61.050,50978,82.5,2020.8
2015.08,강원,1.27,60.7,90.617,2186,61.733,48060,74.4,2008.9
2015.08,경기,1.23,61.8,105.432,19732,71.833,338670,87.7,2039.0
2015.08,경남,1.39,61.10,100.263,5923,65.908,109923,88.8,2000.2
2015.08,경북,1.42,62.9,91.404,3543,64.208,88412,86.6,1995.4
2015.08,광주,1.18,59.4,103.791,3534,66.467,41370,90.9,1993.9
2015.08,대구,1.20,59.2,100.797,3700,69.900,69129,91.5,2043.2
2015.08,대전,1.23,59.3,102.189,2225,69.383,40311,88.4,2017.1
2015.08,부산,1.11,55.9,99.638,4703,68.967,120828,90.4,2060.2
2015.08,서울,0.97,60.3,102.098,13980,73.950,257792,87.4,2015.3
2015.08,세종,1.85,,84.707,220,68.575,6306,87.0,
2015.08,울산,1.45,59.7,103.563,2516,68.725,34652,96.3,1944.1
2015.08,인천,1.17,61.3,101.429,3318,65.317,84194,87.10,2046.7
2015.08,전남,1.50,63.2,85.850,2687,56.858,71617,78.8,2045.2
2015.08,전북,1.29,60.4,92.244,4013,60.775,64605,82.6,1993.9
2015.08,제주,1.45,69.10,106.215,1000,64.433,18220,86.10,2102.4
2015.08,충남,1.43,62.9,96.748,2772,59.800,70374,81.10,1987.5
2015.08,충북,1.38,63.7,94.350,2328,60.958,51057,83.2,2009.6
2015.09,강원,1.26,60.5,90.420,2186,61.667,48196,74.4,1997.6
2015.09,경기,1.22,61.9,105.150,19679,71.767,339939,87.9,2028.4
2015.09,경남,1.38,61.7,100.087,5920,65.767,109989,89.2,1989.2
2015.09,경북,1.42,62.9,91.223,3548,64.167,88577,86.6,1986.8
2015.09,광주,1.18,59.4,103.477,3534,66.133,41335,91.0,1983.2
2015.09,대구,1.20,59.5,100.610,3709,69.700,69233,91.5,2032.0
2015.09,대전,1.22,60.2,101.963,2227,69.267,40427,88.8,2003.2
2015.09,부산,1.11,56.4,99.517,4704,69.133,121057,90.9,2050.4
2015.09,서울,0.96,60.0,101.827,13979,73.900,258199,87.5,2003.2
2015.09,세종,1.84,,85.073,228,68.700,6385,87.8,
2015.09,울산,1.44,59.5,103.407,2521,68.600,34715,96.3,1931.6
2015.09,인천,1.17,61.8,101.183,3333,65.233,84350,87.3,2036.0
2015.09,전남,1.49,63.6,85.690,2680,56.467,71740,79.3,2034.8
2015.09,전북,1.28,60.9,92.113,4018,60.800,64764,83.2,1982.0
2015.09,제주,1.45,69.4,106.080,999,64.467,18337,86.2,2095.2
2015.09,충남,1.42,63.7,96.447,2774,59.600,70587,81.8,1976.4
2015.09,충북,1.38,64.3,94.120,2326,60.867,51137,84.0,1998.4
2015.10,강원,1.26,60.0,90.222,2186,61.600,48332,74.5,1986.3
2015.10,경기,1.21,62.0,104.867,19625,71.700,341208,88.10,2017.8
2015.10,경남,1.38,61.7,99.910,5916,65.625,110055,89.6,1978.2
2015.10,경북,1.41,63.8,91.043,3553,64.125,88742,86.6,1978.2
2015.10,광주,1.18,58.6,103.162,3534,65.800,41300,91.10,1972.5
2015.10,대구,1.19,59.5,100.422,3718,69.500,69337,91.5,2020.8
2015.10,대전,1.21,60.3,101.737,2229,69.150,40544,89.3,1989.3
2015.10,부산,1.11,56.6,99.395,4705,69.300,121285,91.3,2040.6
2015.10,서울,0.96,59.9,101.555,13978,73.850,258606,87.6,1991.1
2015.10,세종,1.84,,85.440,235,68.825,6464,88.6,
2015.10,울산,1.44,59.5,103.250,2526,68.475,34778,96.4,1919.1
2015.10,인천,1.16,61.7,100.938,3348,65.150,84506,87.5,2025.3
2015.10,전남,1.49,63.9,85.530,2673,56.075,71863,79.8,2024.4
2015.10,전북,1.28,60.6,91.983,4024,60.825,64922,83.8,1970.1
2015.10,제주,1.44,70.2,105.945,998,64.500,18454,86.2,2088.0
2015.10,충남,1.42,63.8,96.145,2776,59.400,70800,82.5,1965.3
2015.10,충북,1.37,64.6,93.890,2324,60.775,51217,84.8,1987.2
2015.11,강원,1.25,59.10,90.025,2187,61.533,48469,74.5,1975.0
2015.11,경기,1.21,61.7,104.585,19572,71.633,342476,88.3,2007.2
2015.11,경남,1.37,61.3,99.733,5913,65.483,110121,90.0,1967.2
2015.11,경북,1.41,63.5,90.862,3558,64.083,88908,86.6,1969.6
2015.11,광주,1.17,58.5,102.848,3534,65.467,41266,91.2,1961.8
2015.11,대구,1.19,59.5,100.235,3726,69.300,69441,91.6,2009.6
2015.11,대전,1.21,60.10,101.512,2231,69.033,40660,89.7,1975.4
2015.11,부산,1.10,56.7,99.273,4706,69.467,121513,91.8,2030.8
2015.11,서울,0.95,60.2,101.283,13976,73.800,259013,87.7,1979.0
2015.11,세종,1.83,,85.807,242,68.950,6542,89.4,
2015.11,울산,1.43,59.5,103.093,2532,68.350,34840,96.5,1906.6
2015.11,인천,1.16,62.10,100.692,3364,65.067,84662,87.7,2014.6
2015.11,전남,1.48,63.8,85.370,2666,55.683,71986,80.2,2014.0
2015.11,전북,1.27,59.9,91.852,4029,60.850,65081,84.4,1958.2
2015.11,제주,1.44,70.2,105.810,998,64.533,18572,86.2,2080.8
2015.11,충남,1.41,62.6,95.843,2778,59.200,71013,83.2,1954.2
