시점,학생수,지역별
2021.03,73.122,전남
2021.04,72.942,전남
2021.05,72.763,전남
2021.06,72.584,전남
2021.07,72.405,전남
2021.08,72.226,전남
2021.09,72.047,전남
2021.10,71.868,전남
2021.11,71.688,전남
2021.12,71.509,전남
2022.01,71.330,전남
2022.02,71.225,전남
2022.03,71.120,전남
2022.04,71.015,전남
2022.05,70.910,전남
2022.06,70.805,전남
2022.07,70.700,전남
2022.08,70.595,전남
2022.09,70.490,전남
2022.10,70.385,전남
2022.11,70.280,전남
2022.12,70.175,전남
2023.01,70.070,전남
2023.02,69.998,전남
2023.03,69.927,전남
2023.04,69.855,전남
2023.05,69.783,전남
2023.06,69.712,전남
2023.07,69.640,전남
2023.08,69.568,전남
2023.09,69.497,전남
2023.10,69.425,전남
2023.11,69.353,전남
2023.12,69.282,전남
2024.01,69.210,전남
2011.01,99.050,전북
2011.02,98.941,전북
2011.03,98.832,전북
2011.04,98.722,전북
2011.05,98.613,전북
2011.06,98.504,전북
2011.07,98.395,전북
2011.08,98.286,전북
2011.09,98.177,전북
2011.10,98.067,전북
2011.11,97.958,전북
2011.12,97.849,전북
2012.01,97.740,전북
2012.02,97.614,전북
2012.03,97.488,전북
2012.04,97.362,전북
2012.05,97.237,전북
2012.06,97.111,전북
2012.07,96.985,전북
2012.08,96.859,전북
2012.09,96.733,전북
2012.10,96.608,전북
2012.11,96.482,전북
2012.12,96.356,전북
2013.01,96.230,전북
2013.02,96.108,전북
2013.03,95.987,전북
2013.04,95.865,전북
2013.05,95.743,전북
2013.06,95.622,전북
2013.07,95.500,전북
2013.08,95.378,전북
2013.09,95.257,전북
2013.10,95.135,전북
2013.11,95.013,전북
2013.12,94.892,전북
2014.01,94.770,전북
2014.02,94.636,전북
2014.03,94.502,전북
2014.04,94.367,전북
2014.05,94.233,전북
2014.06,94.099,전북
2014.07,93.965,전북
2014.08,93.831,전북
2014.09,93.697,전북
2014.10,93.562,전북
2014.11,93.428,전북
2014.12,93.294,전북
2015.01,93.160,전북
2015.02,93.029,전북
2015.03,92.898,전북
2015.04,92.767,전북
2015.05,92.637,전북
2015.06,92.506,전북
2015.07,92.375,전북
2015.08,92.244,전북
2015.09,92.113,전북
2015.10,91.983,전북
2015.11,91.852,전북
2015.12,91.721,전북
2016.01,91.590,전북
2016.02,91.318,전북
2016.03,91.047,전북
2016.04,90.775,전북
2016.05,90.503,전북
2016.06,90.232,전북
2016.07,89.960,전북
2016.08,89.688,전북
2016.09,89.417,전북
2016.10,89.145,전북
2016.11,88.873,전북
2016.12,88.602,전북
2017.01,88.330,전북
2017.02,87.972,전북
2017.03,87.615,전북
2017.04,87.257,전북
2017.05,86.900,전북
2017.06,86.543,전북
2017.07,86.185,전북
2017.08,85.828,전북
2017.09,85.470,전북
2017.10,85.113,전북
2017.11,84.755,전북
2017.12,84.398,전북
2018.01,84.040,전북
2018.02,83.664,전북
2018.03,83.288,전북
2018.04,82.913,전북
2018.05,82.537,전북
2018.06,82.161,전북
2018.07,81.785,전북
2018.08,81.409,전북
2018.09,81.033,전북
2018.10,80.657,전북
2018.11,80.282,전북
2018.12,79.906,전북
2019.01,79.530,전북
2019.02,79.351,전북
2019.03,79.172,전북
2019.04,78.993,전북
2019.05,78.813,전북
2019.06,78.634,전북
2019.07,78.455,전북
2019.08,78.276,전북
2019.09,78.097,전북
2019.10,77.917,전북
2019.11,77.738,전북
2019.12,77.559,전북
2020.01,77.380,전북
2020.02,77.382,전북
2020.03,77.383,전북
2020.04,77.385,전북
2020.05,77.387,전북
2020.06,77.388,전북
2020.07,77.390,전북
2020.08,77.392,전북
2020.09,77.393,전북
2020.10,77.395,전북
2020.11,77.397,전북
2020.12,77.398,전북
2021.01,77.400,전북
2021.02,77.250,전북
2021.03,77.100,전북
2021.04,76.950,전북
2021.05,76.800,전북
2021.06,76.650,전북
2021.07,76.500,전북
2021.08,76.350,전북
2021.09,76.200,전북
2021.10,76.050,전북
2021.11,75.900,전북
2021.12,75.750,전북
2022.01,75.600,전북
2022.02,75.441,전북
2022.03,75.282,전북
2022.04,75.123,전북
2022.05,74.963,전북
2022.06,74.804,전북
2022.07,74.645,전북
2022.08,74.486,전북
2022.09,74.327,전북
2022.10,74.167,전북
2022.11,74.008,전북
2022.12,73.849,전북
2023.01,73.690,전북
2023.02,73.580,전북
2023.03,73.470,전북
2023.04,73.360,전북
2023.05,73.250,전북
2023.06,73.140,전북
2023.07,73.030,전북
2023.08,72.920,전북
2023.09,72.810,전북
2023.10,72.700,전북
2023.11,72.590,전북
2023.12,72.480,전북
2024.01,72.370,전북
2011.01,115.410,제주
2011.02,115.243,제주
2011.03,115.077,제주
2011.04,114.910,제주
2011.05,114.743,제주
2011.06,114.577,제주
2011.07,114.410,제주
2011.08,114.243,제주
2011.09,114.077,제주
2011.10,113.910,제주
2011.11,113.743,제주
2011.12,113.577,제주
2012.01,113.410,제주
2012.02,113.259,제주
2012.03,113.108,제주
2012.04,112.957,제주
2012.05,112.807,제주
2012.06,112.656,제주
2012.07,112.505,제주
2012.08,112.354,제주
2012.09,112.203,제주
2012.10,112.052,제주
2012.11,111.902,제주
2012.12,111.751,제주
2013.01,111.600,제주
2013.02,111.337,제주
2013.03,111.075,제주
2013.04,110.812,제주
2013.05,110.550,제주
2013.06,110.287,제주
2013.07,110.025,제주
2013.08,109.763,제주
2013.09,109.500,제주
2013.10,109.237,제주
2013.11,108.975,제주
2013.12,108.713,제주
2014.01,108.450,제주
2014.02,108.343,제주
2014.03,108.235,제주
2014.04,108.127,제주
2014.05,108.020,제주
2014.06,107.912,제주
2014.07,107.805,제주
2014.08,107.698,제주
2014.09,107.590,제주
2014.10,107.483,제주
2014.11,107.375,제주
2014.12,107.267,제주
2015.01,107.160,제주
2015.02,107.025,제주
2015.03,106.890,제주
2015.04,106.755,제주
2015.05,106.620,제주
2015.06,106.485,제주
2015.07,106.350,제주
2015.08,106.215,제주
2015.09,106.080,제주
2015.10,105.945,제주
2015.11,105.810,제주
2015.12,105.675,제주
2016.01,105.540,제주
2016.02,105.391,제주
2016.03,105.242,제주
2016.04,105.093,제주
2016.05,104.943,제주
2016.06,104.794,제주
2016.07,104.645,제주
2016.08,104.496,제주
2016.09,104.347,제주
2016.10,104.198,제주
2016.11,104.048,제주
2016.12,103.899,제주
2017.01,103.750,제주
2017.02,103.620,제주
2017.03,103.490,제주
2017.04,103.360,제주
2017.05,103.230,제주
2017.06,103.100,제주
2017.07,102.970,제주
2017.08,102.840,제주
2017.09,102.710,제주
2017.10,102.580,제주
2017.11,102.450,제주
2017.12,102.320,제주
2018.01,102.190,제주
2018.02,101.907,제주
2018.03,101.623,제주
2018.04,101.340,제주
2018.05,101.057,제주
2018.06,100.773,제주
2018.07,100.490,제주
2018.08,100.207,제주
2018.09,99.923,제주
2018.10,99.640,제주
2018.11,99.357,제주
2018.12,99.073,제주
2019.01,98.790,제주
2019.02,98.650,제주
2019.03,98.510,제주
2019.04,98.370,제주
2019.05,98.230,제주
2019.06,98.090,제주
2019.07,97.950,제주
2019.08,97.810,제주
2019.09,97.670,제주
2019.10,97.530,제주
2019.11,97.390,제주
2019.12,97.250,제주
2020.01,97.110,제주
2020.02,96.948,제주
2020.03,96.785,제주
2020.04,96.623,제주
2020.05,96.460,제주
2020.06,96.297,제주
2020.07,96.135,제주
2020.08,95.972,제주
2020.09,95.810,제주
2020.10,95.647,제주
2020.11,95.485,제주
2020.12,95.322,제주
2021.01,95.160,제주
2021.02,95.066,제주
2021.03,94.972,제주
2021.04,94.877,제주
2021.05,94.783,제주
2021.06,94.689,제주
2021.07,94.595,제주
2021.08,94.501,제주
2021.09,94.407,제주
2021.10,94.312,제주
2021.11,94.218,제주
2021.12,94.124,제주
2022.01,94.030,제주
2022.02,93.780,제주
2022.03,93.530,제주
2022.04,93.280,제주
2022.05,93.030,제주
2022.06,92.780,제주
2022.07,92.530,제주
2022.08,92.280,제주
2022.09,92.030,제주
2022.10,91.780,제주
2022.11,91.530,제주
2022.12,91.280,제주
2023.01,91.030,제주
2023.02,90.927,제주
2023.03,90.825,제주
2023.04,90.722,제주
2023.05,90.620,제주
2023.06,90.517,제주
2023.07,90.415,제주
2023.08,90.312,제주
2023.09,90.210,제주
2023.10,90.108,제주
2023.11,90.005,제주
2023.12,89.903,제주
2024.01,89.800,제주
2011.01,104.620,충남
2011.02,104.536,충남
2011.03,104.452,충남
2011.04,104.368,충남
2011.05,104.283,충남
2011.06,104.199,충남
2011.07,104.115,충남
2011.08,104.031,충남
2011.09,103.947,충남
2011.10,103.862,충남
2011.11,103.778,충남
2011.12,103.694,충남
2012.01,103.610,충남
2012.02,103.505,충남
2012.03,103.400,충남
2012.04,103.295,충남
2012.05,103.190,충남
2012.06,103.085,충남
2012.07,102.980,충남
2012.08,102.875,충남
2012.09,102.770,충남
2012.10,102.665,충남
2012.11,102.560,충남
2012.12,102.455,충남
2013.01,102.350,충남
2013.02,102.127,충남
2013.03,101.905,충남
2013.04,101.683,충남
2013.05,101.460,충남
2013.06,101.237,충남
2013.07,101.015,충남
2013.08,100.793,충남
2013.09,100.570,충남
2013.10,100.347,충남
2013.11,100.125,충남
2013.12,99.903,충남
2014.01,99.680,충남
2014.02,99.612,충남
2014.03,99.543,충남
2014.04,99.475,충남
2014.05,99.407,충남
2014.06,99.338,충남
2014.07,99.270,충남
2014.08,99.202,충남
2014.09,99.133,충남
2014.10,99.065,충남
2014.11,98.997,충남
2014.12,98.928,충남
2015.01,98.860,충남
2015.02,98.558,충남
2015.03,98.257,충남
2015.04,97.955,충남
2015.05,97.653,충남
2015.06,97.352,충남
2015.07,97.050,충남
2015.08,96.748,충남
2015.09,96.447,충남
2015.10,96.145,충남
2015.11,95.843,충남
2015.12,95.542,충남
2016.01,95.240,충남
2016.02,95.013,충남
2016.03,94.787,충남
2016.04,94.560,충남
2016.05,94.333,충남
2016.06,94.107,충남
2016.07,93.880,충남
2016.08,93.653,충남
2016.09,93.427,충남
2016.10,93.200,충남
2016.11,92.973,충남
2016.12,92.747,충남
2017.01,92.520,충남
2017.02,92.248,충남
2017.03,91.975,충남
2017.04,91.703,충남
2017.05,91.430,충남
2017.06,91.157,충남
2017.07,90.885,충남
2017.08,90.612,충남
2017.09,90.340,충남
2017.10,90.067,충남
2017.11,89.795,충남
2017.12,89.522,충남
2018.01,89.250,충남
2018.02,89.047,충남
2018.03,88.843,충남
2018.04,88.640,충남
2018.05,88.437,충남
2018.06,88.233,충남
2018.07,88.030,충남
2018.08,87.827,충남
2018.09,87.623,충남
2018.10,87.420,충남
2018.11,87.217,충남
2018.12,87.013,충남
2019.01,86.810,충남
2019.02,86.686,충남
2019.03,86.562,충남
2019.04,86.438,충남
2019.05,86.313,충남
2019.06,86.189,충남
2019.07,86.065,충남
2019.08,85.941,충남
2019.09,85.817,충남
2019.10,85.692,충남
2019.11,85.568,충남
2019.12,85.444,충남
2020.01,85.320,충남
2020.02,85.306,충남
2020.03,85.292,충남
2020.04,85.278,충남
2020.05,85.263,충남
2020.06,85.249,충남
2020.07,85.235,충남
2020.08,85.221,충남
2020.09,85.207,충남
2020.10,85.192,충남
2020.11,85.178,충남
2020.12,85.164,충남
2021.01,85.150,충남
2021.02,84.958,충남
2021.03,84.767,충남
2021.04,84.575,충남
2021.05,84.383,충남
2021.06,84.192,충남
2021.07,84.000,충남
2021.08,83.808,충남
2021.09,83.617,충남
2021.10,83.425,충남
2021.11,83.233,충남
2021.12,83.042,충남
2022.01,82.850,충남
2022.02,82.688,충남
2022.03,82.527,충남
2022.04,82.365,충남
2022.05,82.203,충남
2022.06,82.042,충남
2022.07,81.880,충남
2022.08,81.718,충남
2022.09,81.557,충남
2022.10,81.395,충남
2022.11,81.233,충남
2022.12,81.072,충남
2023.01,80.910,충남
2023.02,80.837,충남
2023.03,80.765,충남
2023.04,80.692,충남
2023.05,80.620,충남
2023.06,80.547,충남
2023.07,80.475,충남
2023.08,80.403,충남
2023.09,80.330,충남
2023.10,80.258,충남
2023.11,80.185,충남
2023.12,80.113,충남
2024.01,80.040,충남
2011.01,106.120,충북
2011.02,105.998,충북
2011.03,105.875,충북
2011.04,105.752,충북
2011.05,105.630,충북
2011.06,105.508,충북
2011.07,105.385,충북
2011.08,105.263,충북
2011.09,105.140,충북
2011.10,105.018,충북
2011.11,104.895,충북
2011.12,104.773,충북
2012.01,104.650,충북
2012.02,104.436,충북
2012.03,104.222,충북
2012.04,104.008,충북
2012.05,103.793,충북
2012.06,103.579,충북
2012.07,103.365,충북
2012.08,103.151,충북
2012.09,102.937,충북
2012.10,102.722,충북
2012.11,102.508,충북
2012.12,102.294,충북
2013.01,102.080,충북
2013.02,101.835,충북
2013.03,101.590,충북
2013.04,101.345,충북
2013.05,101.100,충북
2013.06,100.855,충북
2013.07,100.610,충북
2013.08,100.365,충북
2013.09,100.120,충북
2013.10,99.875,충북
2013.11,99.630,충북
2013.12,99.385,충북
2014.01,99.140,충북
2014.02,98.875,충북
2014.03,98.610,충북
2014.04,98.345,충북
2014.05,98.080,충북
2014.06,97.815,충북
2014.07,97.550,충북
2014.08,97.285,충북
2014.09,97.020,충북
2014.10,96.755,충북
2014.11,96.490,충북
2014.12,96.225,충북
2015.01,95.960,충북
2015.02,95.730,충북
2015.03,95.500,충북
2015.04,95.270,충북
2015.05,95.040,충북
2015.06,94.810,충북
2015.07,94.580,충북
2015.08,94.350,충북
2015.09,94.120,충북
2015.10,93.890,충북
2015.11,93.660,충북
2015.12,93.430,충북
2016.01,93.200,충북
2016.02,92.989,충북
2016.03,92.778,충북
2016.04,92.567,충북
2016.05,92.357,충북
2016.06,92.146,충북
2016.07,91.935,충북
2016.08,91.724,충북
2016.09,91.513,충북
2016.10,91.303,충북
2016.11,91.092,충북
2016.12,90.881,충북
2017.01,90.670,충북
2017.02,90.448,충북
2017.03,90.227,충북
2017.04,90.005,충북
2017.05,89.783,충북
2017.06,89.562,충북
2017.07,89.340,충북
2017.08,89.118,충북
2017.09,88.897,충북
2017.10,88.675,충북
2017.11,88.453,충북
2017.12,88.232,충북
2018.01,88.010,충북
2018.02,87.803,충북
2018.03,87.595,충북
2018.04,87.388,충북
2018.05,87.180,충북
2018.06,86.972,충북
2018.07,86.765,충북
2018.08,86.558,충북
2018.09,86.350,충북
2018.10,86.142,충북
2018.11,85.935,충북
2018.12,85.727,충북
2019.01,85.520,충북
2019.02,85.265,충북
2019.03,85.010,충북
2019.04,84.755,충북
2019.05,84.500,충북
2019.06,84.245,충북
2019.07,83.990,충북
2019.08,83.735,충북
2019.09,83.480,충북
2019.10,83.225,충북
2019.11,82.970,충북
2019.12,82.715,충북
2020.01,82.460,충북
2020.02,82.391,충북
2020.03,82.322,충북
2020.04,82.252,충북
2020.05,82.183,충북
2020.06,82.114,충북
2020.07,82.045,충북
2020.08,81.976,충북
2020.09,81.907,충북
2020.10,81.837,충북
2020.11,81.768,충북
2020.12,81.699,충북
2021.01,81.630,충북
2021.02,81.475,충북
2021.03,81.320,충북
2021.04,81.165,충북
2021.05,81.010,충북
2021.06,80.855,충북
2021.07,80.700,충북
2021.08,80.545,충북
2021.09,80.390,충북
2021.10,80.235,충북
2021.11,80.080,충북
2021.12,79.925,충북
2022.01,79.770,충북
2022.02,79.723,충북
2022.03,79.677,충북
2022.04,79.630,충북
2022.05,79.583,충북
2022.06,79.537,충북
2022.07,79.490,충북
2022.08,79.443,충북
2022.09,79.397,충북
2022.10,79.350,충북
2022.11,79.303,충북
2022.12,79.257,충북
2023.01,79.210,충북
2023.02,79.126,충북
2023.03,79.042,충북
2023.04,78.957,충북
2023.05,78.873,충북
2023.06,78.789,충북
2023.07,78.705,충북
2023.08,78.621,충북
2023.09,78.537,충북
2023.10,78.453,충북
2023.11,78.368,충북
2023.12,78.284,충북
2024.01,78.200,충북
