시점,사교육참여율,지역별
2021.03,75.950,대전
2021.04,76.125,대전
2021.05,76.300,대전
2021.06,76.475,대전
2021.07,76.650,대전
2021.08,76.825,대전
2021.09,77.000,대전
2021.10,77.175,대전
2021.11,77.350,대전
2021.12,77.525,대전
2022.01,77.700,대전
2022.02,77.717,대전
2022.03,77.733,대전
2022.04,77.750,대전
2022.05,77.767,대전
2022.06,77.783,대전
2022.07,77.800,대전
2022.08,77.817,대전
2022.09,77.833,대전
2022.10,77.850,대전
2022.11,77.867,대전
2022.12,77.883,대전
2023.01,77.900,대전
2009.01,72.400,부산
2009.02,72.425,부산
2009.03,72.450,부산
2009.04,72.475,부산
2009.05,72.500,부산
2009.06,72.525,부산
2009.07,72.550,부산
2009.08,72.575,부산
2009.09,72.600,부산
2009.10,72.625,부산
2009.11,72.650,부산
2009.12,72.675,부산
2010.01,72.700,부산
2010.02,72.450,부산
2010.03,72.200,부산
2010.04,71.950,부산
2010.05,71.700,부산
2010.06,71.450,부산
2010.07,71.200,부산
2010.08,70.950,부산
2010.09,70.700,부산
2010.10,70.450,부산
2010.11,70.200,부산
2010.12,69.950,부산
2011.01,69.700,부산
2011.02,69.617,부산
2011.03,69.533,부산
2011.04,69.450,부산
2011.05,69.367,부산
2011.06,69.283,부산
2011.07,69.200,부산
2011.08,69.117,부산
2011.09,69.033,부산
2011.10,68.950,부산
2011.11,68.867,부산
2011.12,68.783,부산
2012.01,68.700,부산
2012.02,68.583,부산
2012.03,68.467,부산
2012.04,68.350,부산
2012.05,68.233,부산
2012.06,68.117,부산
2012.07,68.000,부산
2012.08,67.883,부산
2012.09,67.767,부산
2012.10,67.650,부산
2012.11,67.533,부산
2012.12,67.417,부산
2013.01,67.300,부산
2013.02,67.175,부산
2013.03,67.050,부산
2013.04,66.925,부산
2013.05,66.800,부산
2013.06,66.675,부산
2013.07,66.550,부산
2013.08,66.425,부산
2013.09,66.300,부산
2013.10,66.175,부산
2013.11,66.050,부산
2013.12,65.925,부산
2014.01,65.800,부산
2014.02,65.967,부산
2014.03,66.133,부산
2014.04,66.300,부산
2014.05,66.467,부산
2014.06,66.633,부산
2014.07,66.800,부산
2014.08,66.967,부산
2014.09,67.133,부산
2014.10,67.300,부산
2014.11,67.467,부산
2014.12,67.633,부산
2015.01,67.800,부산
2015.02,67.967,부산
2015.03,68.133,부산
2015.04,68.300,부산
2015.05,68.467,부산
2015.06,68.633,부산
2015.07,68.800,부산
2015.08,68.967,부산
2015.09,69.133,부산
2015.10,69.300,부산
2015.11,69.467,부산
2015.12,69.633,부산
2016.01,69.800,부산
2016.02,70.067,부산
2016.03,70.333,부산
2016.04,70.600,부산
2016.05,70.867,부산
2016.06,71.133,부산
2016.07,71.400,부산
2016.08,71.667,부산
2016.09,71.933,부산
2016.10,72.200,부산
2016.11,72.467,부산
2016.12,72.733,부산
2017.01,73.000,부산
2017.02,72.775,부산
2017.03,72.550,부산
2017.04,72.325,부산
2017.05,72.100,부산
2017.06,71.875,부산
2017.07,71.650,부산
2017.08,71.425,부산
2017.09,71.200,부산
2017.10,70.975,부산
2017.11,70.750,부산
2017.12,70.525,부산
2018.01,70.300,부산
2018.02,70.767,부산
2018.03,71.233,부산
2018.04,71.700,부산
2018.05,72.167,부산
2018.06,72.633,부산
2018.07,73.100,부산
2018.08,73.567,부산
2018.09,74.033,부산
2018.10,74.500,부산
2018.11,74.967,부산
2018.12,75.433,부산
2019.01,75.900,부산
2019.02,75.167,부산
2019.03,74.433,부산
2019.04,73.700,부산
2019.05,72.967,부산
2019.06,72.233,부산
2019.07,71.500,부산
2019.08,70.767,부산
2019.09,70.033,부산
2019.10,69.300,부산
2019.11,68.567,부산
2019.12,67.833,부산
2020.01,67.100,부산
2020.02,67.958,부산
2020.03,68.817,부산
2020.04,69.675,부산
2020.05,70.533,부산
2020.06,71.392,부산
2020.07,72.250,부산
2020.08,73.108,부산
2020.09,73.967,부산
2020.10,74.825,부산
2020.11,75.683,부산
2020.12,76.542,부산
2021.01,77.400,부산
2021.02,77.508,부산
2021.03,77.617,부산
2021.04,77.725,부산
2021.05,77.833,부산
2021.06,77.942,부산
2021.07,78.050,부산
2021.08,78.158,부산
2021.09,78.267,부산
2021.10,78.375,부산
2021.11,78.483,부산
2021.12,78.592,부산
2022.01,78.700,부산
2022.02,78.817,부산
2022.03,78.933,부산
2022.04,79.050,부산
2022.05,79.167,부산
2022.06,79.283,부산
2022.07,79.400,부산
2022.08,79.517,부산
2022.09,79.633,부산
2022.10,79.750,부산
2022.11,79.867,부산
2022.12,79.983,부산
2023.01,80.100,부산
2009.01,79.600,서울
2009.02,79.425,서울
2009.03,79.250,서울
2009.04,79.075,서울
2009.05,78.900,서울
2009.06,78.725,서울
2009.07,78.550,서울
2009.08,78.375,서울
2009.09,78.200,서울
2009.10,78.025,서울
2009.11,77.850,서울
2009.12,77.675,서울
2010.01,77.500,서울
2010.02,77.458,서울
2010.03,77.417,서울
2010.04,77.375,서울
2010.05,77.333,서울
2010.06,77.292,서울
2010.07,77.250,서울
2010.08,77.208,서울
2010.09,77.167,서울
2010.10,77.125,서울
2010.11,77.083,서울
2010.12,77.042,서울
2011.01,77.000,서울
2011.02,76.708,서울
2011.03,76.417,서울
2011.04,76.125,서울
2011.05,75.833,서울
2011.06,75.542,서울
2011.07,75.250,서울
2011.08,74.958,서울
2011.09,74.667,서울
2011.10,74.375,서울
2011.11,74.083,서울
2011.12,73.792,서울
2012.01,73.500,서울
2012.02,73.625,서울
2012.03,73.750,서울
2012.04,73.875,서울
2012.05,74.000,서울
2012.06,74.125,서울
2012.07,74.250,서울
2012.08,74.375,서울
2012.09,74.500,서울
2012.10,74.625,서울
2012.11,74.750,서울
2012.12,74.875,서울
2013.01,75.000,서울
2013.02,74.950,서울
2013.03,74.900,서울
2013.04,74.850,서울
2013.05,74.800,서울
2013.06,74.750,서울
2013.07,74.700,서울
2013.08,74.650,서울
2013.09,74.600,서울
2013.10,74.550,서울
2013.11,74.500,서울
2013.12,74.450,서울
2014.01,74.400,서울
2014.02,74.392,서울
2014.03,74.383,서울
2014.04,74.375,서울
2014.05,74.367,서울
2014.06,74.358,서울
2014.07,74.350,서울
2014.08,74.342,서울
2014.09,74.333,서울
2014.10,74.325,서울
2014.11,74.317,서울
2014.12,74.308,서울
2015.01,74.300,서울
2015.02,74.250,서울
2015.03,74.200,서울
2015.04,74.150,서울
2015.05,74.100,서울
2015.06,74.050,서울
2015.07,74.000,서울
2015.08,73.950,서울
2015.09,73.900,서울
2015.10,73.850,서울
2015.11,73.800,서울
2015.12,73.750,서울
2016.01,73.700,서울
2016.02,74.025,서울
2016.03,74.350,서울
2016.04,74.675,서울
2016.05,75.000,서울
2016.06,75.325,서울
2016.07,75.650,서울
2016.08,75.975,서울
2016.09,76.300,서울
2016.10,76.625,서울
2016.11,76.950,서울
2016.12,77.275,서울
2017.01,77.600,서울
2017.02,77.792,서울
2017.03,77.983,서울
2017.04,78.175,서울
2017.05,78.367,서울
2017.06,78.558,서울
2017.07,78.750,서울
2017.08,78.942,서울
2017.09,79.133,서울
2017.10,79.325,서울
2017.11,79.517,서울
2017.12,79.708,서울
2018.01,79.900,서울
2018.02,79.908,서울
2018.03,79.917,서울
2018.04,79.925,서울
2018.05,79.933,서울
2018.06,79.942,서울
2018.07,79.950,서울
2018.08,79.958,서울
2018.09,79.967,서울
2018.10,79.975,서울
2018.11,79.983,서울
2018.12,79.992,서울
2019.01,80.000,서울
2019.02,79.583,서울
2019.03,79.167,서울
2019.04,78.750,서울
2019.05,78.333,서울
2019.06,77.917,서울
2019.07,77.500,서울
2019.08,77.083,서울
2019.09,76.667,서울
2019.10,76.250,서울
2019.11,75.833,서울
2019.12,75.417,서울
2020.01,75.000,서울
2020.02,75.542,서울
2020.03,76.083,서울
2020.04,76.625,서울
2020.05,77.167,서울
2020.06,77.708,서울
2020.07,78.250,서울
2020.08,78.792,서울
2020.09,79.333,서울
2020.10,79.875,서울
2020.11,80.417,서울
2020.12,80.958,서울
2021.01,81.500,서울
2021.02,81.733,서울
2021.03,81.967,서울
2021.04,82.200,서울
2021.05,82.433,서울
2021.06,82.667,서울
2021.07,82.900,서울
2021.08,83.133,서울
2021.09,83.367,서울
2021.10,83.600,서울
2021.11,83.833,서울
2021.12,84.067,서울
2022.01,84.300,서울
2022.02,84.342,서울
2022.03,84.383,서울
2022.04,84.425,서울
2022.05,84.467,서울
2022.06,84.508,서울
2022.07,84.550,서울
2022.08,84.592,서울
2022.09,84.633,서울
2022.10,84.675,서울
2022.11,84.717,서울
2022.12,84.758,서울
2023.01,84.800,서울
2014.01,66.300,세종
2014.02,66.417,세종
2014.03,66.533,세종
2014.04,66.650,세종
2014.05,66.767,세종
2014.06,66.883,세종
2014.07,67.000,세종
2014.08,67.117,세종
2014.09,67.233,세종
2014.10,67.350,세종
2014.11,67.467,세종
2014.12,67.583,세종
2015.01,67.700,세종
2015.02,67.825,세종
2015.03,67.950,세종
2015.04,68.075,세종
2015.05,68.200,세종
2015.06,68.325,세종
2015.07,68.450,세종
2015.08,68.575,세종
2015.09,68.700,세종
2015.10,68.825,세종
2015.11,68.950,세종
2015.12,69.075,세종
2016.01,69.200,세종
2016.02,69.642,세종
2016.03,70.083,세종
2016.04,70.525,세종
2016.05,70.967,세종
2016.06,71.408,세종
2016.07,71.850,세종
2016.08,72.292,세종
2016.09,72.733,세종
2016.10,73.175,세종
2016.11,73.617,세종
2016.12,74.058,세종
2017.01,74.500,세종
2017.02,74.783,세종
2017.03,75.067,세종
2017.04,75.350,세종
2017.05,75.633,세종
2017.06,75.917,세종
2017.07,76.200,세종
2017.08,76.483,세종
2017.09,76.767,세종
2017.10,77.050,세종
2017.11,77.333,세종
2017.12,77.617,세종
2018.01,77.900,세종
2018.02,78.183,세종
2018.03,78.467,세종
2018.04,78.750,세종
2018.05,79.033,세종
2018.06,79.317,세종
2018.07,79.600,세종
2018.08,79.883,세종
2018.09,80.167,세종
2018.10,80.450,세종
2018.11,80.733,세종
2018.12,81.017,세종
2019.01,81.300,세종
2019.02,80.608,세종
2019.03,79.917,세종
2019.04,79.225,세종
2019.05,78.533,세종
2019.06,77.842,세종
2019.07,77.150,세종
2019.08,76.458,세종
2019.09,75.767,세종
2019.10,75.075,세종
2019.11,74.383,세종
2019.12,73.692,세종
2020.01,73.000,세종
2020.02,73.675,세종
2020.03,74.350,세종
2020.04,75.025,세종
2020.05,75.700,세종
2020.06,76.375,세종
2020.07,77.050,세종
2020.08,77.725,세종
2020.09,78.400,세종
2020.10,79.075,세종
2020.11,79.750,세종
2020.12,80.425,세종
2021.01,81.100,세종
2021.02,81.050,세종
2021.03,81.000,세종
2021.04,80.950,세종
2021.05,80.900,세종
2021.06,80.850,세종
2021.07,80.800,세종
2021.08,80.750,세종
2021.09,80.700,세종
2021.10,80.650,세종
2021.11,80.600,세종
2021.12,80.550,세종
2022.01,80.500,세종
2022.02,80.783,세종
2022.03,81.067,세종
2022.04,81.350,세종
2022.05,81.633,세종
2022.06,81.917,세종
2022.07,82.200,세종
2022.08,82.483,세종
2022.09,82.767,세종
2022.10,83.050,세종
2022.11,83.333,세종
2022.12,83.617,세종
2023.01,83.900,세종
2009.01,75.400,울산
2009.02,75.242,울산
2009.03,75.083,울산
2009.04,74.925,울산
2009.05,74.767,울산
2009.06,74.608,울산
2009.07,74.450,울산
2009.08,74.292,울산
2009.09,74.133,울산
2009.10,73.975,울산
2009.11,73.817,울산
2009.12,73.658,울산
2010.01,73.500,울산
2010.02,73.400,울산
2010.03,73.300,울산
2010.04,73.200,울산
2010.05,73.100,울산
2010.06,73.000,울산
2010.07,72.900,울산
2010.08,72.800,울산
2010.09,72.700,울산
2010.10,72.600,울산
2010.11,72.500,울산
2010.12,72.400,울산
2011.01,72.300,울산
2011.02,72.183,울산
2011.03,72.067,울산
2011.04,71.950,울산
2011.05,71.833,울산
2011.06,71.717,울산
2011.07,71.600,울산
2011.08,71.483,울산
2011.09,71.367,울산
2011.10,71.250,울산
2011.11,71.133,울산
2011.12,71.017,울산
2012.01,70.900,울산
2012.02,70.600,울산
2012.03,70.300,울산
2012.04,70.000,울산
2012.05,69.700,울산
2012.06,69.400,울산
2012.07,69.100,울산
2012.08,68.800,울산
2012.09,68.500,울산
2012.10,68.200,울산
2012.11,67.900,울산
2012.12,67.600,울산
2013.01,67.300,울산
2013.02,67.325,울산
2013.03,67.350,울산
2013.04,67.375,울산
2013.05,67.400,울산
2013.06,67.425,울산
2013.07,67.450,울산
2013.08,67.475,울산
2013.09,67.500,울산
2013.10,67.525,울산
2013.11,67.550,울산
2013.12,67.575,울산
2014.01,67.600,울산
2014.02,67.767,울산
2014.03,67.933,울산
2014.04,68.100,울산
2014.05,68.267,울산
2014.06,68.433,울산
2014.07,68.600,울산
2014.08,68.767,울산
2014.09,68.933,울산
2014.10,69.100,울산
2014.11,69.267,울산
2014.12,69.433,울산
2015.01,69.600,울산
2015.02,69.475,울산
2015.03,69.350,울산
2015.04,69.225,울산
2015.05,69.100,울산
2015.06,68.975,울산
2015.07,68.850,울산
2015.08,68.725,울산
2015.09,68.600,울산
2015.10,68.475,울산
2015.11,68.350,울산
2015.12,68.225,울산
2016.01,68.100,울산
2016.02,68.208,울산
2016.03,68.317,울산
2016.04,68.425,울산
2016.05,68.533,울산
2016.06,68.642,울산
2016.07,68.750,울산
2016.08,68.858,울산
2016.09,68.967,울산
2016.10,69.075,울산
2016.11,69.183,울산
2016.12,69.292,울산
2017.01,69.400,울산
2017.02,69.725,울산
2017.03,70.050,울산
2017.04,70.375,울산
2017.05,70.700,울산
2017.06,71.025,울산
2017.07,71.350,울산
2017.08,71.675,울산
2017.09,72.000,울산
2017.10,72.325,울산
2017.11,72.650,울산
2017.12,72.975,울산
2018.01,73.300,울산
2018.02,73.275,울산
2018.03,73.250,울산
2018.04,73.225,울산
2018.05,73.200,울산
2018.06,73.175,울산
2018.07,73.150,울산
2018.08,73.125,울산
2018.09,73.100,울산
2018.10,73.075,울산
2018.11,73.050,울산
2018.12,73.025,울산
2019.01,73.000,울산
2019.02,72.350,울산
2019.03,71.700,울산
2019.04,71.050,울산
2019.05,70.400,울산
2019.06,69.750,울산
2019.07,69.100,울산
2019.08,68.450,울산
2019.09,67.800,울산
2019.10,67.150,울산
2019.11,66.500,울산
2019.12,65.850,울산
2020.01,65.200,울산
2020.02,65.908,울산
2020.03,66.617,울산
2020.04,67.325,울산
2020.05,68.033,울산
2020.06,68.742,울산
2020.07,69.450,울산
2020.08,70.158,울산
2020.09,70.867,울산
2020.10,71.575,울산
2020.11,72.283,울산
2020.12,72.992,울산
2021.01,73.700,울산
2021.02,74.092,울산
2021.03,74.483,울산
2021.04,74.875,울산
2021.05,75.267,울산
2021.06,75.658,울산
2021.07,76.050,울산
2021.08,76.442,울산
2021.09,76.833,울산
2021.10,77.225,울산
2021.11,77.617,울산
2021.12,78.008,울산
2022.01,78.400,울산
2022.02,78.383,울산
2022.03,78.367,울산
2022.04,78.350,울산
2022.05,78.333,울산
2022.06,78.317,울산
2022.07,78.300,울산
2022.08,78.283,울산
2022.09,78.267,울산
2022.10,78.250,울산
2022.11,78.233,울산
2022.12,78.217,울산
2023.01,78.200,울산
2009.01,73.900,인천
2009.02,73.750,인천
2009.03,73.600,인천
2009.04,73.450,인천
2009.05,73.300,인천
2009.06,73.150,인천
2009.07,73.000,인천
2009.08,72.850,인천
2009.09,72.700,인천
2009.10,72.550,인천
2009.11,72.400,인천
2009.12,72.250,인천
2010.01,72.100,인천
2010.02,71.925,인천
2010.03,71.750,인천
2010.04,71.575,인천
2010.05,71.400,인천
2010.06,71.225,인천
2010.07,71.050,인천
2010.08,70.875,인천
2010.09,70.700,인천
2010.10,70.525,인천
2010.11,70.350,인천
2010.12,70.175,인천
2011.01,70.000,인천
2011.02,69.717,인천
2011.03,69.433,인천
2011.04,69.150,인천
2011.05,68.867,인천
2011.06,68.583,인천
2011.07,68.300,인천
2011.08,68.017,인천
2011.09,67.733,인천
2011.10,67.450,인천
2011.11,67.167,인천
2011.12,66.883,인천
2012.01,66.600,인천
2012.02,66.492,인천
2012.03,66.383,인천
2012.04,66.275,인천
2012.05,66.167,인천
2012.06,66.058,인천
2012.07,65.950,인천
2012.08,65.842,인천
2012.09,65.733,인천
2012.10,65.625,인천
2012.11,65.517,인천
2012.12,65.408,인천
2013.01,65.300,인천
2013.02,65.350,인천
2013.03,65.400,인천
2013.04,65.450,인천
2013.05,65.500,인천
2013.06,65.550,인천
2013.07,65.600,인천
2013.08,65.650,인천
2013.09,65.700,인천
2013.10,65.750,인천
2013.11,65.800,인천
2013.12,65.850,인천
2014.01,65.900,인천
2014.02,65.900,인천
2014.03,65.900,인천
2014.04,65.900,인천
2014.05,65.900,인천
2014.06,65.900,인천
2014.07,65.900,인천
2014.08,65.900,인천
2014.09,65.900,인천
2014.10,65.900,인천
2014.11,65.900,인천
2014.12,65.900,인천
2015.01,65.900,인천
2015.02,65.817,인천
2015.03,65.733,인천
2015.04,65.650,인천
2015.05,65.567,인천
2015.06,65.483,인천
2015.07,65.400,인천
2015.08,65.317,인천
2015.09,65.233,인천
2015.10,65.150,인천
2015.11,65.067,인천
2015.12,64.983,인천
2016.01,64.900,인천
2016.02,65.158,인천
2016.03,65.417,인천
2016.04,65.675,인천
2016.05,65.933,인천
2016.06,66.192,인천
2016.07,66.450,인천
2016.08,66.708,인천
2016.09,66.967,인천
2016.10,67.225,인천
2016.11,67.483,인천
2016.12,67.742,인천
2017.01,68.000,인천
2017.02,68.383,인천
2017.03,68.767,인천
2017.04,69.150,인천
2017.05,69.533,인천
2017.06,69.917,인천
2017.07,70.300,인천
2017.08,70.683,인천
2017.09,71.067,인천
2017.10,71.450,인천
2017.11,71.833,인천
2017.12,72.217,인천
2018.01,72.600,인천
2018.02,72.808,인천
2018.03,73.017,인천
2018.04,73.225,인천
2018.05,73.433,인천
2018.06,73.642,인천
2018.07,73.850,인천
2018.08,74.058,인천
2018.09,74.267,인천
2018.10,74.475,인천
2018.11,74.683,인천
2018.12,74.892,인천
2019.01,75.100,인천
2019.02,74.392,인천
2019.03,73.683,인천
2019.04,72.975,인천
2019.05,72.267,인천
2019.06,71.558,인천
2019.07,70.850,인천
2019.08,70.142,인천
2019.09,69.433,인천
2019.10,68.725,인천
2019.11,68.017,인천
2019.12,67.308,인천
2020.01,66.600,인천
2020.02,67.208,인천
2020.03,67.817,인천
2020.04,68.425,인천
2020.05,69.033,인천
2020.06,69.642,인천
2020.07,70.250,인천
2020.08,70.858,인천
2020.09,71.467,인천
2020.10,72.075,인천
2020.11,72.683,인천
2020.12,73.292,인천
2021.01,73.900,인천
2021.02,74.233,인천
2021.03,74.567,인천
2021.04,74.900,인천
2021.05,75.233,인천
2021.06,75.567,인천
2021.07,75.900,인천
2021.08,76.233,인천
2021.09,76.567,인천
2021.10,76.900,인천
2021.11,77.233,인천
2021.12,77.567,인천
2022.01,77.900,인천
2022.02,77.850,인천
2022.03,77.800,인천
2022.04,77.750,인천
2022.05,77.700,인천
2022.06,77.650,인천
2022.07,77.600,인천
2022.08,77.550,인천
2022.09,77.500,인천
2022.10,77.450,인천
2022.11,77.400,인천
2022.12,77.350,인천
2023.01,77.300,인천
2009.01,67.700,전남
2009.02,67.550,전남
2009.03,67.400,전남
2009.04,67.250,전남
2009.05,67.100,전남
2009.06,66.950,전남
2009.07,66.800,전남
2009.08,66.650,전남
2009.09,66.500,전남
2009.10,66.350,전남
2009.11,66.200,전남
2009.12,66.050,전남
2010.01,65.900,전남
2010.02,65.633,전남
2010.03,65.367,전남
2010.04,65.100,전남
2010.05,64.833,전남
2010.06,64.567,전남
2010.07,64.300,전남
2010.08,64.033,전남
2010.09,63.767,전남
2010.10,63.500,전남
2010.11,63.233,전남
2010.12,62.967,전남
2011.01,62.700,전남
2011.02,62.650,전남
2011.03,62.600,전남
2011.04,62.550,전남
2011.05,62.500,전남
2011.06,62.450,전남
2011.07,62.400,전남
2011.08,62.350,전남
2011.09,62.300,전남
2011.10,62.250,전남
2011.11,62.200,전남
2011.12,62.150,전남
2012.01,62.100,전남
2012.02,61.842,전남
2012.03,61.583,전남
2012.04,61.325,전남
2012.05,61.067,전남
2012.06,60.808,전남
2012.07,60.550,전남
2012.08,60.292,전남
2012.09,60.033,전남
2012.10,59.775,전남
2012.11,59.517,전남
2012.12,59.258,전남
2013.01,59.000,전남
2013.02,58.958,전남
2013.03,58.917,전남
2013.04,58.875,전남
2013.05,58.833,전남
2013.06,58.792,전남
2013.07,58.750,전남
2013.08,58.708,전남
2013.09,58.667,전남
2013.10,58.625,전남
2013.11,58.583,전남
2013.12,58.542,전남
2014.01,58.500,전남
2014.02,58.592,전남
2014.03,58.683,전남
2014.04,58.775,전남
2014.05,58.867,전남
2014.06,58.958,전남
2014.07,59.050,전남
2014.08,59.142,전남
2014.09,59.233,전남
2014.10,59.325,전남
2014.11,59.417,전남
2014.12,59.508,전남
2015.01,59.600,전남
2015.02,59.208,전남
2015.03,58.817,전남
2015.04,58.425,전남
2015.05,58.033,전남
2015.06,57.642,전남
2015.07,57.250,전남
2015.08,56.858,전남
2015.09,56.467,전남
2015.10,56.075,전남
2015.11,55.683,전남
2015.12,55.292,전남
2016.01,54.900,전남
2016.02,55.075,전남
2016.03,55.250,전남
2016.04,55.425,전남
2016.05,55.600,전남
2016.06,55.775,전남
2016.07,55.950,전남
2016.08,56.125,전남
2016.09,56.300,전남
2016.10,56.475,전남
2016.11,56.650,전남
2016.12,56.825,전남
2017.01,57.000,전남
2017.02,57.375,전남
2017.03,57.750,전남
2017.04,58.125,전남
2017.05,58.500,전남
2017.06,58.875,전남
2017.07,59.250,전남
2017.08,59.625,전남
2017.09,60.000,전남
2017.10,60.375,전남
2017.11,60.750,전남
2017.12,61.125,전남
2018.01,61.500,전남
2018.02,61.450,전남
2018.03,61.400,전남
2018.04,61.350,전남
2018.05,61.300,전남
2018.06,61.250,전남
2018.07,61.200,전남
2018.08,61.150,전남
2018.09,61.100,전남
2018.10,61.050,전남
2018.11,61.000,전남
2018.12,60.950,전남
2019.01,60.900,전남
2019.02,60.667,전남
2019.03,60.433,전남
2019.04,60.200,전남
2019.05,59.967,전남
2019.06,59.733,전남
2019.07,59.500,전남
2019.08,59.267,전남
2019.09,59.033,전남
2019.10,58.800,전남
2019.11,58.567,전남
2019.12,58.333,전남
2020.01,58.100,전남
2020.02,58.800,전남
2020.03,59.500,전남
2020.04,60.200,전남
2020.05,60.900,전남
2020.06,61.600,전남
2020.07,62.300,전남
2020.08,63.000,전남
2020.09,63.700,전남
2020.10,64.400,전남
2020.11,65.100,전남
2020.12,65.800,전남
2021.01,66.500,전남
2021.02,66.592,전남
2021.03,66.683,전남
2021.04,66.775,전남
2021.05,66.867,전남
2021.06,66.958,전남
2021.07,67.050,전남
2021.08,67.142,전남
2021.09,67.233,전남
2021.10,67.325,전남
2021.11,67.417,전남
2021.12,67.508,전남
2022.01,67.600,전남
2022.02,67.575,전남
2022.03,67.550,전남
2022.04,67.525,전남
2022.05,67.500,전남
2022.06,67.475,전남
2022.07,67.450,전남
2022.08,67.425,전남
2022.09,67.400,전남
2022.10,67.375,전남
2022.11,67.350,전남
2022.12,67.325,전남
2023.01,67.300,전남
2009.01,65.800,전북
2009.02,65.750,전북
2009.03,65.700,전북
2009.04,65.650,전북
2009.05,65.600,전북
2009.06,65.550,전북
2009.07,65.500,전북
2009.08,65.450,전북
2009.09,65.400,전북
2009.10,65.350,전북
2009.11,65.300,전북
2009.12,65.250,전북
2010.01,65.200,전북
2010.02,64.842,전북
2010.03,64.483,전북
2010.04,64.125,전북
2010.05,63.767,전북
2010.06,63.408,전북
2010.07,63.050,전북
2010.08,62.692,전북
2010.09,62.333,전북
2010.10,61.975,전북
2010.11,61.617,전북
2010.12,61.258,전북
2011.01,60.900,전북
2011.02,60.992,전북
2011.03,61.083,전북
2011.04,61.175,전북
2011.05,61.267,전북
2011.06,61.358,전북
2011.07,61.450,전북
2011.08,61.542,전북
2011.09,61.633,전북
2011.10,61.725,전북
2011.11,61.817,전북
2011.12,61.908,전북
2012.01,62.000,전북
2012.02,61.825,전북
2012.03,61.650,전북
2012.04,61.475,전북
2012.05,61.300,전북
2012.06,61.125,전북
2012.07,60.950,전북
2012.08,60.775,전북
2012.09,60.600,전북
2012.10,60.425,전북
2012.11,60.250,전북
2012.12,60.075,전북
2013.01,59.900,전북
2013.02,59.858,전북
2013.03,59.817,전북
2013.04,59.775,전북
2013.05,59.733,전북
2013.06,59.692,전북
2013.07,59.650,전북
2013.08,59.608,전북
2013.09,59.567,전북
2013.10,59.525,전북
2013.11,59.483,전북
2013.12,59.442,전북
2014.01,59.400,전북
2014.02,59.500,전북
2014.03,59.600,전북
2014.04,59.700,전북
2014.05,59.800,전북
2014.06,59.900,전북
2014.07,60.000,전북
2014.08,60.100,전북
2014.09,60.200,전북
2014.10,60.300,전북
2014.11,60.400,전북
2014.12,60.500,전북
2015.01,60.600,전북
2015.02,60.625,전북
2015.03,60.650,전북
2015.04,60.675,전북
2015.05,60.700,전북
2015.06,60.725,전북
2015.07,60.750,전북
2015.08,60.775,전북
2015.09,60.800,전북
2015.10,60.825,전북
2015.11,60.850,전북
2015.12,60.875,전북
2016.01,60.900,전북
2016.02,61.208,전북
2016.03,61.517,전북
2016.04,61.825,전북
2016.05,62.133,전북
2016.06,62.442,전북
2016.07,62.750,전북
2016.08,63.058,전북
2016.09,63.367,전북
2016.10,63.675,전북
2016.11,63.983,전북
2016.12,64.292,전북
2017.01,64.600,전북
2017.02,64.675,전북
2017.03,64.750,전북
2017.04,64.825,전북
2017.05,64.900,전북
2017.06,64.975,전북
2017.07,65.050,전북
2017.08,65.125,전북
2017.09,65.200,전북
2017.10,65.275,전북
2017.11,65.350,전북
2017.12,65.425,전북
2018.01,65.500,전북
2018.02,65.733,전북
2018.03,65.967,전북
2018.04,66.200,전북
2018.05,66.433,전북
2018.06,66.667,전북
2018.07,66.900,전북
2018.08,67.133,전북
2018.09,67.367,전북
2018.10,67.600,전북
2018.11,67.833,전북
2018.12,68.067,전북
2019.01,68.300,전북
2019.02,67.842,전북
2019.03,67.383,전북
2019.04,66.925,전북
2019.05,66.467,전북
2019.06,66.008,전북
2019.07,65.550,전북
2019.08,65.092,전북
2019.09,64.633,전북
2019.10,64.175,전북
2019.11,63.717,전북
2019.12,63.258,전북
2020.01,62.800,전북
2020.02,63.383,전북
2020.03,63.967,전북
2020.04,64.550,전북
2020.05,65.133,전북
2020.06,65.717,전북
2020.07,66.300,전북
2020.08,66.883,전북
2020.09,67.467,전북
2020.10,68.050,전북
2020.11,68.633,전북
2020.12,69.217,전북
2021.01,69.800,전북
2021.02,69.883,전북
2021.03,69.967,전북
2021.04,70.050,전북
2021.05,70.133,전북
2021.06,70.217,전북
2021.07,70.300,전북
2021.08,70.383,전북
2021.09,70.467,전북
2021.10,70.550,전북
2021.11,70.633,전북
2021.12,70.717,전북
2022.01,70.800,전북
2022.02,70.717,전북
2022.03,70.633,전북
2022.04,70.550,전북
2022.05,70.467,전북
2022.06,70.383,전북
2022.07,70.300,전북
2022.08,70.217,전북
2022.09,70.133,전북
2022.10,70.050,전북
2022.11,69.967,전북
2022.12,69.883,전북
2023.01,69.800,전북
2009.01,68.700,제주
2009.02,68.808,제주
2009.03,68.917,제주
2009.04,69.025,제주
2009.05,69.133,제주
2009.06,69.242,제주
2009.07,69.350,제주
2009.08,69.458,제주
2009.09,69.567,제주
2009.10,69.675,제주
2009.11,69.783,제주
2009.12,69.892,제주
2010.01,70.000,제주
2010.02,69.875,제주
2010.03,69.750,제주
2010.04,69.625,제주
2010.05,69.500,제주
2010.06,69.375,제주
2010.07,69.250,제주
