시점,사설학원수,지역별
2021.04,13960.250,서울
2021.05,14010.667,서울
2021.06,14061.083,서울
2021.07,14111.500,서울
2021.08,14161.917,서울
2021.09,14212.333,서울
2021.10,14262.750,서울
2021.11,14313.167,서울
2021.12,14363.583,서울
2022.01,14414.000,서울
2022.02,14448.833,서울
2022.03,14483.667,서울
2022.04,14518.500,서울
2022.05,14553.333,서울
2022.06,14588.167,서울
2022.07,14623.000,서울
2022.08,14657.833,서울
2022.09,14692.667,서울
2022.10,14727.500,서울
2022.11,14762.333,서울
2022.12,14797.167,서울
2023.01,14832.000,서울
2012.01,90.000,세종
2012.02,91.500,세종
2012.03,93.000,세종
2012.04,94.500,세종
2012.05,96.000,세종
2012.06,97.500,세종
2012.07,99.000,세종
2012.08,100.500,세종
2012.09,102.000,세종
2012.10,103.500,세종
2012.11,105.000,세종
2012.12,106.500,세종
2013.01,108.000,세종
2013.02,107.417,세종
2013.03,106.833,세종
2013.04,106.250,세종
2013.05,105.667,세종
2013.06,105.083,세종
2013.07,104.500,세종
2013.08,103.917,세종
2013.09,103.333,세종
2013.10,102.750,세종
2013.11,102.167,세종
2013.12,101.583,세종
2014.01,101.000,세종
2014.02,106.667,세종
2014.03,112.333,세종
2014.04,118.000,세종
2014.05,123.667,세종
2014.06,129.333,세종
2014.07,135.000,세종
2014.08,140.667,세종
2014.09,146.333,세종
2014.10,152.000,세종
2014.11,157.667,세종
2014.12,163.333,세종
2015.01,169.000,세종
2015.02,176.333,세종
2015.03,183.667,세종
2015.04,191.000,세종
2015.05,198.333,세종
2015.06,205.667,세종
2015.07,213.000,세종
2015.08,220.333,세종
2015.09,227.667,세종
2015.10,235.000,세종
2015.11,242.333,세종
2015.12,249.667,세종
2016.01,257.000,세종
2016.02,265.333,세종
2016.03,273.667,세종
2016.04,282.000,세종
2016.05,290.333,세종
2016.06,298.667,세종
2016.07,307.000,세종
2016.08,315.333,세종
2016.09,323.667,세종
2016.10,332.000,세종
2016.11,340.333,세종
2016.12,348.667,세종
2017.01,357.000,세종
2017.02,368.833,세종
2017.03,380.667,세종
2017.04,392.500,세종
2017.05,404.333,세종
2017.06,416.167,세종
2017.07,428.000,세종
2017.08,439.833,세종
2017.09,451.667,세종
2017.10,463.500,세종
2017.11,475.333,세종
2017.12,487.167,세종
2018.01,499.000,세종
2018.02,508.000,세종
2018.03,517.000,세종
2018.04,526.000,세종
2018.05,535.000,세종
2018.06,544.000,세종
2018.07,553.000,세종
2018.08,562.000,세종
2018.09,571.000,세종
2018.10,580.000,세종
2018.11,589.000,세종
2018.12,598.000,세종
2019.01,607.000,세종
2019.02,613.833,세종
2019.03,620.667,세종
2019.04,627.500,세종
2019.05,634.333,세종
2019.06,641.167,세종
2019.07,648.000,세종
2019.08,654.833,세종
2019.09,661.667,세종
2019.10,668.500,세종
2019.11,675.333,세종
2019.12,682.167,세종
2020.01,689.000,세종
2020.02,698.250,세종
2020.03,707.500,세종
2020.04,716.750,세종
2020.05,726.000,세종
2020.06,735.250,세종
2020.07,744.500,세종
2020.08,753.750,세종
2020.09,763.000,세종
2020.10,772.250,세종
2020.11,781.500,세종
2020.12,790.750,세종
2021.01,800.000,세종
2021.02,810.000,세종
2021.03,820.000,세종
2021.04,830.000,세종
2021.05,840.000,세종
2021.06,850.000,세종
2021.07,860.000,세종
2021.08,870.000,세종
2021.09,880.000,세종
2021.10,890.000,세종
2021.11,900.000,세종
2021.12,910.000,세종
2022.01,920.000,세종
2022.02,929.083,세종
2022.03,938.167,세종
2022.04,947.250,세종
2022.05,956.333,세종
2022.06,965.417,세종
2022.07,974.500,세종
2022.08,983.583,세종
2022.09,992.667,세종
2022.10,1001.750,세종
2022.11,1010.833,세종
2022.12,1019.917,세종
2023.01,1029.000,세종
2003.01,2257.000,울산
2003.02,2262.000,울산
2003.03,2267.000,울산
2003.04,2272.000,울산
2003.05,2277.000,울산
2003.06,2282.000,울산
2003.07,2287.000,울산
2003.08,2292.000,울산
2003.09,2297.000,울산
2003.10,2302.000,울산
2003.11,2307.000,울산
2003.12,2312.000,울산
2004.01,2317.000,울산
2004.02,2316.917,울산
2004.03,2316.833,울산
2004.04,2316.750,울산
2004.05,2316.667,울산
2004.06,2316.583,울산
2004.07,2316.500,울산
2004.08,2316.417,울산
2004.09,2316.333,울산
2004.10,2316.250,울산
2004.11,2316.167,울산
2004.12,2316.083,울산
2005.01,2316.000,울산
2005.02,2324.333,울산
2005.03,2332.667,울산
2005.04,2341.000,울산
2005.05,2349.333,울산
2005.06,2357.667,울산
2005.07,2366.000,울산
2005.08,2374.333,울산
2005.09,2382.667,울산
2005.10,2391.000,울산
2005.11,2399.333,울산
2005.12,2407.667,울산
2006.01,2416.000,울산
2006.02,2410.167,울산
2006.03,2404.333,울산
2006.04,2398.500,울산
2006.05,2392.667,울산
2006.06,2386.833,울산
2006.07,2381.000,울산
2006.08,2375.167,울산
2006.09,2369.333,울산
2006.10,2363.500,울산
2006.11,2357.667,울산
2006.12,2351.833,울산
2007.01,2346.000,울산
2007.02,2358.417,울산
2007.03,2370.833,울산
2007.04,2383.250,울산
2007.05,2395.667,울산
2007.06,2408.083,울산
2007.07,2420.500,울산
2007.08,2432.917,울산
2007.09,2445.333,울산
2007.10,2457.750,울산
2007.11,2470.167,울산
2007.12,2482.583,울산
2008.01,2495.000,울산
2008.02,2507.833,울산
2008.03,2520.667,울산
2008.04,2533.500,울산
2008.05,2546.333,울산
2008.06,2559.167,울산
2008.07,2572.000,울산
2008.08,2584.833,울산
2008.09,2597.667,울산
2008.10,2610.500,울산
2008.11,2623.333,울산
2008.12,2636.167,울산
2009.01,2649.000,울산
2009.02,2647.583,울산
2009.03,2646.167,울산
2009.04,2644.750,울산
2009.05,2643.333,울산
2009.06,2641.917,울산
2009.07,2640.500,울산
2009.08,2639.083,울산
2009.09,2637.667,울산
2009.10,2636.250,울산
2009.11,2634.833,울산
2009.12,2633.417,울산
2010.01,2632.000,울산
2010.02,2629.333,울산
2010.03,2626.667,울산
2010.04,2624.000,울산
2010.05,2621.333,울산
2010.06,2618.667,울산
2010.07,2616.000,울산
2010.08,2613.333,울산
2010.09,2610.667,울산
2010.10,2608.000,울산
2010.11,2605.333,울산
2010.12,2602.667,울산
2011.01,2600.000,울산
2011.02,2594.583,울산
2011.03,2589.167,울산
2011.04,2583.750,울산
2011.05,2578.333,울산
2011.06,2572.917,울산
2011.07,2567.500,울산
2011.08,2562.083,울산
2011.09,2556.667,울산
2011.10,2551.250,울산
2011.11,2545.833,울산
2011.12,2540.417,울산
2012.01,2535.000,울산
2012.02,2515.667,울산
2012.03,2496.333,울산
2012.04,2477.000,울산
2012.05,2457.667,울산
2012.06,2438.333,울산
2012.07,2419.000,울산
2012.08,2399.667,울산
2012.09,2380.333,울산
2012.10,2361.000,울산
2012.11,2341.667,울산
2012.12,2322.333,울산
2013.01,2303.000,울산
2013.02,2307.000,울산
2013.03,2311.000,울산
2013.04,2315.000,울산
2013.05,2319.000,울산
2013.06,2323.000,울산
2013.07,2327.000,울산
2013.08,2331.000,울산
2013.09,2335.000,울산
2013.10,2339.000,울산
2013.11,2343.000,울산
2013.12,2347.000,울산
2014.01,2351.000,울산
2014.02,2361.667,울산
2014.03,2372.333,울산
2014.04,2383.000,울산
2014.05,2393.667,울산
2014.06,2404.333,울산
2014.07,2415.000,울산
2014.08,2425.667,울산
2014.09,2436.333,울산
2014.10,2447.000,울산
2014.11,2457.667,울산
2014.12,2468.333,울산
2015.01,2479.000,울산
2015.02,2484.250,울산
2015.03,2489.500,울산
2015.04,2494.750,울산
2015.05,2500.000,울산
2015.06,2505.250,울산
2015.07,2510.500,울산
2015.08,2515.750,울산
2015.09,2521.000,울산
2015.10,2526.250,울산
2015.11,2531.500,울산
2015.12,2536.750,울산
2016.01,2542.000,울산
2016.02,2544.000,울산
2016.03,2546.000,울산
2016.04,2548.000,울산
2016.05,2550.000,울산
2016.06,2552.000,울산
2016.07,2554.000,울산
2016.08,2556.000,울산
2016.09,2558.000,울산
2016.10,2560.000,울산
2016.11,2562.000,울산
2016.12,2564.000,울산
2017.01,2566.000,울산
2017.02,2567.667,울산
2017.03,2569.333,울산
2017.04,2571.000,울산
2017.05,2572.667,울산
2017.06,2574.333,울산
2017.07,2576.000,울산
2017.08,2577.667,울산
2017.09,2579.333,울산
2017.10,2581.000,울산
2017.11,2582.667,울산
2017.12,2584.333,울산
2018.01,2586.000,울산
2018.02,2582.167,울산
2018.03,2578.333,울산
2018.04,2574.500,울산
2018.05,2570.667,울산
2018.06,2566.833,울산
2018.07,2563.000,울산
2018.08,2559.167,울산
2018.09,2555.333,울산
2018.10,2551.500,울산
2018.11,2547.667,울산
2018.12,2543.833,울산
2019.01,2540.000,울산
2019.02,2536.917,울산
2019.03,2533.833,울산
2019.04,2530.750,울산
2019.05,2527.667,울산
2019.06,2524.583,울산
2019.07,2521.500,울산
2019.08,2518.417,울산
2019.09,2515.333,울산
2019.10,2512.250,울산
2019.11,2509.167,울산
2019.12,2506.083,울산
2020.01,2503.000,울산
2020.02,2499.500,울산
2020.03,2496.000,울산
2020.04,2492.500,울산
2020.05,2489.000,울산
2020.06,2485.500,울산
2020.07,2482.000,울산
2020.08,2478.500,울산
2020.09,2475.000,울산
2020.10,2471.500,울산
2020.11,2468.000,울산
2020.12,2464.500,울산
2021.01,2461.000,울산
2021.02,2471.250,울산
2021.03,2481.500,울산
2021.04,2491.750,울산
2021.05,2502.000,울산
2021.06,2512.250,울산
2021.07,2522.500,울산
2021.08,2532.750,울산
2021.09,2543.000,울산
2021.10,2553.250,울산
2021.11,2563.500,울산
2021.12,2573.750,울산
2022.01,2584.000,울산
2022.02,2586.667,울산
2022.03,2589.333,울산
2022.04,2592.000,울산
2022.05,2594.667,울산
2022.06,2597.333,울산
2022.07,2600.000,울산
2022.08,2602.667,울산
2022.09,2605.333,울산
2022.10,2608.000,울산
2022.11,2610.667,울산
2022.12,2613.333,울산
2023.01,2616.000,울산
2003.01,2778.000,인천
2003.02,2777.000,인천
2003.03,2776.000,인천
2003.04,2775.000,인천
2003.05,2774.000,인천
2003.06,2773.000,인천
2003.07,2772.000,인천
2003.08,2771.000,인천
2003.09,2770.000,인천
2003.10,2769.000,인천
2003.11,2768.000,인천
2003.12,2767.000,인천
2004.01,2766.000,인천
2004.02,2758.667,인천
2004.03,2751.333,인천
2004.04,2744.000,인천
2004.05,2736.667,인천
2004.06,2729.333,인천
2004.07,2722.000,인천
2004.08,2714.667,인천
2004.09,2707.333,인천
2004.10,2700.000,인천
2004.11,2692.667,인천
2004.12,2685.333,인천
2005.01,2678.000,인천
2005.02,2675.833,인천
2005.03,2673.667,인천
2005.04,2671.500,인천
2005.05,2669.333,인천
2005.06,2667.167,인천
2005.07,2665.000,인천
2005.08,2662.833,인천
2005.09,2660.667,인천
2005.10,2658.500,인천
2005.11,2656.333,인천
2005.12,2654.167,인천
2006.01,2652.000,인천
2006.02,2654.667,인천
2006.03,2657.333,인천
2006.04,2660.000,인천
2006.05,2662.667,인천
2006.06,2665.333,인천
2006.07,2668.000,인천
2006.08,2670.667,인천
2006.09,2673.333,인천
2006.10,2676.000,인천
2006.11,2678.667,인천
2006.12,2681.333,인천
2007.01,2684.000,인천
2007.02,2700.250,인천
2007.03,2716.500,인천
2007.04,2732.750,인천
2007.05,2749.000,인천
2007.06,2765.250,인천
2007.07,2781.500,인천
2007.08,2797.750,인천
2007.09,2814.000,인천
2007.10,2830.250,인천
2007.11,2846.500,인천
2007.12,2862.750,인천
2008.01,2879.000,인천
2008.02,2876.833,인천
2008.03,2874.667,인천
2008.04,2872.500,인천
2008.05,2870.333,인천
2008.06,2868.167,인천
2008.07,2866.000,인천
2008.08,2863.833,인천
2008.09,2861.667,인천
2008.10,2859.500,인천
2008.11,2857.333,인천
2008.12,2855.167,인천
2009.01,2853.000,인천
2009.02,2858.917,인천
2009.03,2864.833,인천
2009.04,2870.750,인천
2009.05,2876.667,인천
2009.06,2882.583,인천
2009.07,2888.500,인천
2009.08,2894.417,인천
2009.09,2900.333,인천
2009.10,2906.250,인천
2009.11,2912.167,인천
2009.12,2918.083,인천
2010.01,2924.000,인천
2010.02,2916.250,인천
2010.03,2908.500,인천
2010.04,2900.750,인천
2010.05,2893.000,인천
2010.06,2885.250,인천
2010.07,2877.500,인천
2010.08,2869.750,인천
2010.09,2862.000,인천
2010.10,2854.250,인천
2010.11,2846.500,인천
2010.12,2838.750,인천
2011.01,2831.000,인천
2011.02,2873.250,인천
2011.03,2915.500,인천
2011.04,2957.750,인천
2011.05,3000.000,인천
2011.06,3042.250,인천
2011.07,3084.500,인천
2011.08,3126.750,인천
2011.09,3169.000,인천
2011.10,3211.250,인천
2011.11,3253.500,인천
2011.12,3295.750,인천
2012.01,3338.000,인천
2012.02,3326.333,인천
2012.03,3314.667,인천
2012.04,3303.000,인천
2012.05,3291.333,인천
2012.06,3279.667,인천
2012.07,3268.000,인천
2012.08,3256.333,인천
2012.09,3244.667,인천
2012.10,3233.000,인천
2012.11,3221.333,인천
2012.12,3209.667,인천
2013.01,3198.000,인천
2013.02,3195.417,인천
2013.03,3192.833,인천
2013.04,3190.250,인천
2013.05,3187.667,인천
2013.06,3185.083,인천
2013.07,3182.500,인천
2013.08,3179.917,인천
2013.09,3177.333,인천
2013.10,3174.750,인천
2013.11,3172.167,인천
2013.12,3169.583,인천
2014.01,3167.000,인천
2014.02,3170.500,인천
2014.03,3174.000,인천
2014.04,3177.500,인천
2014.05,3181.000,인천
2014.06,3184.500,인천
2014.07,3188.000,인천
2014.08,3191.500,인천
2014.09,3195.000,인천
2014.10,3198.500,인천
2014.11,3202.000,인천
2014.12,3205.500,인천
2015.01,3209.000,인천
2015.02,3224.500,인천
2015.03,3240.000,인천
2015.04,3255.500,인천
2015.05,3271.000,인천
2015.06,3286.500,인천
2015.07,3302.000,인천
2015.08,3317.500,인천
2015.09,3333.000,인천
2015.10,3348.500,인천
2015.11,3364.000,인천
2015.12,3379.500,인천
2016.01,3395.000,인천
2016.02,3410.833,인천
2016.03,3426.667,인천
2016.04,3442.500,인천
2016.05,3458.333,인천
2016.06,3474.167,인천
2016.07,3490.000,인천
2016.08,3505.833,인천
2016.09,3521.667,인천
2016.10,3537.500,인천
2016.11,3553.333,인천
2016.12,3569.167,인천
2017.01,3585.000,인천
2017.02,3594.750,인천
2017.03,3604.500,인천
2017.04,3614.250,인천
2017.05,3624.000,인천
2017.06,3633.750,인천
2017.07,3643.500,인천
2017.08,3653.250,인천
2017.09,3663.000,인천
2017.10,3672.750,인천
2017.11,3682.500,인천
2017.12,3692.250,인천
2018.01,3702.000,인천
2018.02,3705.750,인천
2018.03,3709.500,인천
2018.04,3713.250,인천
2018.05,3717.000,인천
2018.06,3720.750,인천
2018.07,3724.500,인천
2018.08,3728.250,인천
2018.09,3732.000,인천
2018.10,3735.750,인천
2018.11,3739.500,인천
2018.12,3743.250,인천
2019.01,3747.000,인천
2019.02,3760.083,인천
2019.03,3773.167,인천
2019.04,3786.250,인천
2019.05,3799.333,인천
2019.06,3812.417,인천
2019.07,3825.500,인천
2019.08,3838.583,인천
2019.09,3851.667,인천
2019.10,3864.750,인천
2019.11,3877.833,인천
2019.12,3890.917,인천
2020.01,3904.000,인천
2020.02,3903.417,인천
2020.03,3902.833,인천
2020.04,3902.250,인천
2020.05,3901.667,인천
2020.06,3901.083,인천
2020.07,3900.500,인천
2020.08,3899.917,인천
2020.09,3899.333,인천
2020.10,3898.750,인천
2020.11,3898.167,인천
2020.12,3897.583,인천
2021.01,3897.000,인천
2021.02,3916.083,인천
2021.03,3935.167,인천
2021.04,3954.250,인천
2021.05,3973.333,인천
2021.06,3992.417,인천
2021.07,4011.500,인천
2021.08,4030.583,인천
2021.09,4049.667,인천
2021.10,4068.750,인천
2021.11,4087.833,인천
2021.12,4106.917,인천
2022.01,4126.000,인천
2022.02,4150.583,인천
2022.03,4175.167,인천
2022.04,4199.750,인천
2022.05,4224.333,인천
2022.06,4248.917,인천
2022.07,4273.500,인천
2022.08,4298.083,인천
2022.09,4322.667,인천
2022.10,4347.250,인천
2022.11,4371.833,인천
2022.12,4396.417,인천
2023.01,4421.000,인천
2003.01,2387.000,전남
2003.02,2391.583,전남
2003.03,2396.167,전남
2003.04,2400.750,전남
2003.05,2405.333,전남
2003.06,2409.917,전남
2003.07,2414.500,전남
2003.08,2419.083,전남
2003.09,2423.667,전남
2003.10,2428.250,전남
2003.11,2432.833,전남
2003.12,2437.417,전남
2004.01,2442.000,전남
2004.02,2448.417,전남
2004.03,2454.833,전남
2004.04,2461.250,전남
2004.05,2467.667,전남
2004.06,2474.083,전남
2004.07,2480.500,전남
2004.08,2486.917,전남
2004.09,2493.333,전남
2004.10,2499.750,전남
2004.11,2506.167,전남
2004.12,2512.583,전남
2005.01,2519.000,전남
2005.02,2521.333,전남
2005.03,2523.667,전남
2005.04,2526.000,전남
2005.05,2528.333,전남
2005.06,2530.667,전남
2005.07,2533.000,전남
2005.08,2535.333,전남
2005.09,2537.667,전남
2005.10,2540.000,전남
2005.11,2542.333,전남
2005.12,2544.667,전남
2006.01,2547.000,전남
2006.02,2554.500,전남
2006.03,2562.000,전남
2006.04,2569.500,전남
2006.05,2577.000,전남
2006.06,2584.500,전남
2006.07,2592.000,전남
2006.08,2599.500,전남
2006.09,2607.000,전남
2006.10,2614.500,전남
2006.11,2622.000,전남
2006.12,2629.500,전남
2007.01,2637.000,전남
2007.02,2644.500,전남
2007.03,2652.000,전남
2007.04,2659.500,전남
2007.05,2667.000,전남
2007.06,2674.500,전남
2007.07,2682.000,전남
2007.08,2689.500,전남
2007.09,2697.000,전남
2007.10,2704.500,전남
2007.11,2712.000,전남
2007.12,2719.500,전남
2008.01,2727.000,전남
2008.02,2735.500,전남
2008.03,2744.000,전남
2008.04,2752.500,전남
2008.05,2761.000,전남
2008.06,2769.500,전남
2008.07,2778.000,전남
2008.08,2786.500,전남
2008.09,2795.000,전남
2008.10,2803.500,전남
2008.11,2812.000,전남
2008.12,2820.500,전남
2009.01,2829.000,전남
2009.02,2834.667,전남
2009.03,2840.333,전남
2009.04,2846.000,전남
2009.05,2851.667,전남
2009.06,2857.333,전남
2009.07,2863.000,전남
2009.08,2868.667,전남
2009.09,2874.333,전남
2009.10,2880.000,전남
2009.11,2885.667,전남
2009.12,2891.333,전남
2010.01,2897.000,전남
2010.02,2896.500,전남
2010.03,2896.000,전남
2010.04,2895.500,전남
2010.05,2895.000,전남
2010.06,2894.500,전남
2010.07,2894.000,전남
2010.08,2893.500,전남
2010.09,2893.000,전남
2010.10,2892.500,전남
2010.11,2892.000,전남
2010.12,2891.500,전남
2011.01,2891.000,전남
2011.02,2887.167,전남
2011.03,2883.333,전남
2011.04,2879.500,전남
2011.05,2875.667,전남
2011.06,2871.833,전남
2011.07,2868.000,전남
2011.08,2864.167,전남
2011.09,2860.333,전남
2011.10,2856.500,전남
2011.11,2852.667,전남
2011.12,2848.833,전남
2012.01,2845.000,전남
2012.02,2840.167,전남
2012.03,2835.333,전남
2012.04,2830.500,전남
2012.05,2825.667,전남
2012.06,2820.833,전남
2012.07,2816.000,전남
2012.08,2811.167,전남
2012.09,2806.333,전남
2012.10,2801.500,전남
2012.11,2796.667,전남
2012.12,2791.833,전남
2013.01,2787.000,전남
2013.02,2792.500,전남
2013.03,2798.000,전남
2013.04,2803.500,전남
2013.05,2809.000,전남
2013.06,2814.500,전남
2013.07,2820.000,전남
2013.08,2825.500,전남
2013.09,2831.000,전남
2013.10,2836.500,전남
2013.11,2842.000,전남
2013.12,2847.500,전남
2014.01,2853.000,전남
2014.02,2843.333,전남
2014.03,2833.667,전남
2014.04,2824.000,전남
2014.05,2814.333,전남
2014.06,2804.667,전남
2014.07,2795.000,전남
2014.08,2785.333,전남
2014.09,2775.667,전남
2014.10,2766.000,전남
2014.11,2756.333,전남
2014.12,2746.667,전남
2015.01,2737.000,전남
2015.02,2729.917,전남
2015.03,2722.833,전남
2015.04,2715.750,전남
2015.05,2708.667,전남
2015.06,2701.583,전남
2015.07,2694.500,전남
2015.08,2687.417,전남
2015.09,2680.333,전남
2015.10,2673.250,전남
2015.11,2666.167,전남
2015.12,2659.083,전남
2016.01,2652.000,전남
2016.02,2664.083,전남
2016.03,2676.167,전남
2016.04,2688.250,전남
2016.05,2700.333,전남
2016.06,2712.417,전남
2016.07,2724.500,전남
2016.08,2736.583,전남
2016.09,2748.667,전남
2016.10,2760.750,전남
2016.11,2772.833,전남
2016.12,2784.917,전남
2017.01,2797.000,전남
2017.02,2788.167,전남
2017.03,2779.333,전남
2017.04,2770.500,전남
2017.05,2761.667,전남
2017.06,2752.833,전남
2017.07,2744.000,전남
2017.08,2735.167,전남
2017.09,2726.333,전남
2017.10,2717.500,전남
2017.11,2708.667,전남
2017.12,2699.833,전남
2018.01,2691.000,전남
2018.02,2692.000,전남
2018.03,2693.000,전남
2018.04,2694.000,전남
2018.05,2695.000,전남
2018.06,2696.000,전남
2018.07,2697.000,전남
2018.08,2698.000,전남
2018.09,2699.000,전남
2018.10,2700.000,전남
2018.11,2701.000,전남
2018.12,2702.000,전남
2019.01,2703.000,전남
2019.02,2701.667,전남
2019.03,2700.333,전남
2019.04,2699.000,전남
2019.05,2697.667,전남
2019.06,2696.333,전남
2019.07,2695.000,전남
2019.08,2693.667,전남
2019.09,2692.333,전남
2019.10,2691.000,전남
2019.11,2689.667,전남
2019.12,2688.333,전남
2020.01,2687.000,전남
2020.02,2686.167,전남
2020.03,2685.333,전남
2020.04,2684.500,전남
2020.05,2683.667,전남
2020.06,2682.833,전남
2020.07,2682.000,전남
2020.08,2681.167,전남
2020.09,2680.333,전남
2020.10,2679.500,전남
2020.11,2678.667,전남
2020.12,2677.833,전남
2021.01,2677.000,전남
2021.02,2683.250,전남
2021.03,2689.500,전남
2021.04,2695.750,전남
2021.05,2702.000,전남
2021.06,2708.250,전남
2021.07,2714.500,전남
2021.08,2720.750,전남
2021.09,2727.000,전남
2021.10,2733.250,전남
2021.11,2739.500,전남
2021.12,2745.750,전남
2022.01,2752.000,전남
2022.02,2751.333,전남
2022.03,2750.667,전남
2022.04,2750.000,전남
2022.05,2749.333,전남
2022.06,2748.667,전남
2022.07,2748.000,전남
2022.08,2747.333,전남
2022.09,2746.667,전남
2022.10,2746.000,전남
2022.11,2745.333,전남
2022.12,2744.667,전남
2023.01,2744.000,전남
2003.01,2966.000,전북
2003.02,2981.750,전북
2003.03,2997.500,전북
2003.04,3013.250,전북
2003.05,3029.000,전북
2003.06,3044.750,전북
2003.07,3060.500,전북
2003.08,3076.250,전북
2003.09,3092.000,전북
2003.10,3107.750,전북
2003.11,3123.500,전북
2003.12,3139.250,전북
2004.01,3155.000,전북
2004.02,3153.417,전북
2004.03,3151.833,전북
2004.04,3150.250,전북
2004.05,3148.667,전북
2004.06,3147.083,전북
2004.07,3145.500,전북
2004.08,3143.917,전북
2004.09,3142.333,전북
2004.10,3140.750,전북
2004.11,3139.167,전북
2004.12,3137.583,전북
2005.01,3136.000,전북
2005.02,3131.667,전북
2005.03,3127.333,전북
2005.04,3123.000,전북
2005.05,3118.667,전북
2005.06,3114.333,전북
2005.07,3110.000,전북
2005.08,3105.667,전북
2005.09,3101.333,전북
2005.10,3097.000,전북
2005.11,3092.667,전북
2005.12,3088.333,전북
2006.01,3084.000,전북
2006.02,3099.000,전북
2006.03,3114.000,전북
2006.04,3129.000,전북
2006.05,3144.000,전북
2006.06,3159.000,전북
2006.07,3174.000,전북
2006.08,3189.000,전북
2006.09,3204.000,전북
2006.10,3219.000,전북
2006.11,3234.000,전북
2006.12,3249.000,전북
2007.01,3264.000,전북
2007.02,3268.083,전북
2007.03,3272.167,전북
2007.04,3276.250,전북
2007.05,3280.333,전북
2007.06,3284.417,전북
2007.07,3288.500,전북
2007.08,3292.583,전북
2007.09,3296.667,전북
2007.10,3300.750,전북
2007.11,3304.833,전북
2007.12,3308.917,전북
2008.01,3313.000,전북
2008.02,3326.833,전북
2008.03,3340.667,전북
2008.04,3354.500,전북
2008.05,3368.333,전북
2008.06,3382.167,전북
2008.07,3396.000,전북
2008.08,3409.833,전북
2008.09,3423.667,전북
2008.10,3437.500,전북
2008.11,3451.333,전북
2008.12,3465.167,전북
2009.01,3479.000,전북
2009.02,3509.250,전북
2009.03,3539.500,전북
2009.04,3569.750,전북
2009.05,3600.000,전북
2009.06,3630.250,전북
2009.07,3660.500,전북
2009.08,3690.750,전북
2009.09,3721.000,전북
2009.10,3751.250,전북
2009.11,3781.500,전북
2009.12,3811.750,전북
2010.01,3842.000,전북
2010.02,3851.500,전북
2010.03,3861.000,전북
2010.04,3870.500,전북
2010.05,3880.000,전북
2010.06,3889.500,전북
2010.07,3899.000,전북
2010.08,3908.500,전북
2010.09,3918.000,전북
2010.10,3927.500,전북
2010.11,3937.000,전북
2010.12,3946.500,전북
2011.01,3956.000,전북
2011.02,3960.083,전북
2011.03,3964.167,전북
2011.04,3968.250,전북
2011.05,3972.333,전북
2011.06,3976.417,전북
2011.07,3980.500,전북
2011.08,3984.583,전북
2011.09,3988.667,전북
2011.10,3992.750,전북
2011.11,3996.833,전북
2011.12,4000.917,전북
2012.01,4005.000,전북
2012.02,3999.000,전북
2012.03,3993.000,전북
2012.04,3987.000,전북
2012.05,3981.000,전북
2012.06,3975.000,전북
2012.07,3969.000,전북
2012.08,3963.000,전북
2012.09,3957.000,전북
2012.10,3951.000,전북
2012.11,3945.000,전북
2012.12,3939.000,전북
2013.01,3933.000,전북
2013.02,3937.667,전북
2013.03,3942.333,전북
2013.04,3947.000,전북
2013.05,3951.667,전북
2013.06,3956.333,전북
2013.07,3961.000,전북
2013.08,3965.667,전북
2013.09,3970.333,전북
2013.10,3975.000,전북
2013.11,3979.667,전북
2013.12,3984.333,전북
2014.01,3989.000,전북
2014.02,3987.833,전북
2014.03,3986.667,전북
2014.04,3985.500,전북
2014.05,3984.333,전북
2014.06,3983.167,전북
2014.07,3982.000,전북
2014.08,3980.833,전북
2014.09,3979.667,전북
2014.10,3978.500,전북
2014.11,3977.333,전북
2014.12,3976.167,전북
2015.01,3975.000,전북
2015.02,3980.417,전북
2015.03,3985.833,전북
2015.04,3991.250,전북
2015.05,3996.667,전북
2015.06,4002.083,전북
2015.07,4007.500,전북
2015.08,4012.917,전북
2015.09,4018.333,전북
2015.10,4023.750,전북
2015.11,4029.167,전북
2015.12,4034.583,전북
2016.01,4040.000,전북
2016.02,4034.250,전북
2016.03,4028.500,전북
2016.04,4022.750,전북
2016.05,4017.000,전북
2016.06,4011.250,전북
2016.07,4005.500,전북
2016.08,3999.750,전북
2016.09,3994.000,전북
2016.10,3988.250,전북
2016.11,3982.500,전북
2016.12,3976.750,전북
2017.01,3971.000,전북
2017.02,3968.250,전북
2017.03,3965.500,전북
2017.04,3962.750,전북
2017.05,3960.000,전북
2017.06,3957.250,전북
2017.07,3954.500,전북
2017.08,3951.750,전북
2017.09,3949.000,전북
2017.10,3946.250,전북
2017.11,3943.500,전북
2017.12,3940.750,전북
2018.01,3938.000,전북
2018.02,3931.917,전북
2018.03,3925.833,전북
2018.04,3919.750,전북
2018.05,3913.667,전북
2018.06,3907.583,전북
2018.07,3901.500,전북
2018.08,3895.417,전북
2018.09,3889.333,전북
2018.10,3883.250,전북
2018.11,3877.167,전북
2018.12,3871.083,전북
2019.01,3865.000,전북
2019.02,3864.000,전북
2019.03,3863.000,전북
2019.04,3862.000,전북
2019.05,3861.000,전북
2019.06,3860.000,전북
2019.07,3859.000,전북
2019.08,3858.000,전북
2019.09,3857.000,전북
2019.10,3856.000,전북
2019.11,3855.000,전북
2019.12,3854.000,전북
2020.01,3853.000,전북
2020.02,3854.833,전북
2020.03,3856.667,전북
